taxonomy_id	name	rank	USA.74b_ERR1713399_db6.diamond	USA.74a_ERR1713398_db6.diamond	USA.74d_ERR1713401_db6.diamond	USA.74c_ERR1713400_db6.diamond	USA.74_ERR1713397_db6.diamond
2865832	Amycolatopsis sp. DSM 110486	species	0	1	0	1	0
2921494	Jeotgalicoccus sp. FSL K6-3177	species	0	1	0	0	4
3240786	Tardiphaga sp. 804_B3_N1_9	species	0	1	0	0	2
3416178	Pseudarthrobacter sp. 1G09	species	0	1	0	0	0
2040290	Helcococcus massiliensis	species	0	1	0	14	1
2742129	Stenotrophomonas sp. NA06056	species	0	1	0	1	4
712401	Neisseria sp. oral taxon 020	species	0	1	2	9	0
2684405	Corynebacterium poyangense	species	0	1	1	2	4
3364661	Streptomyces sp. NPDC002701	species	0	1	0	0	0
740	Haemophilus sp.	species	0	3	9	2	3
2931400	Sphingobacterium sp. PCS056	species	0	1	1	3	1
1853701	Ascidiimonas	genus	0	1	0	0	1
66377	Streptomyces violens	species	0	1	0	0	0
1763883	Vibrio cidicii	species	0	1	1	0	5
1637860	Burkholderia sp. ABCPW 14	species	0	1	0	1	0
2213079	Pseudomonas sp. LB-090624	species	0	2	1	0	0
2649671	unclassified Cutibacterium	no rank	0	2	0	0	1
2496758	Mesorhizobium sp. M2A.F.Ca.ET.015.02.1.1	species	0	1	0	0	0
2810293	Pseudomonas fluorescens group sp.	species	0	1	0	0	0
3404814	Stenotrophomonas sp. GZD-301	species	0	1	3	1	4
3436750	Neisseria sp. P0014.S004	species	0	1	0	3	2
2775268	Plantibacter sp. CFBP 8798	species	0	1	0	2	2
3383156	Bifidobacterium sp. YIT 13610	species	0	1	3	4	1
1946432	Empedobacter sp. UBA2044	species	0	2	2	1	4
3155385	Actinomadura sp. NPDC048021	species	0	1	2	0	1
1828663	Tychonema sp. LEGE 06208	species	0	1	0	0	0
45362	Mesomycoplasma bovoculi	species	0	1	0	0	2
1476025	Heyndrickxia vini	species	0	1	0	2	2
2785629	Leclercia barmai	species	0	1	0	0	0
2802976	Paractinoplanes lichenicola	species	0	1	1	0	4
1884370	Candidatus Pantoea symbiotica	species	0	1	0	0	0
2598861	Shouchella miscanthi	species	0	1	1	1	0
2928690	Pseudomonas sp. MWU12-2037	species	0	1	0	0	0
3397166	Enterobacter cloacae complex sp.6730764	species	0	1	0	0	2
1639689	Pontivivens insulae	species	0	0	1	0	4
67344	Streptomyces prasinopilosus	species	0	0	1	0	0
3155353	Streptomyces sp. NPDC006540	species	0	0	4	0	0
3160967	Bacillus haimaensis	species	0	0	2	0	4
3364489	Psychrobacillus sp. NPDC093180	species	0	0	8	0	1
2774788	Enterococcus sp. AZ136	species	0	0	2	0	0
1945512	Cellvibrio sp. PSBB023	species	0	0	3	6	14
2116368	Vibrio sp. V01_P9A10T6	species	0	0	1	9	1
1676616	Streptococcus sp. X13SY08	species	0	0	14	1	0
2832378	Pseudomonas sp. BF-RE-29	species	0	0	1	0	0
1890373	Pantoea sp. Ae16	species	0	0	5	0	3
3159712	Salmonella sp. s58998	species	0	0	2	0	0
2583528	Leuconostoc sp. UCMA20149	species	0	0	1	0	1
2681452	Raoultella sp. 18073	species	0	0	3	1	4
1739408	Streptococcus sp. HMSC072G04	species	0	0	2	2	0
77643	Mycobacterium tuberculosis complex	species group	0	0	3	1	3
1071390	Acinetobacter sp. NBRC 100985	species	0	0	2	0	1
3438922	Collinsella sp. HCP28S3_E5	species	0	0	5	6	0
2292207	Collinsella sp. AF02-46-1	species	0	0	2	0	0
2913262	Methanothermobacter sp. K4	species	0	0	4	0	0
2849167	Bifidobacterium sp. MSK.17.10	species	0	0	2	2	2
3229229	Phytobacter sp. RSE-02	species	0	0	2	2	2
1660114	Microbacterium sp. SCN 70-27	species	0	0	10	1	9
1655439	Micromonospora craterilacus	species	0	0	2	0	2
2956876	Mesorhizobium sp. M0092	species	0	0	3	0	0
2725308	Streptococcus sp. WB01_FAA12	species	0	0	1	0	0
2759755	Limosilactobacillus rudii	species	0	0	1	1	1
3157334	Streptococcus sp. KHUD_011	species	0	0	2	0	0
867080	Paenibacillus sp. IHB B 3415	species	0	0	2	10	9
2479363	Rhodococcus daqingensis	species	0	0	2	0	2
52258	Streptomyces flavovirens	species	0	0	4	9	8
2779583	Enterobacter cloacae complex sp. P11RS	species	0	0	1	0	0
2419842	Virgibacillus sp. Bac332	species	0	0	2	0	1
3445341	Bacillus cereus group sp. BC22	species	0	0	115	5	1
2742642	Citrobacter sp. RHBSTW-00271	species	0	0	1	0	0
2493120	Bifidobacterium aemilianum	species	0	0	4	0	7
3449428	Pseudomonas sp. N8	species	0	0	1	0	0
1662446	Streptomyces sp. HNS054	species	0	0	1	0	0
2779359	Zunongwangia sp. SCSIO 43204	species	0	0	1	0	13
3453880	Agrobacterium sp. 22117	species	0	0	1	2	1
269069	Methylorubrum aminovorans	species	0	0	3	8	9
2479367	Buttiauxella sp. 3AFRM03	species	0	0	39	1	0
2601142	Acinetobacter sp. YH12206	species	0	0	6	0	0
2709403	Schaalia sp. ZJ405	species	0	0	5	1	6
2782630	Bradyrhizobium sp. 156	species	0	0	1	1	6
2635918	unclassified Humibacter	no rank	0	0	1	0	2
1803865	Thiomicrospira sp. S5	species	0	0	13	157	5
2911205	Citrobacter sp. MNAZ 1397	species	0	0	1	1	0
904291	Microbacterium sediminis	species	0	0	8	0	8
2950548	Aeromonas sp. SG16	species	0	0	1	3	4
3003664	Streptococcus sp. 27098_8_69	species	0	0	12	18	4
2201249	Lactobacillus corticis	species	0	0	1	2	8
3028383	Sulfitobacter sp. PR48	species	0	0	2	0	0
579519	Pseudoalteromonas sp. S201	species	0	0	13	1	0
3378285	Collinsella sp. BM28	species	0	0	1	2	1
3155537	Streptomyces sp. NPDC056159	species	0	0	1	0	0
3088695	Pseudomonas sp. EA_65y_Pfl2_P78	species	0	0	3	1	0
2797258	Lactobacillus nasalidis	species	0	0	3	3	19
3136219	Collinsella sp. CLA-ER-H11	species	0	0	6	4	0
1827502	Lentibacillus populi	species	0	0	4	0	4
3453950	Mycolicibacterium sp. 22603	species	0	0	3	0	4
282685	Nocardia jiangxiensis	species	0	0	1	3	6
3445331	Bacillus cereus group sp. BC244	species	0	0	4	2	2
2689569	Colwellia sp. 20A7	species	0	0	1	0	0
3417190	Aliiroseovarius sp. PTFE2010	species	0	0	1	0	5
3159615	Salmonella sp. ZJJH19_0144	species	0	0	18	51	8
1885	Streptomyces actuosus	species	0	0	1	0	0
3141531	Erysipelothrix sp. P66	species	0	0	1	0	0
2679915	Arhodomonas sp. KWT	species	0	0	1	0	20
3438752	Collinsella sp. LCP19S3_A6	species	0	0	2	1	1
1864608	Methanohalophilus sp. DAL1	species	0	0	2	0	0
2972460	Barnesiella sp. ET7	species	0	0	2	2	2
2939450	Brenneria izbisi	species	0	0	1	0	0
569127	Deinococcus caeni	species	0	0	1	0	0
1317121	Pseudaestuariivita atlantica	species	0	0	1	3	5
2996112	Enterobacter pseudoroggenkampii	species	0	0	14	6	33
2742632	Citrobacter sp. RHBSTW-00053	species	0	0	2	2	0
37692	Candidatus Phytoplasma mali	species	0	0	2	0	0
3077584	Streptococcus sp. DTU_2020_1001019_1_SI_AUS_MUR_006	species	0	0	2	0	2
1714681	Secundilactobacillus silagincola	species	0	0	16	1	3
263860	uncultured Anoxybacillus sp.	species	0	0	2	1	19
1965622	Megasphaera sp. An286	species	0	0	3	2	5
1236968	Iodidimonas nitroreducens	species	0	0	1	1	9
3049084	Pseudomonas sp. M2(2023)	species	0	0	1	0	0
56192	Photobacterium iliopiscarium	species	0	0	5	5	17
2726075	Rhizobium sp. CG4	species	0	0	2	0	0
3025129	Methylobacterium sp. 092160098-2	species	0	0	18	7	6
3155608	Streptosporangium sp. NPDC023963	species	0	0	1	0	1
2584630	Collinsella sp. BIOML-A3	species	0	0	4	0	0
1500293	Chryseobacterium sp. YR221	species	0	0	1	0	5
2560021	Microbacterium sp. dk485	species	0	0	2	1	2
1432788	Streptococcus cuniculi	species	0	0	17	134	4
3072140	Streptomyces sp. LHD-70	species	0	0	2	0	1
2282700	Shewanella litoralis	species	0	0	1	0	2
2867010	Aliiroseovarius sp. M344	species	0	0	2	0	5
1985169	Hydrogenophaga sp. IBVHS1	species	0	0	1	1	1
2796132	Pseudoalteromonas sp. BDTF-M6	species	0	0	1	0	1
1342302	Sulfitobacter noctilucae	species	0	0	1	0	4
314238	Phyllobacterium ifriqiyense	species	0	0	3	0	3
1140114	Klebsiella sp. D5A	species	0	0	5	0	0
85404	Mannheimia varigena	species	0	0	2	12	5
1743165	Polynucleobacter arcticus	species	0	0	4	1	2
2998972	Methanothermobacter sp. DP	species	0	0	12	0	2
2792068	Pseudoalteromonas sp. SWYJZ19	species	0	0	3	3	0
2752475	Pseudoalteromonas sp. JSTW	species	0	0	1	0	0
1333	Streptococcus criceti	species	0	0	10	4	1
3363980	Embleya sp. NPDC020886	species	0	0	1	0	0
1325088	Bradyrhizobium sp. CCBAU 51627	species	0	0	1	0	7
3391450	Streptococcus sp. zg-JUN1979	species	0	0	31	2	4
1339228	Aeromonas sp. ZOR0002	species	0	0	3	3	2
1479233	Weissella uvarum	species	0	0	10	3	4
1911685	Methanobacterium sp. MZ-A1	species	0	0	49	4	2
3415136	Dinoroseobacter sp. S375	species	0	0	1	0	2
1715075	Neisseria sp. HMSC078C12	species	0	0	1	0	2
158789	uncultured Deinococcus sp.	species	0	0	6	2	14
1908258	Rodentibacter heidelbergensis	species	0	0	4	8	1
2815785	Scrofimicrobium	genus	0	0	9	8	32
1628191	Brevundimonas sp. KM4	species	0	0	2	4	10
1811193	Streptococcus pantholopis	species	0	0	3	28	2
3081201	Congregibacter brevis	species	0	0	2	1	3
183763	Streptomonospora alba	species	0	0	1	0	0
2853535	Mycolicibacterium sp. PAM1	species	0	0	3	1	4
2249761	Halorubrum sp. 48-1-W	species	0	0	1	0	1
2903532	Streptomyces sp. IBSBF 2394	species	0	0	3	0	0
2884903	Faecalibacillus sp. MSK20_93	species	0	0	5	7	5
2917992	Sphingomonas lacusdianchii	species	0	0	1	2	4
2081032	Phytohalomonas tamaricis	species	0	0	9	1	4
2600147	Streptococcus sp. sy018	species	0	0	3	1	0
56142	Metamycoplasma faucium	species	0	0	1	0	0
3156199	Shigella sp. FJ201301	species	0	0	3	0	0
158484	Cedecea davisae	species	0	0	19	1	4
115979	Niallia nealsonii	species	0	0	3	0	5
1871014	Arcanobacterium urinimassiliense	species	0	0	2	2	0
3138255	Rhizobium sp. CB3060	species	0	0	1	0	4
2921630	Paenibacillus sp. FSL P4-0113	species	0	0	1	0	0
1856861	Mycobacterium sp. 1164966.3	species	0	0	1	0	3
2034280	Bacillus sp. AFS051223	species	0	0	6	0	1
2268022	Limosilactobacillus walteri	species	0	0	2	0	0
3420380	Pantoea sp. FN060301	species	0	0	4	2	1
3156654	Streptomyces sp. NPDC004735	species	0	0	1	0	0
2026338	Alkalilacustris brevis	species	0	0	2	0	4
2719794	Sodalis sp. dw_96	species	0	0	15	3	5
1946137	Brevundimonas sp. UBA7507	species	0	0	1	3	3
3081299	Sphingomonas sp. MMO-176	species	0	0	3	0	0
3023368	Mycolicibacterium sp. TUM20984	species	0	0	1	0	7
2749084	Enterobacter sp. SECR19-1250	species	0	0	1	2	1
2956905	Mesorhizobium sp. M0179	species	0	0	1	0	3
2736600	Nocardioides sp. zg-DK7169	species	0	0	7	0	11
1712675	Turicibacter sp. H121	species	0	0	6	3	9
1671795	Rhizobium ecuadorense	species	0	0	1	2	0
484184	Paenibacillus taichungensis	species	0	0	7	1	16
2787135	Collinsella sp. D33t1_170424_A12	species	0	0	4	7	3
2940619	Sphingobacterium sp. BIGb0116	species	0	0	1	0	1
1630173	Bifidobacterium catulorum	species	0	0	1	0	2
3046335	Pauljensenia sp. UMB6358	species	0	0	2	0	3
2921510	Heyndrickxia sp. FSL K6-6286	species	0	0	2	4	2
487514	Mycobacterium kyorinense	species	0	0	2	4	12
2921471	Solibacillus sp. FSL K6-1523	species	0	0	1	0	2
2292316	Collinsella sp. AM34-10	species	0	0	1	2	2
3390849	Streptomyces sp. HMX87	species	0	0	1	0	0
2989824	Aeromonas sp. QDB66	species	0	0	3	3	4
2506452	Corynebacterium suranareeae	species	0	0	4	1	6
3134792	Stenotrophomonas sp. G106K1	species	0	0	1	0	0
2949979	Clostridium sp. VAP41	species	0	0	1	1	4
3154302	Streptomyces sp. NPDC006458	species	0	0	1	0	1
1329812	Enterobacter sp. MGH 3	species	0	0	1	0	0
2419509	Microbacterium sp. HSID17254	species	0	0	1	0	2
3236655	Geopseudomonas	genus	0	0	8	9	0
2898718	Mammaliicoccus sp. P-M59	species	0	0	3	0	3
624147	Paenibacillus tianmuensis	species	0	0	5	2	3
3252684	Natronoarchaeum sp. GCM10025321	species	0	0	1	0	0
1715034	Rothia sp. HMSC071F11	species	0	0	2	0	1
1834143	Mycobacterium sp. E3198	species	0	0	2	0	1
132604	Planktothrix pseudagardhii	species	0	0	1	0	3
286141	environmental samples	no rank	0	0	1	0	0
3396165	Sphingomonas sp. DT-51	species	0	0	1	0	3
3457326	Sanguibacter sp. A246	species	0	0	1	1	0
3440253	Bittarella sp. HCP28S3_D9	species	0	0	3	4	7
3240913	Xanthomonas sp. NCPPB 3005	species	0	0	4	2	4
1498500	Halorubrum sp. BV1	species	0	0	1	0	0
399726	Thermoanaerobacter sp. X514	species	0	0	1	0	1
3153427	Klebsiella sp. CN_Kp109	species	0	0	1	1	0
658630	Pseudomonas sp. CMR5c	species	0	0	1	0	0
145261	Methanothermobacter wolfeii	species	0	0	23	0	0
3364802	Streptomyces sp. NPDC007988	species	0	0	1	0	0
2292321	Collinsella sp. AM42-18AC	species	0	0	8	7	2
2794573	unclassified Symbiopectobacterium	no rank	0	0	31	0	0
3137730	Pseudomonas sp. OB66	species	0	0	1	0	0
3079154	Klebsiella sp. 96093	species	0	0	2	0	0
417616	uncultured Actinobacillus sp.	species	0	0	3	100	1
84379	Brachyspira alvinipulli	species	0	0	1	3	5
35769	Metamycoplasma gateae	species	0	0	3	0	1
3445266	Bacillus cereus group sp. BC87	species	0	0	4	0	3
3420552	Collinsella sp. SGI.033	species	0	0	1	2	0
1581149	Grimontia sp. AD028	species	0	0	1	0	1
866786	Shouchella rhizosphaerae	species	0	0	8	9	2
2871986	Gordonibacter sp. RACS_AR49	species	0	0	7	1	3
3024873	Fictibacillus sp. B-59209	species	0	0	3	0	1
2293001	Clostridium sp. AF17-21AC	species	0	0	4	2	0
3116777	Gordonia sesuvii	species	0	0	1	0	0
2908892	Pseudoalteromonas sp. OFAV1	species	0	0	5	1	2
643673	Paenochrobactrum gallinarii	species	0	0	1	1	3
3243452	Bartonella sp. AC329YNZD	species	0	0	12	0	0
3139327	Spiroplasma endosymbiont of Polydrusus pterygomalis	species	0	0	3	1	0
92758	Mycoplasmoides fastidiosum	species	0	0	1	0	1
36808	Corynebacterium bovis	species	0	0	8	2	9
271096	Shewanella canadensis	species	0	0	1	0	0
2834113	Alistipes montrealensis	species	0	0	1	1	2
3453911	Enterobacter sp. 22325	species	0	0	1	0	0
1834077	Mycobacterium sp. 1274761.0	species	0	0	2	0	150
3420555	Collinsella sp. SGI.180	species	0	0	5	2	0
3373125	Streptococcus sp. A18	species	0	0	3	8	4
2692778	Calothrix sp. FACHB-1219	species	0	0	1	0	0
2874599	Corallococcus sp. AS-1-6	species	0	0	2	0	2
641841	Pseudidiomarina aquimaris	species	0	0	2	0	0
2963960	Citrobacter sp. Igbk 14	species	0	0	2	2	1
3422216	Dyella sp. KULCS107	species	0	0	1	0	5
651609	Actinomyces sp. oral taxon 180	species	0	0	1	0	2
762292	uncultured Rummeliibacillus sp.	species	0	0	8	0	1
252	Halomonas halmophila	species	0	0	1	0	5
68891	Streptococcus peroris	species	0	0	2	2	0
2650774	Bifidobacterium leontopitheci	species	0	0	5	1	2
2813570	Pseudomonas sp. 95_A	species	0	0	8	16	1
516704	Pontibacillus halophilus	species	0	0	4	2	7
1739397	Streptococcus sp. HMSC072C09	species	0	0	1	1	0
546157	Periweissella fabaria	species	0	0	12	1	6
128509	Tsukamurella columbiensis	species	0	0	2	0	0
369399	Paenibacillus zanthoxyli	species	0	0	4	3	6
2755561	Bacillus sp. CN2	species	0	0	16	0	1
131318	Corynebacterium felinum	species	0	0	3	0	0
2952789	Symbiopectobacterium sp.	species	0	0	2	0	0
38308	Gluconobacter frateurii	species	0	0	1	0	2
759620	Weissella ceti	species	0	0	2	3	4
1970790	[Lactobacillus] timonensis	species	0	0	6	3	2
3364404	Phyllobacterium sp. NPDC097923	species	0	0	1	0	0
3004356	Micrococcus sp. H39-S4	species	0	0	6	0	0
2048010	Janthinobacterium sp. BJB426	species	0	0	8	0	2
2867439	Listeria ilorinensis	species	0	0	4	3	7
2800692	Alteriqipengyuania sp.	species	0	0	2	2	1
3390025	Xanthomonas cerealis	species	0	0	2	3	3
2705035	Gilliamella sp. ESL0254	species	0	0	7	1	5
2487723	Companilactobacillus suantsaicola	species	0	0	1	0	1
2774664	Enterococcus sp. DIV1059_2	species	0	0	2	1	2
69222	Erwinia mallotivora	species	0	0	1	3	0
3154764	Microbacterium sp. NPDC077184	species	0	0	1	0	3
3109363	Companilactobacillus sp. HBUAS59544	species	0	0	1	0	0
2917726	Yimella sp. NH-Cas1	species	0	0	4	0	0
2419841	Virgibacillus sp. Bac330	species	0	0	1	0	1
1487865	Halovivax cerinus	species	0	0	1	0	1
1686390	Enterobacter sp. MGH86	species	0	0	1	0	0
126385	Providencia alcalifaciens	species	0	0	11	4	21
3239222	Mesorhizobium sp. RCC_202	species	0	0	1	1	3
1071947	Pasteurella oralis	species	0	0	2	26	0
2921380	Paenibacillus sp. FSL H8-0260	species	0	0	1	0	0
3081258	Leclercia sp. M50	species	0	0	3	2	1
2024618	Acinetobacter sp. BS1	species	0	0	4	0	0
3444322	Enterococcus sp. G203Y	species	0	0	5	0	0
550447	Edaphobacillus lindanitolerans	species	0	0	3	1	5
2585196	Streptomyces smaragdinus	species	0	0	1	0	8
990070	Lebetimonas sp. JS032	species	0	0	1	0	0
2293124	Parabacteroides sp. OF04-13BH	species	0	0	1	0	0
1609968	Methanobrevibacter sp. YE315	species	0	0	5	0	5
664643	Vibrio plantisponsor	species	0	0	1	1	0
3374372	Pseudoalteromonas sp. XMcav1-K	species	0	0	2	0	0
2759855	Limosilactobacillus fastidiosus	species	0	0	1	1	4
1966342	Paenalcaligenes sp.	species	0	0	19	6	4
2742673	Enterobacter sp. RHBSTW-00975	species	0	0	1	0	0
3156444	Mucilaginibacter sp. OAE612	species	0	0	1	0	1
2832372	Pseudomonas sp. GL-RE-20	species	0	0	1	2	2
3395880	Enterobacter cloacae complex sp. 275J9	species	0	0	12	5	4
3420558	Desulfovibrio sp. SGI.082	species	0	0	1	0	0
1050714	Synechococcus sp. SYN20	species	0	0	1	1	7
2886347	Allocoleopsis	genus	0	0	1	0	4
1892596	Neptunicoccus sediminis	species	0	0	2	0	3
1069987	Sphingomonas kyungheensis	species	0	0	3	1	2
68259	Streptomyces purpurogeneiscleroticus	species	0	0	1	0	1
2982695	Limosilactobacillus kribbianus	species	0	0	5	1	3
1981505	Janthinobacterium sp. GW456W	species	0	0	3	0	0
2975957	Amycolatopsis sp. NBC_00355	species	0	0	1	0	0
2615212	Pseudomonas sp. EMN2	species	0	0	3	0	1
3438756	Collinsella sp. LCP19S3_B7	species	0	0	2	5	0
1201295	Shewanella sp. POL2	species	0	0	1	0	0
3003679	Prevotella sp. 20925_1_30	species	0	0	3	1	1
3317342	Paenibacillus sp. GCM10012306	species	0	0	9	12	6
1524965	Ursidibacter arcticus	species	0	0	3	68	34
1203069	Lactobacillus gigeriorum	species	0	0	2	4	9
1736429	Rhizobium sp. Root1212	species	0	0	2	0	2
2950872	Halomonas sp. RT37	species	0	0	9	3	9
2735317	Paenarthrobacter sp. YJN-D	species	0	0	2	0	1
1570344	Demequina sp. NBRC 110055	species	0	0	1	2	3
2293033	Clostridium sp. AM46-21	species	0	0	4	3	1
2582833	Xenorhabdus santafensis	species	0	0	2	0	2
754515	Mycoplasma miroungigenitalium	species	0	0	1	0	2
3025680	Guptibacillus sedimenti	species	0	0	1	0	0
2787114	Ruminococcus sp. D54t1_190329_F1	species	0	0	2	0	1
1736244	Methylobacterium sp. Leaf88	species	0	0	2	0	1
372463	Oceanobacillus profundus	species	0	0	5	0	4
398694	Mycobacterium shinjukuense	species	0	0	1	2	10
575200	Corynebacterium maris	species	0	0	5	0	3
3381295	Citrobacter sp. FR21M1BA2611	species	0	0	4	4	2
1766800	Agromyces humi	species	0	0	4	2	6
3003686	Granulicatella sp. 20925_1_28	species	0	0	19	0	0
2990480	Aeromonas sp. QDB08	species	0	0	5	0	1
3158219	Actinomadura sp. NPDC023710	species	0	0	1	0	0
3400422	Candidatus Pristimantibacillus sp. PTI5	species	0	0	1	1	0
1779329	Alloyangia mangrovi	species	0	0	6	0	8
1777880	Streptococcus sp. DD12	species	0	0	3	0	4
1612	Companilactobacillus farciminis	species	0	0	2	0	4
2491017	Litorilituus lipolyticus	species	0	0	2	7	2
2774054	Kluyvera genomosp. 2	species	0	0	2	9	2
3365037	Streptomyces sp. NPDC018045	species	0	0	1	0	4
2516960	Bacteroides muris (ex Afrizal et al. 2022)	species	0	0	3	2	1
3063536	Shewanella sp. SP1S1-7	species	0	0	1	0	0
3453870	Ralstonia sp. 22086	species	0	0	1	1	0
3046315	Winkia sp. UMB0889B	species	0	0	3	0	3
2582648	Streptococcus sp. 2579	species	0	0	21	16	7
3069269	Lactiplantibacillus brownii	species	0	0	12	1	4
3070995	Sedimentibacter sp. MB35-C1	species	0	0	3	7	4
3391006	Klebsiella sp. 1SHAk5cef	species	0	0	10	1	0
2605744	Pseudomonas sp. CAH-1	species	0	0	2	2	1
2717481	Pseudomonas sp. WS 5354	species	0	0	3	2	0
3454502	Pseudomonas sp. SAR267	species	0	0	3	5	2
3373126	Streptococcus sp. A22	species	0	0	2	13	0
3436835	Neisseria sp. P0022.S010	species	0	0	4	17	1
2968457	Brevibacterium moorei	species	0	0	1	1	6
2985157	Citrobacter sp. Ct235	species	0	0	2	2	1
2903522	Marinobacter sp. G11	species	0	0	3	0	0
3076557	Thioclava litoralis	species	0	0	2	1	2
3384451	Peribacillus sp. S4	species	0	0	1	2	0
1435069	Vibrio tritonius	species	0	0	2	1	1
425306	Mesorhizobium tamadayense	species	0	0	1	0	3
2675726	Klebsiella sp. WP8-S18-ESBL-06	species	0	0	2	0	0
1078829	Telmatobacter	genus	0	0	5	0	1
910412	Melghirimyces algeriensis	species	0	0	2	3	4
3155042	Amycolatopsis sp. NPDC051061	species	0	0	4	0	4
687413	Amycolatopsis sp. A1MSW2902	species	0	0	1	0	3
3115848	Xanthomonas sp. 10-10	species	0	0	1	0	1
2795127	Serratia sp. ASV30	species	0	0	1	0	0
2804558	Sphingomonas sp. PWP1-2	species	0	0	4	2	7
141450	Oleiphilus	genus	0	0	2	1	2
2983236	Bifidobacterium sp. ESL0800	species	0	0	6	0	2
3143193	Phocaeicola sp. RTP21359st1_C8_RTP21359_211015	species	0	0	3	2	2
3055860	Peribacillus sp. ACCC06369	species	0	0	3	3	2
866790	Methanothermobacter sp. CaT2	species	0	0	1	0	0
1687	Bifidobacterium coryneforme	species	0	0	1	0	3
2911525	Avibacterium sp. 20-129	species	0	0	2	1	0
136857	Corynebacterium testudinoris	species	0	0	2	1	4
1562889	Pantoea sp. MBLJ3	species	0	0	1	0	0
3367217	Pseudomonas sp. yb_1	species	0	0	1	0	0
2761105	Ochrobactrum sp. Marseille-Q0166	species	0	0	6	0	3
1566280	Janthinobacterium sp. 344	species	0	0	6	0	0
3156296	Lysinibacillus sp. RC79	species	0	0	1	2	1
2017966	Methanothermobacter sp. EMTCatA1	species	0	0	6	0	0
2985151	Citrobacter sp. Cpo142	species	0	0	5	7	3
1082702	Lonsdalea	genus	0	0	2	3	8
3136674	Proteus sp. fly-1067	species	0	0	3	0	0
1176198	Streptomyces harbinensis	species	0	0	2	0	0
1289478	Pseudochrobactrum sp. B5	species	0	0	4	0	2
1938895	Staphylococcus sp. AtHG25	species	0	0	1	0	0
2508708	Lactobacillus mulieris	species	0	0	2	6	1
2878679	Natrinema amylolyticum	species	0	0	1	0	1
2292078	Veillonella sp. AF42-16	species	0	0	1	1	0
3345843	Brachybacterium sp. NPDC056505	species	0	0	2	0	5
746691	Oceanobacillus kimchii	species	0	0	1	5	10
1329411	Bifidobacterium aesculapii	species	0	0	6	4	1
1856684	Alishewanella sp. HH-ZS	species	0	0	2	0	0
68255	Streptomyces poonensis	species	0	0	3	0	6
559627	Actinomadura rupiterrae	species	0	0	1	0	9
2825845	Chryseobacterium sp. PCH239	species	0	0	1	1	5
209246	Nocardia inohanensis	species	0	0	2	0	0
2872036	Heliomarina baculiformis	species	0	0	2	0	8
2992802	Marinomonas sp. GJ51-6	species	0	0	1	1	1
419208	Veillonella denticariosi	species	0	0	8	4	6
1981745	Pseudomonas sp. B14(2017)	species	0	0	1	1	0
146805	Phocoenobacter	genus	0	0	3	2	7
1798237	Cellulophaga sp. RHA19	species	0	0	1	0	4
1226323	Oscillibacter sp. KLE 1745	species	0	0	2	0	0
2083009	Actinomyces sp. Marseille-P3109	species	0	0	3	1	1
1641401	Dermacoccus sp. PE3	species	0	0	6	0	0
1703250	Citrobacter sp. CRE-46	species	0	0	5	0	0
2792078	Pontixanthobacter sp.	species	0	0	2	0	1
1339231	Shewanella sp. ZOR0012	species	0	0	2	11	0
3445249	Bacillus cereus group sp. Bce015	species	0	0	1	5	1
3422304	Fructilactobacillus sp. Tb1	species	0	0	3	0	2
3346069	Streptomyces sp. NPDC057253	species	0	0	1	0	0
3038653	Rossellomorea sp. DA94	species	0	0	3	1	4
2292326	Collinsella sp. OM04-5	species	0	0	4	0	0
3026449	Pseudomonas sp. IT-P218	species	0	0	1	0	2
1932662	Komagataeibacter diospyri	species	0	0	1	1	1
1402860	[Bacillus] enclensis	species	0	0	1	0	3
2759528	Chryseobacterium capnotolerans	species	0	0	1	1	2
2292031	Collinsella sp. AM24-1	species	0	0	2	4	3
3081276	Microbacterium sp. MMO-159	species	0	0	1	0	0
3243581	Bartonella sp. TT29SHDZB	species	0	0	1	0	0
2608352	Klebsiella sp. Ap-874	species	0	0	1	0	0
2890314	Erysipelothrix enhydrae	species	0	0	1	0	0
3143199	Enterococcus sp. RTP21361st1_A6_RTP21361_211029	species	0	0	1	0	0
3383696	Serratia sp. CY85251	species	0	0	1	0	0
2293114	Parabacteroides sp. AF19-14	species	0	0	4	3	2
3154537	Streptosporangium sp. NPDC002524	species	0	0	3	0	2
1903597	Oceanibaculum sp.	species	0	0	1	0	0
2884834	Bacillus sp. CMF12	species	0	0	1	0	0
2766784	Microbacterium sp. Nx66	species	0	0	1	0	0
3381347	Cellulosimicrobium sp. RS	species	0	0	1	0	0
1936118	Paenibacillus aurantiacus	species	0	0	1	0	4
2810315	Pseudomonas sp. PAH14	species	0	0	12	5	0
2583219	Lentibacillus cibarius	species	0	0	2	0	3
699431	Halolamina pelagica	species	0	0	1	0	0
2487410	Streptomyces sp. WAC07061	species	0	0	1	1	0
2292994	Clostridium sp. AF12-41	species	0	0	6	6	2
33034	Anaerococcus prevotii	species	0	0	2	0	2
3418422	Pseudarthrobacter sp. Y6	species	0	0	5	0	1
2993566	Pseudomonas benzopyrenica	species	0	0	1	0	0
1971364	Halomonas sp. GT	species	0	0	4	0	0
1262954	Ruminococcus sp. CAG:330	species	0	0	11	4	660
1905697	Brucella sp. CMUL 015	species	0	0	8	0	3
2661628	Bifidobacterium platyrrhinorum	species	0	0	4	1	0
306545	Marinimicrobium koreense	species	0	0	2	1	2
