taxonomy_id	name	rank	LVA.31_ERR1713373_db6.diamond	MDA.65_ERR1713374_db6.diamond	MLT.63_ERR1713376_db6.diamond	MKD.62_ERR1713375_db6.diamond	KAZ.6_ERR1713368_db6.diamond	KEN.72_ERR1713369_db6.diamond	KHM.21_ERR1713370_db6.diamond	LUX.32_ERR1713372_db6.diamond	LKA.40_ERR1713371_db6.diamond	ITA.30_ERR1713367_db6.diamond
3413283	Nocardia sp. AB354	species	0	0	0	0	1	0	0	0	0	0
3025190	Nostoc sp. UHCC 0926	species	0	0	0	0	2	1	8	0	0	0
2502980	Bacillus sp. CBEL-1	species	0	0	0	0	1	0	0	0	0	0
2058305	Colwellia sp. Bg11-28	species	0	0	0	0	1	1	6	1	0	1
1045501	Streptomyces ziwulingensis	species	0	0	0	0	1	0	0	0	0	1
1880834	Shewanella sp. 10N.286.48.B5	species	0	0	0	0	1	0	2	0	0	1
439293	Lyngbya sp. CCAP 1446/10	species	0	0	0	0	1	0	3	0	0	2
1434022	Naasia	genus	0	0	0	0	1	1	1	2	0	2
2937991	Microbacterium sp. Marseille-Q6648	species	0	0	0	0	1	3	1	7	0	1
2009038	Pseudomonas sp. Irchel 3H3	species	0	0	0	0	1	0	1	0	49	1
1414719	Corynebacterium jeddahense	species	0	0	0	0	1	2	4	1	0	0
3346786	Nocardia sp. NPDC059240	species	0	0	0	0	1	0	0	1	0	5
2177	Methanohalophilus halophilus	species	0	0	0	0	1	0	18	0	0	0
1176198	Streptomyces harbinensis	species	0	0	0	0	1	0	0	2	0	1
3020844	Streptomyces sp. S.PB5	species	0	0	0	0	1	0	0	0	0	0
1120797	Mycobacterium sp. 141	species	0	0	0	0	2	9	5	2	1	2
28224	Mesoplasma seiffertii	species	0	0	0	0	1	1	1	0	1	1
2843610	Pseudomonas bananamidigenes	species	0	0	0	0	3	0	2	2	133	2
501487	Leuconostoc palmae	species	0	0	0	0	2	0	3	0	2	3
2983315	Actinoplanes sp. KI2	species	0	0	0	0	1	0	7	0	0	4
2975857	Streptomyces sp. NBC_00885	species	0	0	0	0	1	0	0	0	0	0
2824752	Streptomyces sp. GbtcB7	species	0	0	0	0	1	0	1	0	0	0
18	Pelobacter	genus	0	0	0	0	1	0	4	0	0	0
2221	Methanolobus tindarius	species	0	0	0	0	2	2	3	0	0	2
1232219	Halococcus agarilyticus	species	0	0	0	0	1	0	2	0	0	1
3075536	Streptomyces doudnae	species	0	0	0	0	1	0	1	0	0	0
3364583	Streptomyces sp. NPDC001536	species	0	0	0	0	1	0	0	0	0	0
2886940	Arthrobacter gengyunqii	species	0	0	0	0	1	2	1	0	0	0
2921713	Solibacillus sp. FSL W8-0372	species	0	0	0	0	1	0	0	0	0	0
3134965	Arthrobacter sp. G119Y2	species	0	0	0	0	1	0	0	4	0	2
1736252	Methylobacterium sp. Leaf100	species	0	0	0	0	2	0	1	0	0	0
3071720	Arthrobacter sp. PL16	species	0	0	0	0	1	0	0	0	0	0
2778641	Vibrio sp. OPT18	species	0	0	0	0	1	0	0	0	0	0
2953854	Pantoea sp. CTOTU46764	species	0	0	0	0	1	0	0	0	0	0
1571877	Hymenobacter sp. AT01-02	species	0	0	0	0	2	1	4	0	1	6
3136670	Pseudoalteromonas sp. BZB3	species	0	0	0	0	1	1	0	0	0	0
3098142	Pseudophaeobacter sp. C1-32P7	species	0	0	0	0	2	0	0	6	0	0
2039286	Parasaccharibacter sp. TMW2.1882	species	0	0	0	0	1	0	1	0	0	0
2626393	unclassified Bizionia	no rank	0	0	0	0	1	0	0	0	0	1
3077589	Pseudomonas sp. DTU_2021_1001937_2_SI_NGA_ILE_001	species	0	0	0	0	2	7	1	0	5	1
2749069	Gardnerella sp. DNF01205	species	0	0	0	0	1	0	0	0	0	0
1775132	Streptomyces mesophilus	species	0	0	0	0	1	0	5	0	0	1
2292324	Collinsella sp. OF02-10	species	0	0	0	0	1	1	8	0	2	0
3125784	Methanolobus sp. WCC4	species	0	0	0	0	2	3	33	0	0	1
1448860	Halobellus rufus	species	0	0	0	0	1	2	2	2	0	0
2816958	Pseudomonas sp. NFX15	species	0	0	0	0	2	0	2	1	30	4
1196323	Paenibacillus sp. OSY-SE	species	0	0	0	0	1	0	1	0	0	0
1617086	Catellatospora paridis	species	0	0	0	0	1	2	1	1	1	3
568987	Candidatus Williamhamiltonella	genus	0	0	0	0	1	5	1	4	4	0
2899116	Pseudomonas sp. LM20	species	0	0	0	0	1	0	0	0	7	0
1384636	Rhodococcus sp. HS-D2	species	0	0	0	0	1	0	1	1	0	0
2703886	Paraburkholderia sp. Ac-20336	species	0	0	0	0	1	1	1	4	0	4
1544746	Baia soyae	species	0	0	0	0	2	0	4	0	0	1
3073621	Acidovorax sp. WCS2018Cala2-16	species	0	0	0	0	1	0	0	0	0	0
475083	Roseovarius aestuarii	species	0	0	0	0	1	0	3	2	0	5
2770775	Clostridioides sp. ES-S-0006-03	species	0	0	0	0	1	0	0	0	0	0
3045817	Pseudomonas sp. 'CRE Jenny 4'	species	0	0	0	0	1	0	0	0	3	0
3374276	Enterobacter cloacae complex sp. 2024EL-00234	species	0	0	0	0	2	0	1	0	0	0
3040014	Rhizobium sp. BR 315	species	0	0	0	0	1	0	4	1	0	1
3157230	Kitasatospora sp. NPDC097643	species	0	0	0	0	1	0	4	0	0	3
1701085	Streptomyces palmae	species	0	0	0	0	1	0	2	1	0	2
2954682	Brevibacillus sp. FSL K6-6036	species	0	0	0	0	1	0	0	0	0	0
1538158	Rhizobium acidisoli	species	0	0	0	0	1	0	0	0	0	1
3075382	Nostoc sp. ChiVER01	species	0	0	0	0	1	0	2	0	0	1
3382301	Marinobacter sp. HN1S83	species	0	0	0	0	1	0	0	0	0	1
2635230	unclassified Gorillibacterium	no rank	0	0	0	0	1	1	1	0	0	1
3077584	Streptococcus sp. DTU_2020_1001019_1_SI_AUS_MUR_006	species	0	0	0	0	2	3	0	0	1	0
2114	Entomoplasma ellychniae	species	0	0	0	0	1	0	0	0	0	0
2771378	Kocuria sp. cx-116	species	0	0	0	0	1	2	0	0	0	1
133924	Leisingera methylohalidivorans	species	0	0	0	0	1	0	3	0	0	6
54396	endosymbiont of Riftia pachyptila	species	0	0	0	0	3	1	0	0	0	0
2815328	Enterococcus sp. DIV1298c	species	0	0	0	0	1	0	0	0	0	0
2874922	Rhizobium sp. 3T7	species	0	0	0	0	1	0	0	0	0	2
2972483	Lysinibacillus sp. OF-1	species	0	0	0	0	1	0	1	0	0	0
3093700	Streptococcus sp. TATVAM-FAB35	species	0	0	0	0	1	1	0	0	0	0
2908204	Yinghuangia soli	species	0	0	0	0	1	3	4	0	0	11
3070683	Neobacillus sp. OS1-33	species	0	0	0	0	1	1	3	0	0	1
873085	uncultured Aliivibrio sp.	species	0	0	0	0	1	0	0	0	0	0
3137369	Yoonia phaeophyticola	species	0	0	0	0	1	1	4	1	0	2
3133172	Alistipes intestinihominis	species	0	0	0	0	2	1	0	2	1	2
3397496	Serratia sp. T13T92	species	0	0	0	0	1	0	0	0	0	0
2883205	Pseudomonas sp. L5B5	species	0	0	0	0	1	0	0	2	8	0
3364216	Micromonospora sp. NPDC000316	species	0	0	0	0	1	1	0	0	1	2
3046712	Roseibium sp. MMSF_3412	species	0	0	0	0	1	0	1	1	0	1
3395861	Enterobacter cloacae complex sp. 280C5	species	0	0	0	0	1	0	0	0	1	0
2804918	Corynebacterium lipophilum	species	0	0	0	0	1	0	0	0	0	0
2777967	Coleofasciculus sp. LEGE 07081	species	0	0	0	0	1	0	1	0	0	3
2839969	Haemophilus sp. SZY H68	species	0	0	0	0	1	6	0	0	0	0
3345696	Streptomyces sp. NPDC056053	species	0	0	0	0	1	0	0	0	0	0
3364382	Paenarthrobacter sp. NPDC090520	species	0	0	0	0	1	2	0	0	0	0
1220023	Halolamina salina	species	0	0	0	0	2	2	4	0	0	0
418223	Methylobacterium phyllosphaerae	species	0	0	0	0	1	0	3	0	0	3
2964527	Synechococcus sp. H70.1	species	0	0	0	0	1	0	0	2	0	1
3345661	Pseudarthrobacter sp. NPDC055928	species	0	0	0	0	2	0	3	4	0	0
3155543	Streptomyces sp. NPDC096057	species	0	0	0	0	1	0	0	0	0	0
2794063	Terriglobus sp. ADX1	species	0	0	0	0	1	1	14	2	0	4
2812656	Mycolicibacterium sp. GESEQ-9	species	0	0	0	0	1	0	0	1	0	0
3154402	Streptomyces sp. NPDC001876	species	0	0	0	0	1	0	0	0	0	0
2778055	Aeromonas sp. FDAARGOS 1406	species	0	0	0	0	1	1	0	1	0	0
2996783	Corallococcus sp. BB11-1	species	0	0	0	0	2	2	4	3	0	10
1736516	Yonghaparkia sp. Root332	species	0	0	0	0	1	0	0	2	0	1
2518114	Halorubrum sp. ASP1	species	0	0	0	0	1	0	0	0	0	0
1118451	Ciceribacter naphthalenivorans	species	0	0	0	0	1	1	1	5	0	4
68246	Streptomyces olivoreticuli	species	0	0	0	0	1	1	2	0	2	3
2817737	Rhodococcus sp. BE178	species	0	0	0	0	1	0	1	1	0	0
3136162	Vibrio sp. YIC-376	species	0	0	0	0	2	1	4	0	0	0
3116594	Chryseobacterium sp. CP-77	species	0	0	0	0	1	0	0	0	0	2
3032287	Paenibacillus sp. BR1-192	species	0	0	0	0	1	0	5	0	0	1
2496788	Mesorhizobium sp. M2C.T.Ca.TU.002.02.1.1	species	0	0	0	0	1	0	1	3	0	1
1028989	Pseudomonas sp. StFLB209	species	0	0	0	0	1	0	1	0	3	2
1207075	Pseudomonas sp. UW4	species	0	0	0	0	1	0	0	0	44	0
2743089	Halorarum salinum	species	0	0	0	0	1	13	4	1	0	1
1537267	Halorubrum sp. SP9	species	0	0	0	0	1	0	0	0	0	0
2867013	Leisingera sp. M523	species	0	0	0	0	5	0	5	0	0	2
3391806	Providencia sp. VP23HZSY-1	species	0	0	0	0	1	0	0	0	0	0
399969	Tatumella punctata	species	0	0	0	0	3	0	0	0	0	1
3155537	Streptomyces sp. NPDC056159	species	0	0	0	0	1	0	0	0	0	0
3444184	Streptosporangium sp. H16	species	0	0	0	0	2	0	2	0	0	1
1399968	Paraburkholderia monticola	species	0	0	0	0	1	2	2	1	0	1
269420	Agromyces neolithicus	species	0	0	0	0	1	5	0	4	2	2
376171	Haloplanus natans	species	0	0	0	0	1	0	2	0	0	2
665944	Klebsiella sp. 4_1_44FAA	species	0	0	0	0	1	1	0	1	0	0
2783812	Clavibacter sp. VKM Ac-2872	species	0	0	0	0	1	0	0	0	0	0
3129770	Microbacterium sp. KHB019	species	0	0	0	0	1	0	2	1	0	0
3342331	Rossellomorea sp. LjRoot5	species	0	0	0	0	2	1	2	0	0	0
169765	Mycobacterium lacus	species	0	0	0	0	2	1	1	0	0	0
1822224	Sulfitobacter sp. HI0021	species	0	0	0	0	1	0	0	0	0	0
2921582	Priestia sp. FSL R5-0680	species	0	0	0	0	1	0	0	0	0	0
2598107	Methylobacterium sp. W2	species	0	0	0	0	1	2	4	1	0	5
1801628	Synechococcus sp. MIT S9504	species	0	0	0	0	1	0	0	0	0	0
3015162	Micromonospora sp. WMMA1949	species	0	0	0	0	1	0	0	0	0	0
2878915	Paenibacillus sp. YPG26	species	0	0	0	0	1	4	5	0	2	0
84594	Micromonospora gifhornensis	species	0	0	0	0	1	0	2	0	0	2
207809	Sulfolobus tengchongensis	species	0	0	0	0	1	1	0	1	0	0
3346960	Streptomyces sp. NPDC059816	species	0	0	0	0	1	0	0	0	0	0
2512125	Rhizobium sp. BK251	species	0	0	0	0	2	3	10	6	3	8
2045440	Bifidobacterium felsineum	species	0	0	0	0	1	0	5	0	0	0
2805430	Paraburkholderia sp. J10-1	species	0	0	0	0	2	1	0	3	0	2
216427	Mesoplasma chauliocola	species	0	0	0	0	1	1	0	1	1	2
1736265	Methylobacterium sp. Leaf125	species	0	0	0	0	2	0	1	0	0	0
368495	Synechococcus sp. UW106	species	0	0	0	0	1	0	0	3	0	0
3421434	Agarivorans sp. Z349TD_8	species	0	0	0	0	2	0	1	0	0	2
2819113	Arthrobacter sp. ISL-69	species	0	0	0	0	1	2	3	0	0	1
3142378	Cellulomonas sp. 179-A 4D5 NHS	species	0	0	0	0	1	1	2	2	0	3
1719132	Mycobacterium vicinigordonae	species	0	0	0	0	1	3	10	3	0	1
392828	Actinomadura chibensis	species	0	0	0	0	2	1	2	0	0	0
3378039	Mesorhizobium sp. IMUNJ 23033	species	0	0	0	0	1	0	0	2	0	3
1425377	Haloechinothrix	genus	0	0	0	0	1	1	9	2	0	7
3032579	Haloarcula litorea	species	0	0	0	0	2	0	5	0	1	2
3418717	Janibacter sp. G56	species	0	0	0	0	1	1	1	6	1	1
2922868	Streptomyces marispadix	species	0	0	0	0	1	0	1	0	0	4
3045839	Mycoplasma phocimorsus	species	0	0	0	0	2	3	0	1	1	1
2917753	Pseudoalteromonas sp. MM17-2	species	0	0	0	0	1	0	1	0	0	2
2949963	Clostridium sp. CMCC3677	species	0	0	0	0	1	7	2	0	0	2
2775295	Pseudomonas sp. CFBP 13727	species	0	0	0	0	1	0	0	3	2	0
2717498	Pseudomonas sp. WS 5406	species	0	0	0	0	1	1	1	1	1	0
1295371	Vulcanisaeta sp. JCM 16159	species	0	0	0	0	1	0	0	0	0	0
146786	Thermosynechococcus vestitus	species	0	0	0	0	1	1	2	1	0	0
2774822	Enterococcus sp. AZ178	species	0	0	0	0	1	0	0	0	0	0
1166073	Aureimonas jatrophae	species	0	0	0	0	1	0	7	2	0	3
2565928	Vibrio sp. H11	species	0	0	0	0	1	0	1	0	0	0
1837380	Deinococcus knuensis	species	0	0	0	0	1	1	1	0	0	0
2135759	Pseudomonas sp. GV105	species	0	0	0	0	1	0	0	0	103	0
3077585	Bacillus sp. DTU_2020_1000418_1_SI_GHA_SEK_038	species	0	0	0	0	1	3	7	0	0	1
2969413	Microbacterium sp. zg.Y909	species	0	0	0	0	1	0	4	1	0	2
3156376	Bradyrhizobium sp. LA2.1	species	0	0	0	0	1	0	2	5	1	9
284042	Streptomyces violaceorubidus	species	0	0	0	0	1	0	0	0	1	0
3154512	Streptomyces nondiastaticus	species	0	0	0	0	1	0	0	0	0	1
3154602	Streptomyces sp. NPDC046203	species	0	0	0	0	1	0	2	0	1	0
169184	Wolbachia endosymbiont of Tetranychus urticae	species	0	0	0	0	2	0	0	0	0	1
446041	Thermus sp. 4C	species	0	0	0	0	3	0	0	0	0	0
43664	Paenarthrobacter histidinolovorans	species	0	0	0	0	2	0	0	1	0	0
2938788	Fictibacillus sp. WQ 8-8	species	0	0	0	0	2	0	0	0	0	3
2267683	Tropicibacter alexandrii	species	0	0	0	0	1	0	4	2	0	2
2641838	unclassified Chromobacterium	no rank	0	0	0	0	1	1	0	0	0	0
3156723	Streptomyces sp. NPDC005970	species	0	0	0	0	1	0	0	0	0	0
3391399	Mycobacterium sp. PDNC021	species	0	0	0	0	2	3	2	2	4	10
2832400	Pseudomonas sp. BF-B-26	species	0	0	0	0	1	0	0	0	56	0
2579939	Pseudomonas sp. MS19	species	0	0	0	0	2	0	0	4	27	2
3365887	Streptomyces sp. NPDC088748	species	0	0	0	0	1	0	0	1	0	0
1268041	Frondihabitans sucicola	species	0	0	0	0	1	1	2	4	1	4
3153560	Nonomuraea sp. B10E15	species	0	0	0	0	1	0	0	0	0	2
1704277	Deinococcus sp. UR1	species	0	0	0	0	1	1	0	0	0	1
2075552	Pseudomonas sp. FW507-12TSA	species	0	0	0	0	1	0	0	0	2	0
2175664	Curtobacterium sp. MCPF17_050	species	0	0	0	0	2	0	0	6	0	0
1227352	Paenibacillus sp. FSL R7-277	species	0	0	0	0	2	1	0	0	0	0
2897690	Peribacillus castrilensis	species	0	0	0	0	3	1	4	0	0	0
2530387	Saccharopolyspora elongata	species	0	0	0	0	2	0	1	0	0	1
3346320	Microbacterium sp. NPDC058062	species	0	0	0	0	1	0	1	9	0	5
2316646	Streptococcus sp. X16XC17	species	0	0	0	0	2	1	0	0	1	0
3364321	Nocardia sp. NPDC050630	species	0	0	0	0	2	3	1	3	0	0
3112257	Bartonella sp. CB169	species	0	0	0	0	1	0	0	0	0	0
3424769	Micromonospora sp. KLBMP9576	species	0	0	0	0	1	0	1	0	0	3
2632949	unclassified Pseudoxanthobacter	no rank	0	0	0	0	1	0	0	0	0	0
2563926	Mesorhizobium sp. M1C.F.Ca.ET.193.01.1.1	species	0	0	0	0	1	1	0	0	0	1
3424776	Pseudomonas sp. ES3	species	0	0	0	0	2	1	0	2	2	0
3365856	Streptomyces sp. NPDC088354	species	0	0	0	0	2	0	0	0	0	0
3373674	Acetobacter sp. KSO5	species	0	0	0	0	1	0	0	0	0	1
3156378	Bradyrhizobium sp. LA6.1	species	0	0	0	0	1	0	1	0	0	1
3038553	Caballeronia sp. LZ001	species	0	0	0	0	4	7	0	2	0	2
3364612	Streptomyces sp. NPDC001816	species	0	0	0	0	1	0	0	0	0	0
3346344	Streptomyces sp. NPDC058108	species	0	0	0	0	3	0	0	0	0	0
165694	Bartonella schoenbuchensis	species	0	0	0	0	1	0	0	0	0	1
2975292	Paenibacillus sp. FSL K6-1330	species	0	0	0	0	1	1	1	0	0	0
2956935	Mesorhizobium sp. M0317	species	0	0	0	0	1	0	2	1	0	3
936476	Marinomonas posidonica	species	0	0	0	0	1	1	0	0	1	1
1715171	Corynebacterium sp. HMSC036D03	species	0	0	0	0	1	0	0	0	0	0
3242479	Pseudomonas sp. Env-44	species	0	0	0	0	1	0	0	0	2	0
2233856	Pseudomonas sp. B1(2018)	species	0	0	0	0	1	0	0	0	11	0
1268254	Peptoniphilus timonensis	species	0	0	0	0	1	1	2	1	0	0
2917735	Epibacterium sp. Ofav1-8	species	0	0	0	0	1	1	0	0	1	2
2591010	Vibrio sp. 1-2 (7-a)	species	0	0	0	0	2	0	0	0	1	0
2975321	Paenibacillus sp. FSL R5-0527	species	0	0	0	0	3	1	5	0	0	0
2575443	Nostoc sp. PA-18-2419	species	0	0	0	0	2	3	7	2	0	1
3151598	Achromobacter sp. HNDS-1	species	0	0	0	0	1	1	0	3	0	0
1873524	Halodesulfurarchaeum formicicum	species	0	0	0	0	1	0	4	0	0	3
2918207	Pantoea sp. ACRSB	species	0	0	0	0	1	2	5	0	0	1
3157224	Actinoplanes sp. NPDC051470	species	0	0	0	0	1	0	1	0	0	0
191301	Caminibacter	genus	0	0	0	0	3	0	3	0	0	0
2910234	Photobacterium makurazakiensis	species	0	0	0	0	1	1	1	0	0	1
2024612	Mycolicibacterium sp. P9-64	species	0	0	0	0	1	1	3	4	0	2
3342794	Herbiconiux wuyangfengii	species	0	0	0	0	1	0	0	1	0	0
121616	Micromonospora matsumotoense	species	0	0	0	0	1	1	1	1	0	2
1206816	Maribacter vaceletii	species	0	0	0	0	3	1	0	1	0	10
2565926	Paenibacillus algicola	species	0	0	0	0	1	0	1	0	1	0
2921427	Paenibacillus sp. FSL H3-0286	species	0	0	0	0	1	2	2	1	0	0
596495	Sciscionella	genus	0	0	0	0	1	0	2	3	0	3
3060965	Paenibacillus sp. 11B	species	0	0	0	0	2	0	0	0	0	0
3041780	Rhodococcus sp. SORGH_AS_0301	species	0	0	0	0	1	0	0	0	0	0
47566	Candidatus Phytoplasma pyri	species	0	0	0	0	1	0	0	0	0	0
1176532	Flavobacterium hankyongi	species	0	0	0	0	1	0	0	0	0	0
3136798	Stenotrophomonas sp. TWI1151	species	0	0	0	0	1	0	0	0	0	0
253160	Planomicrobium stackebrandtii	species	0	0	0	0	1	0	2	0	0	1
3364478	Pseudomonas sp. NPDC090208	species	0	0	0	0	1	0	0	0	15	0
396013	Pseudooceanicola marinus	species	0	0	0	0	2	2	4	3	0	3
2773308	Halomonas sp. YLGW01	species	0	0	0	0	1	1	1	1	0	5
2903590	Micromonospora sp. NBC_01412	species	0	0	0	0	1	0	0	0	0	0
744724	Halarchaeum	genus	0	0	0	0	1	4	3	0	0	1
2021254	Oceanospirillum sp.	species	0	0	0	0	1	1	0	2	0	0
2879643	Leptospira sanjuanensis	species	0	0	0	0	1	1	6	0	1	8
3347049	Streptomyces sp. NPDC060064	species	0	0	0	0	2	0	0	0	0	0
2066049	Citrobacter freundii complex sp. CFNIH2	species	0	0	0	0	1	1	0	0	0	1
1526743	Pantoea sp. NGS-ED-1003	species	0	0	0	0	2	0	1	0	0	1
3029190	Pseudarthrobacter sp. CC4	species	0	0	0	0	2	0	0	0	0	0
3155613	Streptomyces sp. NPDC045431	species	0	0	0	0	2	0	0	0	0	2
3404919	Rhodococcus sp. O3	species	0	0	0	0	1	2	1	0	0	0
2608336	Burkholderia sp. Ax-1724	species	0	0	0	0	1	2	1	4	0	1
2817759	Phyllobacterium sp. 1468	species	0	0	0	0	2	0	2	3	0	1
3415414	Candidatus Pelagibacter sp. HIMB1483	species	0	0	0	0	1	0	0	0	0	1
2921640	Viridibacillus sp. FSL R5-0468	species	0	0	0	0	1	0	0	0	0	0
3389972	Fervidobacterium ngatamarikiense	species	0	0	0	0	1	1	1	0	0	0
2133960	Paraconexibacter algicola	species	0	0	0	0	1	2	3	0	0	10
1077946	Streptomyces hundungensis	species	0	0	0	0	3	1	3	1	1	1
2079793	Aeromicrobium chenweiae	species	0	0	0	0	1	1	1	4	0	1
1628392	Hahella sp. KA22	species	0	0	0	0	1	4	5	0	0	6
858630	Streptomyces sp. JV176	species	0	0	0	0	1	0	0	0	0	0
873516	Methylopila henanensis	species	0	0	0	0	1	0	1	3	0	2
2949817	Providencia sp. PROV105	species	0	0	0	0	1	0	0	0	0	0
3088695	Pseudomonas sp. EA_65y_Pfl2_P78	species	0	0	0	0	1	0	0	0	1	0
3094882	Bacillus cereus group sp. BfR-BA-01363	species	0	0	0	0	2	1	0	0	0	0
374425	Methylobacterium komagatae	species	0	0	0	0	2	1	3	0	0	1
134964	Nocardia africana	species	0	0	0	0	1	1	2	2	0	1
3252902	Sulfitobacter sediminivivens	species	0	0	0	0	1	0	1	3	0	1
3118332	Thermodesulfovibrio obliviosus	species	0	0	0	0	2	0	20	1	0	1
1185872	Desertifilum	genus	0	0	0	0	1	2	21	2	1	5
2079200	Actinocorallia populi	species	0	0	0	0	1	1	0	1	0	4
2498135	Streptomonospora litoralis	species	0	0	0	0	1	0	1	5	2	4
3240784	Tardiphaga sp. 71_E8_N1_1	species	0	0	0	0	1	1	2	1	0	2
252583	Vibrio ezurae	species	0	0	0	0	1	1	1	0	0	2
2589982	Mesorhizobium sp. B1-1-2	species	0	0	0	0	1	0	0	1	0	0
1777866	Mesorhizobium erdmanii	species	0	0	0	0	2	0	3	0	0	3
3390675	Rossellomorea sp. NPDC071047	species	0	0	0	0	1	0	0	0	0	1
1852376	Actinomyces marseillensis	species	0	0	0	0	1	1	2	0	0	0
1980001	Cellulosimicrobium sp. TH-20	species	0	0	0	0	2	7	5	4	1	1
2518644	Pseudomonas tructae	species	0	0	0	0	3	1	3	1	10	1
1566248	Pseudomonas sp. NFR16	species	0	0	0	0	2	0	0	0	1	0
393278	Donghicola eburneus	species	0	0	0	0	1	0	1	0	0	2
2816852	Winogradskyella immobilis	species	0	0	0	0	3	3	1	1	1	19
2878202	Ruminococcus sp. FMB-CY1	species	0	0	0	0	1	0	0	0	0	1
2774956	Enterococcus sp. DIV0841a	species	0	0	0	0	2	0	0	0	0	0
260714	Campylobacter insulaenigrae	species	0	0	0	0	2	2	0	0	0	3
948102	Mycobacteroides franklinii	species	0	0	0	0	1	3	2	2	0	5
2054422	Glycomyces rhizosphaerae	species	0	0	0	0	1	1	3	0	1	0
2304606	Companilactobacillus zhachilii	species	0	0	0	0	1	0	1	0	0	1
1933929	Synechocystis sp. CACIAM 05	species	0	0	0	0	1	0	6	0	0	1
3075529	Streptomyces gibsoniae	species	0	0	0	0	1	0	1	0	0	0
3374189	Candidatus Pelagibacter bacterium nBUS_28	species	0	0	0	0	1	0	5	0	1	0
1470590	Stenotrophomonas sp. RIT309	species	0	0	0	0	1	0	0	0	0	0
2236	Halobacteriaceae	family	0	0	0	0	1	24	2	1	1	1
3156384	Bradyrhizobium sp. RT9a	species	0	0	0	0	1	0	5	2	0	2
3154587	Micromonospora sp. NPDC007271	species	0	0	0	0	1	0	1	0	0	0
1187855	Nonomuraea cypriaca	species	0	0	0	0	3	3	6	2	3	5
1287252	Mesorhizobium sp. LNHC252B00	species	0	0	0	0	1	1	0	0	1	2
200991	Planococcus rifietoensis	species	0	0	0	0	1	0	3	0	2	0
560555	Mycobacterium mantenii	species	0	0	0	0	2	1	4	0	0	1
1454816	Phaeobacter sp. JH72H1	species	0	0	0	0	1	0	0	0	0	0
1583331	Porphyromonas pasteri	species	0	0	0	0	3	0	0	0	0	0
573493	Frankia sp. AiPs1	species	0	0	0	0	1	2	1	0	0	2
1835766	Limnohabitans sp. MMS-10A-160	species	0	0	0	0	1	0	0	1	0	1
3035102	Kitasatospora sp. MAP5-34	species	0	0	0	0	1	0	8	1	0	5
2847979	Synechococcus sp. CS-1325	species	0	0	0	0	1	3	8	0	0	6
3154890	Streptomyces sp. NPDC005562	species	0	0	0	0	1	0	0	0	0	0
3367235	Pseudomonas sp. YQ_13	species	0	0	0	0	1	0	0	0	9	0
2979465	Cognatishimia sp. SS12	species	0	0	0	0	1	0	1	0	0	0
2956905	Mesorhizobium sp. M0179	species	0	0	0	0	1	0	0	1	0	0
1405396	Chlamydia ibidis	species	0	0	0	0	1	1	3	1	0	2
2968470	Pseudomonas sp. Q11	species	0	0	0	0	1	0	0	0	6	0
235986	Actinacidiphila glaucinigra	species	0	0	0	0	1	3	4	1	0	4
2918214	Staphylococcus sp. ACRSN	species	0	0	0	0	1	0	0	0	0	0
1946886	Methylophaga sp. UBA3595	species	0	0	0	0	1	0	0	0	0	0
3413339	Candidatus Pelagibacter sp. HIMB1509	species	0	0	0	0	1	0	0	0	0	0
3044562	Nocardia sp. CC227C	species	0	0	0	0	1	1	0	2	0	2
3110173	Marivivens marinus	species	0	0	0	0	1	1	2	2	4	1
3346196	Streptomyces sp. NPDC057654	species	0	0	0	0	1	1	0	0	0	1
2081962	Prevotella sp. oral taxon 820	species	0	0	0	0	1	1	0	0	0	0
2709134	Halobacillus sp. Marseille-Q1614	species	0	0	0	0	1	1	3	4	0	0
2183912	Nocardiopsis sp. Huas11	species	0	0	0	0	1	5	2	0	0	3
2811421	Rhodococcus pseudokoreensis	species	0	0	0	0	1	0	1	1	0	0
3276276	Rhizobium sp. 814_E9_N1_1	species	0	0	0	0	1	1	0	0	0	0
573501	Leeuwenhoekiella palythoae	species	0	0	0	0	1	0	4	1	0	10
28221	Deltaproteobacteria	class	0	0	0	0	4	0	1	0	0	1
2100817	Streptomyces solincola	species	0	0	0	0	2	0	0	1	0	0
2968469	Corynebacterium kozikiae	species	0	0	0	0	1	1	1	0	0	1
58107	Pseudonocardia yunnanensis	species	0	0	0	0	2	0	3	0	1	2
3154785	Nocardia sp. NPDC019309	species	0	0	0	0	1	0	0	0	0	0
2483800	Alteribacter keqinensis	species	0	0	0	0	2	0	0	0	0	0
1947008	Oceanicaulis sp. UBA6590	species	0	0	0	0	4	0	1	2	0	0
36866	unclassified Enterobacteriaceae	no rank	0	0	0	0	3	4	11	0	0	5
2557993	Halomonas sp. XH26	species	0	0	0	0	1	0	0	3	0	0
3136220	Collinsella sp. CLA-ER-H2	species	0	0	0	0	1	2	7	1	0	1
1452751	Deinococcus arenae	species	0	0	0	0	1	0	3	0	0	2
3392298	Streptococcus sp. IMAU11618	species	0	0	0	0	1	0	0	1	0	0
2970913	Herbiconiux aconitum	species	0	0	0	0	1	0	0	1	1	1
2741516	Myxococcus sp. CA033	species	0	0	0	0	1	4	0	0	0	0
2636157	unclassified Gemmobacter	no rank	0	0	0	0	1	0	0	1	0	1
1940283	Halolamina sp.	species	0	0	0	0	1	0	5	1	0	4
