taxonomy_id	name	rank	CAN.22a_ERR1713340_db6.diamond	CAN.22_ERR1713339_db6.diamond	AUS.18a_ERR1713333_db6.diamond	AUS.18_ERR1713332_db6.diamond	AUT.70_ERR1713334_db6.diamond	BWA.19_ERR1713338_db6.diamond	BRA.53_ERR1713336_db6.diamond	BGR.66_ERR1713335_db6.diamond	BRA.53a_ERR1713337_db6.diamond	ALB.17_ERR1713331_db6.diamond
1123045	Ponticaulis koreensis	species	0	0	0	0	2	1	1	0	2	0
226910	Pseudomonas batumici	species	0	0	0	0	7	5	1	4	4	14
592308	Kytococcus aerolatus	species	0	0	0	0	3	4	0	0	7	3
299261	Tateyamaria	genus	0	0	0	0	2	6	0	1	2	7
3418770	Ornithinimicrobium sp. W1679	species	0	0	0	0	3	2	1	0	0	3
2758442	Actinotalea sp. JY-7876	species	0	0	0	0	3	1	0	1	0	5
2615055	unclassified Cyclobacterium	no rank	0	0	0	0	2	1	3	2	7	1
2133948	Bradyrhizobium sp. MOS001	species	0	0	0	0	1	1	2	0	4	0
3114538	Marinilactibacillus sp. XAAS-LB27	species	0	0	0	0	1	0	0	0	1	0
2686015	Acinetobacter sp. 105-3	species	0	0	0	0	1	0	0	0	0	0
1661766	Burkholderia sp. ZZQ-2	species	0	0	0	0	3	0	1	0	2	0
1510197	Streptomyces sp. PT12	species	0	0	0	0	2	0	1	0	0	1
3093864	Microbacterium sp. R86528	species	0	0	0	0	1	0	0	0	1	1
1902	Streptomyces coelicolor	species	0	0	0	0	2	0	0	0	0	0
258256	Pseudovibrio denitrificans	species	0	0	0	0	1	0	0	1	2	0
3364070	Kitasatospora sp. NPDC087861	species	0	0	0	0	1	1	0	0	0	0
3126385	Pseudomonas sp. CCNWLW23	species	0	0	0	0	2	0	0	0	0	47
2975999	Nocardioides sp. NBC_00163	species	0	0	0	0	3	0	0	0	0	1
3377733	Microbacterium sp. SLBN-111	species	0	0	0	0	3	1	0	1	2	2
2726956	Pseudomonas berkeleyensis	species	0	0	0	0	3	0	0	2	1	4
490979	Rubellimicrobium aerolatum	species	0	0	0	0	6	1	0	2	6	8
2782536	Planococcus beigongshangi	species	0	0	0	0	1	0	1	0	3	3
2800904	Pseudomonas sp. PCH44	species	0	0	0	0	1	1	1	0	0	1
3416808	Winogradskyella sp. HB-48	species	0	0	0	0	3	1	2	4	4	3
2637820	unclassified Flammeovirga	no rank	0	0	0	0	1	3	2	2	21	2
2992760	Planococcus sp. A6	species	0	0	0	0	4	0	1	0	0	2
1747903	Janthinobacterium psychrotolerans	species	0	0	0	0	1	3	1	2	5	3
417203	Mycetohabitans endofungorum	species	0	0	0	0	5	0	0	2	2	2
2792083	Actinoplanes aureus	species	0	0	0	0	1	7	0	0	3	0
2594461	Streptomyces sp. S1D4-14	species	0	0	0	0	3	2	0	0	2	2
1867241	Nostoc sp. CALU 546	species	0	0	0	0	2	2	0	0	3	0
2834437	Bifidobacterium miconisargentati	species	0	0	0	0	1	1	1	0	0	0
3155458	Streptomyces sp. NPDC006450	species	0	0	0	0	1	0	0	0	0	0
2045438	Bifidobacterium primatium	species	0	0	0	0	1	0	0	0	2	1
1378087	Stenotrophomonas sp. CC22-02	species	0	0	0	0	2	0	0	3	0	2
3117404	Yersinia sp. 1252 StPb PI	species	0	0	0	0	1	0	0	3	0	0
3422315	Rothia sp. L_38	species	0	0	0	0	1	0	0	0	0	22
253107	Natronolimnohabitans innermongolicus	species	0	0	0	0	1	0	0	0	0	0
3156421	Methylobacterium sp. 1973	species	0	0	0	0	1	2	1	1	11	2
2956865	Mesorhizobium sp. M0058	species	0	0	0	0	2	6	1	0	0	0
3103864	Calothrix sp. CCY 0018	species	0	0	0	0	1	8	0	1	6	1
2876643	Mesorhizobium sp. CA13	species	0	0	0	0	1	0	0	0	1	0
93466	Fervidobacterium pennivorans	species	0	0	0	0	4	3	2	0	7	1
1573720	Pseudomonas sp. S49	species	0	0	0	0	3	0	0	0	0	1
3159647	Salmonella sp. s47020	species	0	0	0	0	1	2	0	0	1	12
2607777	Okeania sp. SIO1H5	species	0	0	0	0	1	2	0	0	0	4
2867011	Jannaschia sp. M317	species	0	0	0	0	3	0	1	2	1	2
2644544	unclassified Flagellimonas	no rank	0	0	0	0	2	1	1	2	11	3
1408192	Tatumella sp. UCD-D_suzukii	species	0	0	0	0	3	6	6	2	3	4
1952	Streptomyces thermoviolaceus	species	0	0	0	0	2	1	0	0	0	0
2653513	unclassified Yersinia (in: enterobacteria)	no rank	0	0	0	0	4	1	1	2	1	3
3067904	Pararhizobium sp. IMCC3301	species	0	0	0	0	1	2	3	0	8	1
3388853	Plantibacter sp. MPB07	species	0	0	0	0	1	0	0	0	0	0
861913	Fibrisoma	genus	0	0	0	0	2	3	0	2	5	3
3028615	Amycolatopsis solani	species	0	0	0	0	2	4	0	1	1	2
3081291	Paenibacillus sp. USHLN196	species	0	0	0	0	2	1	0	0	4	0
2625049	unclassified Phytobacter	no rank	0	0	0	0	1	0	0	0	0	0
792649	Celeribacter arenosi	species	0	0	0	0	1	3	2	0	1	0
1735692	Sphingomonas sp. Leaf25	species	0	0	0	0	1	1	0	1	3	0
2954240	Streptococcus bouchesdurhonensis	species	0	0	0	0	1	0	0	0	0	0
1592324	Prauserella endophytica	species	0	0	0	0	4	2	0	0	0	0
1640685	Enterococcus massiliensis	species	0	0	0	0	2	0	2	0	3	1
1173584	Aliiroseovarius sediminilitoris	species	0	0	0	0	1	1	0	0	0	0
3345802	Agromyces sp. NPDC056379	species	0	0	0	0	1	0	0	0	0	0
3393449	Sporosarcina sp. A2	species	0	0	0	0	1	1	0	0	0	0
2018037	Klebsiella sp. 2680	species	0	0	0	0	1	0	2	0	0	0
2600607	Klebsiella sp. ME-303	species	0	0	0	0	1	0	1	0	1	0
2829501	Sulfitobacter albidus	species	0	0	0	0	2	0	0	1	0	0
2691577	Actinomadura sp. RB99	species	0	0	0	0	2	0	0	0	1	0
1946651	Intestinimonas sp. UBA1698	species	0	0	0	0	2	0	0	0	1	0
2763072	Oceanitalea stevensii	species	0	0	0	0	3	0	0	0	2	0
1679460	Marinibacterium profundimaris	species	0	0	0	0	3	6	3	1	6	1
2058896	Arthrobacter sp. SX1312	species	0	0	0	0	2	1	0	1	0	0
3381299	Klebsiella sp. FR21TRMT6331	species	0	0	0	0	2	8	0	0	0	2
472175	Nitratireductor basaltis	species	0	0	0	0	2	5	2	0	7	3
2589915	Mesorhizobium sp. B2-6-2	species	0	0	0	0	2	1	0	0	0	0
3342291	Pararhizobium sp. LjRoot235	species	0	0	0	0	3	1	0	0	1	1
3243030	Luteibacter sp. Lutesp34	species	0	0	0	0	2	0	1	0	0	1
1871616	Dietzia sp.	species	0	0	0	0	1	14	9	3	4	1
1844107	Pseudomonas sp. 58 R 12	species	0	0	0	0	7	0	1	2	0	5
2547960	Arthrobacter crusticola	species	0	0	0	0	1	0	0	0	0	0
1328305	Cyanobium sp. Copco_Reservoir_LC18	species	0	0	0	0	5	2	0	0	0	10
2998561	Citrobacter sp. R1	species	0	0	0	0	1	0	0	1	0	3
74314	Brevundimonas alba	species	0	0	0	0	5	2	0	3	3	5
2762236	Microbacterium pullorum	species	0	0	0	0	5	1	0	0	0	3
1566248	Pseudomonas sp. NFR16	species	0	0	0	0	1	1	1	4	0	2
2093743	Pseudomonas sp. Kh7	species	0	0	0	0	1	0	0	0	8	0
1827278	Aliterella atlantica	species	0	0	0	0	2	2	4	8	53	13
1505087	Bradyrhizobium centrolobii	species	0	0	0	0	1	4	1	2	8	3
3077937	Rickettsiella endosymbiont of Rhagonycha lignosa	species	0	0	0	0	1	1	1	3	4	2
194963	Sinorhizobium americanum	species	0	0	0	0	1	6	0	0	1	0
3057297	Bradyrhizobium sp. SZCCHNS1012	species	0	0	0	0	2	0	0	0	1	0
2016	Streptoalloteichus	genus	0	0	0	0	2	0	1	0	4	2
3155268	Spirillospora sp. NPDC048819	species	0	0	0	0	1	2	0	0	0	0
1926319	Roseomonas sp. TAS13	species	0	0	0	0	2	9	6	2	3	2
3075590	Tropicimonas omnivorans	species	0	0	0	0	6	0	0	3	1	2
3346317	Nocardia sp. NPDC058058	species	0	0	0	0	1	0	1	0	2	0
2745517	Pseudomonas sp. SWRI144	species	0	0	0	0	3	0	0	0	0	2
2706489	Salipiger sp. PrR002	species	0	0	0	0	1	0	0	2	2	1
1780376	Alistipes sp. CHKCI003	species	0	0	0	0	7	8	2	13	7	8
2832397	Pseudomonas sp. BF-R-19	species	0	0	0	0	4	1	0	3	1	5
2758695	Pseudomonas chaetocerotis	species	0	0	0	0	3	3	2	0	4	7
2666185	Spiribacter sp. 2438	species	0	0	0	0	1	1	1	0	3	0
3415128	Dinoroseobacter sp. S124A	species	0	0	0	0	1	1	0	0	4	1
2963522	Bacillus sp. Marseille-Q3570	species	0	0	0	0	2	0	0	2	3	1
3020057	Erwinia sp. SLM-02	species	0	0	0	0	1	1	1	1	1	1
3110246	Crocosphaera sp. UHCC 0190	species	0	0	0	0	1	7	0	1	9	1
249586	Streptomyces asoensis	species	0	0	0	0	1	0	0	0	0	0
3118928	Xylocopilactobacillus	genus	0	0	0	0	1	0	0	1	2	2
3233008	Terrabacter sp. 2TAF16	species	0	0	0	0	1	0	0	0	0	0
3136774	Stenotrophomonas sp. TWI273	species	0	0	0	0	9	0	0	0	0	0
2183902	Enterobacter sp. AG326	species	0	0	0	0	1	0	0	1	0	0
2683265	unclassified Porphyrobacter	no rank	0	0	0	0	2	2	9	4	28	18
3072314	Mesorhizobium album	species	0	0	0	0	1	1	0	0	1	2
3415139	Fluviibacterium sp. S390	species	0	0	0	0	2	1	1	2	1	1
1469162	Scopulibacillus daqui	species	0	0	0	0	2	2	0	1	8	2
2976822	Bradyrhizobium sp. CB1015	species	0	0	0	0	1	0	0	1	4	2
1439938	Antarctobacter jejuensis	species	0	0	0	0	1	1	0	1	9	12
85151	Aneurinibacillus group	no rank	0	0	0	0	1	2	1	0	3	1
3112419	Exiguobacterium sp. 9-2	species	0	0	0	0	1	0	0	0	0	0
1572659	Kribbella capetownensis	species	0	0	0	0	1	0	0	0	1	0
1007654	Bacillus sp. 916	species	0	0	0	0	1	8	1	5	3	22
3088689	Pseudomonas sp. EA_35y_Pfl2_R111	species	0	0	0	0	2	0	0	3	1	9
1262452	Streptomyces sp. 769	species	0	0	0	0	1	0	0	0	3	0
591206	Roseivivax isoporae	species	0	0	0	0	5	3	1	2	8	0
1219626	Peptostreptococcus sp. MV1	species	0	0	0	0	1	0	1	0	6	1
1841	Nocardioides albus	species	0	0	0	0	1	0	0	1	5	0
1946545	Flavobacterium sp. UBA4120	species	0	0	0	0	3	0	0	7	0	2
1869314	Erythrobacter sp. SAORIC-644	species	0	0	0	0	1	0	0	0	1	1
1471400	Corynebacterium pelargi	species	0	0	0	0	1	0	0	0	0	1
991866	uncultured Maritimibacter sp.	species	0	0	0	0	10	3	0	0	9	8
2874599	Corallococcus sp. AS-1-6	species	0	0	0	0	2	0	0	1	0	2
2832372	Pseudomonas sp. GL-RE-20	species	0	0	0	0	3	1	2	0	0	2
1612435	Streptomyces kronopolitis	species	0	0	0	0	2	2	0	2	0	1
29321	Corynebacterium otitidis	species	0	0	0	0	2	2	2	0	4	5
3364253	Micromonospora sp. NPDC047730	species	0	0	0	0	1	3	1	2	2	0
2908841	Afifella sp. H1R	species	0	0	0	0	6	5	1	2	5	2
1547437	Hoeflea sp. BAL378	species	0	0	0	0	1	3	0	1	3	1
2921421	Cytobacillus sp. FSL K6-0129	species	0	0	0	0	1	0	0	2	0	1
1043493	Demequina mangrovi	species	0	0	0	0	1	4	0	1	3	5
1899430	Apilactobacillus micheneri	species	0	0	0	0	2	0	1	0	2	1
3156375	Bradyrhizobium sp. JR7.2	species	0	0	0	0	3	1	0	2	0	3
3438928	Collinsella sp. HCP28S3_H5	species	0	0	0	0	1	0	0	0	0	0
2762237	Oerskovia rustica	species	0	0	0	0	1	0	0	0	0	1
1736388	Paenibacillus sp. Soil522	species	0	0	0	0	1	1	2	0	9	0
2991430	Pseudomonas sp. PS02290	species	0	0	0	0	5	1	0	0	0	9
2629706	unclassified Imperialibacter	no rank	0	0	0	0	9	6	0	6	26	4
477689	Aliiglaciecola lipolytica	species	0	0	0	0	2	1	0	2	8	1
1926285	Oceanobacillus timonensis	species	0	0	0	0	1	1	0	1	3	1
3364141	Lysinibacillus sp. NPDC097195	species	0	0	0	0	6	6	0	0	3	0
388741	Mesobacillus selenatarsenatis	species	0	0	0	0	1	0	0	1	1	1
3039161	Amnibacterium sp. CER49	species	0	0	0	0	4	3	0	0	2	2
2886045	Brevibacterium sp. JSBI002	species	0	0	0	0	1	0	0	0	0	1
528343	Pseudomonas sp. G11	species	0	0	0	0	7	2	0	1	0	2
1544695	Rosenbergiella collisarenosi	species	0	0	0	0	2	2	2	0	5	0
992286	Rhodovulum bhavnagarense	species	0	0	0	0	4	2	0	2	1	0
2606936	Billgrantia pellis	species	0	0	0	0	2	4	0	0	0	0
415215	Microbacterium fluvii	species	0	0	0	0	6	0	0	2	3	3
2171622	Blastococcus litoris	species	0	0	0	0	1	4	0	1	1	2
2854768	Pseudomonas sp. PDM32	species	0	0	0	0	3	0	1	0	0	5
3051154	Cedecea sulfonylureivorans	species	0	0	0	0	1	0	2	0	2	1
1262931	Prevotella sp. CAG:592	species	0	0	0	0	1	0	1	0	6	3
2763006	Streptomyces buecherae	species	0	0	0	0	1	1	0	0	2	2
1246458	Nocardiopsis potens	species	0	0	0	0	2	3	3	0	0	0
1279031	Agrobacterium sp. 33MFTa1.1	species	0	0	0	0	1	0	0	0	0	2
2956995	Mesorhizobium sp. M0767	species	0	0	0	0	3	0	1	0	0	3
768	Anaplasma	genus	0	0	0	0	2	0	0	1	3	0
67333	Streptomyces narbonensis	species	0	0	0	0	2	2	1	0	5	1
2687310	Gilliamella sp. Pas-s25	species	0	0	0	0	2	3	0	1	0	2
3368568	Sulfitobacter sp. 1A13353	species	0	0	0	0	2	1	2	2	4	12
53374	Corynebacterium coyleae	species	0	0	0	0	1	9	3	0	0	5
3364349	Nonomuraea sp. NPDC049269	species	0	0	0	0	1	0	0	0	0	0
1855377	Candidatus Aquiluna sp. UB-MaderosW2red	species	0	0	0	0	1	1	1	2	3	3
2866571	Actinotalea sp. Marseille-Q4924	species	0	0	0	0	5	5	1	4	19	8
3127654	Aliiglaciecola sp. NS0011-25	species	0	0	0	0	1	4	2	2	1	0
425468	Mycobacterium arosiense	species	0	0	0	0	1	1	1	0	1	0
535091	Campylobacter sp. MIT 99-7217	species	0	0	0	0	1	0	0	3	4	0
2496119	Variovorax sp. 679	species	0	0	0	0	1	2	0	0	0	0
2567934	Microbacterium sp. 4R-513	species	0	0	0	0	4	0	2	1	5	0
2984843	Methylobacterium flocculans	species	0	0	0	0	2	1	1	0	0	7
2304602	Modicisalibacter coralii	species	0	0	0	0	1	27	0	1	3	6
1463632	Nesterenkonia sedimenti	species	0	0	0	0	2	2	1	1	6	2
1947318	Pseudomonas sp. UBA4617	species	0	0	0	0	2	0	0	1	2	1
2653151	Marinoscillum sp. 108	species	0	0	0	0	1	1	5	1	11	0
2806572	Duganella sp. 1411	species	0	0	0	0	1	2	6	0	8	4
1285465	Winogradskyella undariae	species	0	0	0	0	2	0	0	5	2	3
3049084	Pseudomonas sp. M2(2023)	species	0	0	0	0	1	0	0	0	0	0
3136788	Pseudomonas sp. TWI628	species	0	0	0	0	1	0	0	0	0	8
3259520	Desemzia sp. FAM 23990	species	0	0	0	0	1	1	0	0	0	0
2833582	Bacillus sp. FJAT-49736	species	0	0	0	0	1	8	0	3	7	5
2745511	Pseudomonas tensinigenes	species	0	0	0	0	2	0	0	1	0	0
2837969	Pseudomonas fitomaticsae	species	0	0	0	0	1	0	0	0	0	1
3060212	Pseudomonas monachiensis	species	0	0	0	0	4	0	0	1	0	13
1177826	Ferrimonas pelagia	species	0	0	0	0	4	11	0	4	7	4
3156875	Micromonospora sp. NPDC005305	species	0	0	0	0	2	0	0	0	2	1
1076126	Phytohabitans houttuyneae	species	0	0	0	0	1	9	1	1	7	1
1983805	Aeromonas sp. A35_P	species	0	0	0	0	1	4	1	5	3	2
3119569	Enterobacter cloacae complex sp. CARB60	species	0	0	0	0	1	0	0	0	0	0
3096523	Stenotrophomonas sp. CFBP8980	species	0	0	0	0	2	0	0	0	0	0
102897	Parafrankia sp. EUN1f	species	0	0	0	0	4	11	0	0	1	0
52697	Actinoplanes regularis	species	0	0	0	0	1	5	2	0	3	1
2834066	Pseudomonas sp. VS38	species	0	0	0	0	4	0	0	0	0	12
3134673	Phocaeicola sp. HCN-6420	species	0	0	0	0	4	0	0	17	1	8
2795215	Brachybacterium halotolerans	species	0	0	0	0	2	32	5	4	12	0
1193095	Paucilactobacillus hokkaidonensis	species	0	0	0	0	1	0	1	0	2	4
696745	Alkalibaculum	genus	0	0	0	0	2	2	0	2	4	2
515350	Micromonospora endophytica	species	0	0	0	0	1	1	1	2	3	0
130796	Crossiella equi	species	0	0	0	0	4	4	1	0	4	0
1335967	Devosia pacifica	species	0	0	0	0	1	4	0	1	5	3
2899119	Pseudophaeobacter flagellatus	species	0	0	0	0	1	0	0	0	0	1
2282762	Zhengella sp.	species	0	0	0	0	1	1	0	1	2	1
3346354	Agromyces sp. NPDC058136	species	0	0	0	0	1	2	0	0	2	1
3423723	Alterirhizorhabdus	genus	0	0	0	0	1	0	1	4	2	0
1660114	Microbacterium sp. SCN 70-27	species	0	0	0	0	1	0	3	1	0	0
930854	Enterococcus viikkiensis	species	0	0	0	0	3	0	1	0	2	1
2823362	Aeromonas sp. MrichA-1	species	0	0	0	0	2	1	1	4	33	1
3076046	Stenotrophomonas sp. SMYL89	species	0	0	0	0	1	0	0	0	0	0
1758393	Polynucleobacter sp. JS-JIR-II-c23	species	0	0	0	0	2	0	0	0	0	0
477641	Modestobacter marinus	species	0	0	0	0	1	8	2	1	0	4
2892330	Pseudomonas paraglycinae	species	0	0	0	0	1	0	0	0	0	0
3076039	Tardiphaga sp. 709	species	0	0	0	0	1	2	1	0	1	1
2632280	unclassified Croceitalea	no rank	0	0	0	0	2	0	0	6	3	2
2760705	Nocardioides sp. InS609-2	species	0	0	0	0	4	6	1	9	5	5
2594946	Bradyrhizobium uaiense	species	0	0	0	0	3	4	0	0	1	0
2762593	Pseudomonas folii	species	0	0	0	0	1	0	0	0	0	1
2058885	Arthrobacter sp. 08Y14	species	0	0	0	0	2	1	2	0	0	6
117157	Actinopolymorpha singaporensis	species	0	0	0	0	1	6	1	0	13	2
2832357	Pseudomonas sp. BF-RE-09	species	0	0	0	0	1	0	0	0	0	0
33895	Mycobacterium interjectum	species	0	0	0	0	1	2	0	0	0	0
1943580	Pyramidobacter sp. C12-8	species	0	0	0	0	5	2	0	1	2	1
3346134	Nocardia sp. NPDC057440	species	0	0	0	0	1	1	0	1	1	0
2883505	Mycobacterium sp. MYCO198283	species	0	0	0	0	4	3	4	0	4	7
235986	Actinacidiphila glaucinigra	species	0	0	0	0	1	4	0	0	1	3
1285	Staphylococcus intermedius	species	0	0	0	0	2	0	0	0	1	0
1848693	Microbacterium sp. MYb72	species	0	0	0	0	2	4	0	2	1	13
3040314	Pseudomonas sp. lyk4-40-TSB-59a	species	0	0	0	0	4	0	1	0	0	0
1981513	Pseudomonas profundi	species	0	0	0	0	1	0	0	1	0	3
1938	Streptomyces viridochromogenes	species	0	0	0	0	1	1	0	0	1	1
2624107	unclassified Hahella	no rank	0	0	0	0	3	16	1	0	25	2
2530383	Nonomuraea terrae	species	0	0	0	0	1	1	1	0	11	0
1913576	Arthrobacter sp. UCD-GKA	species	0	0	0	0	1	2	0	4	2	7
3243004	Ralstonia sp. Ralssp110	species	0	0	0	0	3	0	2	0	1	4
1755	Thermoanaerobacter sp.	species	0	0	0	0	3	2	0	1	6	0
3040123	Streptomyces sp. DH24	species	0	0	0	0	1	1	0	0	1	0
3346077	Pedococcus sp. NPDC057267	species	0	0	0	0	3	1	1	5	3	1
2080541	Rathayibacter sp. AY1C9	species	0	0	0	0	2	0	0	0	0	1
2665488	Pseudomonas sp. PA-7-1E	species	0	0	0	0	1	0	0	0	0	5
2957805	Chromobacterium sp. S0633	species	0	0	0	0	1	0	0	0	2	0
2499852	Methylobacterium oryzihabitans	species	0	0	0	0	2	2	4	0	6	1
190045	Bradyrhizobium sp. 2	species	0	0	0	0	1	3	2	0	3	3
464029	Xaviernesmea oryzae	species	0	0	0	0	3	5	1	0	7	2
1946839	Massilia sp. UBA6681	species	0	0	0	0	1	0	3	3	4	2
1602529	Pseudomonas sp. R1-1	species	0	0	0	0	2	0	1	1	0	1
3156339	Mucilaginibacter sp. UYCu711	species	0	0	0	0	3	3	0	3	10	5
3058422	Fictibacillus fluitans	species	0	0	0	0	1	0	0	3	6	2
2921584	Robertmurraya sp. FSL R5-0851	species	0	0	0	0	2	0	0	0	1	0
1274353	Siminovitchia sediminis	species	0	0	0	0	1	5	0	0	4	0
1697394	Pontibacillus salipaludis	species	0	0	0	0	1	0	1	0	7	2
3072987	Acinetobacter sp. V115_6	species	0	0	0	0	1	2	0	5	0	3
2614809	Parasulfitobacter algicola	species	0	0	0	0	2	3	1	0	1	0
3031819	Robertmurraya sp. DFI.2.37	species	0	0	0	0	2	0	0	0	9	4
2080538	Rathayibacter sp. AY1C5	species	0	0	0	0	2	1	1	0	2	0
2839969	Haemophilus sp. SZY H68	species	0	0	0	0	1	0	0	0	0	0
702383	Jiangella muralis	species	0	0	0	0	2	5	2	0	6	6
3112461	Phaeobacter sp. JH20_02	species	0	0	0	0	1	0	0	0	0	3
3400352	Pseudomonas sp. NY15356	species	0	0	0	0	1	0	0	0	0	0
2774767	Enterococcus sp. DIV0179	species	0	0	0	0	6	0	0	0	0	0
2789426	Schaalia sp. ORNL0103	species	0	0	0	0	2	0	0	0	0	1
1978342	Leifsonia sp. NCR5	species	0	0	0	0	2	0	0	0	0	0
99653	Rhodococcus koreensis	species	0	0	0	0	1	1	1	3	1	1
3043442	Pseudomonas sp. P5_152	species	0	0	0	0	1	1	0	0	3	8
1768764	Streptococcus sp. CCH5-D3	species	0	0	0	0	4	0	0	0	1	0
2301191	Nitrososphaera sp. AFS	species	0	0	0	0	5	3	2	3	59	10
2175628	Curtobacterium sp. MCLR17_044	species	0	0	0	0	1	0	0	0	0	0
3121277	Arthrobacter sp. Soc17.1.1.1	species	0	0	0	0	3	1	0	0	1	0
69328	Pseudomonas sp. VLB120	species	0	0	0	0	1	0	0	0	0	0
554390	Pseudomonas sp. AF32	species	0	0	0	0	2	0	0	0	0	1
2690837	Eggerthella guodeyinii	species	0	0	0	0	3	9	2	1	15	4
2583822	Plantibacter sp. M259	species	0	0	0	0	3	3	0	0	2	2
2589973	Mesorhizobium sp. B2-1-2	species	0	0	0	0	2	2	3	4	3	3
2974574	Helicobacter zhangjianzhongii	species	0	0	0	0	2	0	0	0	3	0
2796387	Pseudomonas sp. TH21	species	0	0	0	0	1	0	0	0	0	1
3346937	Streptomyces sp. NPDC059761	species	0	0	0	0	1	1	1	0	0	2
3154810	Nocardioides sp. NPDC047086	species	0	0	0	0	1	0	0	0	1	1
3154290	Streptomyces sp. NPDC004732	species	0	0	0	0	1	0	0	0	2	0
2776917	Myceligenerans pegani	species	0	0	0	0	1	2	0	2	2	1
1990	Actinomadura atramentaria	species	0	0	0	0	3	3	2	0	3	1
3115647	Pseudomonas sp. ZY71	species	0	0	0	0	2	0	0	0	0	4
113560	Winogradskya consettensis	species	0	0	0	0	1	2	0	0	2	0
2975949	Streptosporangium sp. NBC_01755	species	0	0	0	0	3	5	1	0	3	0
359158	Actinomadura rudentiformis	species	0	0	0	0	1	3	3	0	1	0
3412021	Rossellomorea sp. DUT-2	species	0	0	0	0	2	0	0	1	0	0
2954512	Paenibacillus sp. FSL K6-1122	species	0	0	0	0	2	0	0	0	2	0
1896225	Fibrobacter sp. UWT3	species	0	0	0	0	2	0	0	2	1	1
3233899	Brevibacillus sp. NRS-1366	species	0	0	0	0	2	5	0	1	14	0
3140465	Shewanella sp. TB7-MNA-CIBAN-0143	species	0	0	0	0	1	0	0	0	2	0
2904119	Moraxella haemolytica	species	0	0	0	0	1	0	1	1	0	1
754515	Mycoplasma miroungigenitalium	species	0	0	0	0	1	0	1	0	0	0
3390681	Sphingomonas sp. NPDC049708	species	0	0	0	0	2	0	0	0	0	0
482564	Phormidium nigroviride	species	0	0	0	0	3	4	2	2	4	2
1890059	Serpentinicella	genus	0	0	0	0	1	0	0	0	2	0
3061649	Yersinia sp. 1652 StPb PI	species	0	0	0	0	1	0	0	0	0	1
3412399	Enterobacter cloacae complex sp. SHL017	species	0	0	0	0	1	0	0	0	0	0
2745503	Pseudomonas iranensis	species	0	0	0	0	2	0	0	0	0	4
350814	Aquimarina intermedia	species	0	0	0	0	5	6	2	2	7	2
2678259	Pseudomonas sp. Seg1	species	0	0	0	0	3	0	0	0	0	2
722689	Kribbella pittospori	species	0	0	0	0	1	3	0	0	0	2
3397171	Enterobacter cloacae complex sp.6730515	species	0	0	0	0	1	0	0	2	0	0
447199	Virgibacillus salarius	species	0	0	0	0	1	6	8	2	0	0
2840468	Asticcacaulis sp. AND118	species	0	0	0	0	2	1	2	4	2	4
3108532	Erwinia sp. MYb416	species	0	0	0	0	1	0	0	0	0	1
413712	Sphingomonas pseudosanguinis	species	0	0	0	0	2	2	3	2	5	2
1896982	Clostridium sp. 29_15	species	0	0	0	0	2	0	1	0	3	5
2730337	Pontixanthobacter rizhaonensis	species	0	0	0	0	2	0	0	1	1	2
2070561	Pseudomonas sp. FW305-122	species	0	0	0	0	1	0	1	0	1	1
2035209	Janthinobacterium sp. 61	species	0	0	0	0	1	2	2	2	1	3
3014783	Roseovarius sp. ZX-A-9	species	0	0	0	0	3	2	0	1	3	8
2590018	Anabaena sp. UHCC 0187	species	0	0	0	0	1	1	0	1	3	2
3383721	Streptomyces sediminimaris	species	0	0	0	0	1	6	0	0	3	0
3029060	Pseudomonas sp. PSKL.D1	species	0	0	0	0	2	0	4	0	1	1
45056	Legionella adelaidensis	species	0	0	0	0	2	4	1	1	6	2
3045935	Nostoc sp. UIC 10607	species	0	0	0	0	1	0	0	0	3	0
3092148	Tateyamaria sp. SN6-1	species	0	0	0	0	1	2	0	1	1	2
1502852	Massilia sp. LC238	species	0	0	0	0	1	2	0	8	10	5
3081292	Pantoea sp. AS142	species	0	0	0	0	2	0	0	0	0	16
2913096	Herbaspirillum sp. alder98	species	0	0	0	0	1	1	2	1	6	1
2618097	unclassified Intrasporangium	no rank	0	0	0	0	3	0	0	1	1	0
3413800	Microbacterium sp. bgisy207	species	0	0	0	0	1	5	2	3	3	2
3345676	Microbacterium sp. NPDC056003	species	0	0	0	0	2	1	0	1	2	4
113570	Actinoplanes palleronii	species	0	0	0	0	3	1	0	1	3	0
232346	Halomonas alkaliantarctica	species	0	0	0	0	3	0	0	0	3	3
2041346	Chryseomicrobium excrementi	species	0	0	0	0	1	0	0	0	5	0
1526572	Aquisalinus flavus	species	0	0	0	0	1	2	1	3	5	0
92401	Metamycoplasma cloacale	species	0	0	0	0	1	0	0	0	0	1
3077940	Enterobacter sp. DTU_2021_1002640_1_SI_PRY_ASU_LCPMC_013	species	0	0	0	0	2	1	0	0	0	1
390270	Yoonia tamlensis	species	0	0	0	0	3	1	1	0	1	3
1386941	Synechococcus sp. MVIR-18-1	species	0	0	0	0	1	0	1	0	2	0
3136231	Collinsella sp. CLA-ER-H6	species	0	0	0	0	1	2	2	1	1	3
485884	Pseudomonas sp. RW3S2	species	0	0	0	0	1	1	0	0	0	0
1940690	Pseudidiomarina andamanensis	species	0	0	0	0	1	1	0	0	2	0
223927	Oxalicibacterium	genus	0	0	0	0	4	1	4	7	7	14
