run_accession	library_name	library_layout	first_public	last_updated	fastq_aspera	submitted_galaxy	sample_alias
ERR1713367	ITA.30	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/007/ERR1713367/ERR1713367_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/007/ERR1713367/ERR1713367_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713367/ITA.30.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713367/ITA.30.HR.R2.fastq.gz	ITA.30
ERR2592336	LVA.31_3	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/006/ERR2592336/ERR2592336_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/006/ERR2592336/ERR2592336_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592336/31_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2592336/31_R2_001.fastq.gz	LVA.31
ERR1713368	KAZ.6	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/008/ERR1713368/ERR1713368_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/008/ERR1713368/ERR1713368_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713368/KAZ.6.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713368/KAZ.6.HR.R2.fastq.gz	KAZ.6
ERR1713372	LUX.32	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/002/ERR1713372/ERR1713372_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/002/ERR1713372/ERR1713372_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713372/LUX.32.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713372/LUX.32.HR.R2.fastq.gz	LUX.32
ERR1713374	MDA.65	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/004/ERR1713374/ERR1713374_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/004/ERR1713374/ERR1713374_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713374/MDA.65.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713374/MDA.65.HR.R2.fastq.gz	MDA.65
ERR9855086		PAIRED	2022-06-17	2022-06-17	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR985/006/ERR9855086/ERR9855086_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR985/006/ERR9855086/ERR9855086_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR985/ERR9855086/DTU_2016_240_1_MG_Reproduce_18a_1_R1.trim.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR985/ERR9855086/DTU_2016_240_1_MG_Reproduce_18a_1_R2.trim.fq.gz	DTU_2016_240_1_MG_Reproduce_18a_1
ERR1713377	MYS.54	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/007/ERR1713377/ERR1713377_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/007/ERR1713377/ERR1713377_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713377/MYS.54.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713377/MYS.54.HR.R2.fastq.gz	MYS.54
ERR9855089		PAIRED	2022-06-17	2022-06-17	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR985/009/ERR9855089/ERR9855089_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR985/009/ERR9855089/ERR9855089_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR985/ERR9855089/DTU_2016_244_1_MG_Reproduce_27_1_R1.trim.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR985/ERR9855089/DTU_2016_244_1_MG_Reproduce_27_1_R2.trim.fq.gz	DTU_2016_244_1_MG_Reproduce_27_1
ERR1713378	NGA.50	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/008/ERR1713378/ERR1713378_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/008/ERR1713378/ERR1713378_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713378/NGA.50.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713378/NGA.50.HR.R2.fastq.gz	NGA.50
ERR9855090		PAIRED	2022-06-17	2022-06-17	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR985/000/ERR9855090/ERR9855090_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR985/000/ERR9855090/ERR9855090_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR985/ERR9855090/DTU_2016_239_2_MG_Reproduce_15_3_R1.trim.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR985/ERR9855090/DTU_2016_239_2_MG_Reproduce_15_3_R2.trim.fq.gz	DTU_2016_239_2_MG_Reproduce_15_3
ERR1713382	NZL.56	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/002/ERR1713382/ERR1713382_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/002/ERR1713382/ERR1713382_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713382/NZL.56.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713382/NZL.56.HR.R2.fastq.gz	NZL.56
ERR1713384	PAK.7	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/004/ERR1713384/ERR1713384_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/004/ERR1713384/ERR1713384_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713384/PAK.7.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713384/PAK.7.HR.R2.fastq.gz	PAK.7
ERR9855095		PAIRED	2022-06-17	2022-06-17	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR985/005/ERR9855095/ERR9855095_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR985/005/ERR9855095/ERR9855095_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR985/ERR9855095/DTU_2016_237_2_MG_Reproduce_12_3_R1.trim.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR985/ERR9855095/DTU_2016_237_2_MG_Reproduce_12_3_R2.trim.fq.gz	DTU_2016_237_2_MG_Reproduce_12_3
ERR1713385	PER.35	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/005/ERR1713385/ERR1713385_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/005/ERR1713385/ERR1713385_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713385/PER.35.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713385/PER.35.HR.R2.fastq.gz	PER.35
ERR1713396	TZA.15	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/006/ERR1713396/ERR1713396_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/006/ERR1713396/ERR1713396_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713396/TZA.15.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713396/TZA.15.HR.R2.fastq.gz	TZA.15
ERR1713397	USA.74	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/007/ERR1713397/ERR1713397_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/007/ERR1713397/ERR1713397_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713397/USA.74.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713397/USA.74.HR.R2.fastq.gz	USA.74
ERR1713399	USA.74b	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/009/ERR1713399/ERR1713399_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/009/ERR1713399/ERR1713399_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713399/USA.74b.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713399/USA.74b.HR.R2.fastq.gz	USA.74b
ERR9855096		PAIRED	2022-06-17	2022-06-17	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR985/006/ERR9855096/ERR9855096_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR985/006/ERR9855096/ERR9855096_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR985/ERR9855096/DTU_2016_238_1_MG_Reproduce_15_1_R1.trim.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR985/ERR9855096/DTU_2016_238_1_MG_Reproduce_15_1_R2.trim.fq.gz	DTU_2016_238_1_MG_Reproduce_15_1
ERR1713403	USA.74f	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/003/ERR1713403/ERR1713403_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/003/ERR1713403/ERR1713403_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713403/USA.74f.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713403/USA.74f.HR.R2.fastq.gz	USA.74f
ERR9855098		PAIRED	2022-06-17	2022-06-17	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR985/008/ERR9855098/ERR9855098_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR985/008/ERR9855098/ERR9855098_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR985/ERR9855098/DTU_2016_248_1_MG_Reproduce_54_1_R1.trim.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR985/ERR9855098/DTU_2016_248_1_MG_Reproduce_54_1_R2.trim.fq.gz	DTU_2016_248_1_MG_Reproduce_54_1
ERR1713409	ZAF.39	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/009/ERR1713409/ERR1713409_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/009/ERR1713409/ERR1713409_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713409/ZAF.39.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713409/ZAF.39.HR.R2.fastq.gz	ZAF.39
ERR1713410	ZMB.49	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/000/ERR1713410/ERR1713410_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR171/000/ERR1713410/ERR1713410_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713410/ZMB.49.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR171/ERR1713410/ZMB.49.HR.R2.fastq.gz	ZMB.49
ERR1725941	AUS.18a_2	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/001/ERR1725941/ERR1725941_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/001/ERR1725941/ERR1725941_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725941/AUS.18a_1.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725941/AUS.18a_1.HR.R2.fastq.gz	AUS.18a
ERR1725942	AUS.18a_3	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/002/ERR1725942/ERR1725942_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/002/ERR1725942/ERR1725942_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725942/AUS.18a_2.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725942/AUS.18a_2.HR.R2.fastq.gz	AUS.18a
ERR1725943	AUS.18a_4	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/003/ERR1725943/ERR1725943_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/003/ERR1725943/ERR1725943_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725943/AUS.18a_3.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725943/AUS.18a_3.HR.R2.fastq.gz	AUS.18a
ERR1725945	AUT.70_2	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/005/ERR1725945/ERR1725945_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/005/ERR1725945/ERR1725945_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725945/AUS.70_1.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725945/AUS.70_1.HR.R2.fastq.gz	AUS.70
ERR1725946	AUT.70_3	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/006/ERR1725946/ERR1725946_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/006/ERR1725946/ERR1725946_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725946/AUS.70_2.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725946/AUS.70_2.HR.R2.fastq.gz	AUS.70
ERR1725947	BGR.66_2	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/007/ERR1725947/ERR1725947_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/007/ERR1725947/ERR1725947_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725947/BGR.66_1.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725947/BGR.66_1.HR.R2.fastq.gz	BGR.66
ERR1725950	BRA.53a_2	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/000/ERR1725950/ERR1725950_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/000/ERR1725950/ERR1725950_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725950/BRA.53a_1.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725950/BRA.53a_1.HR.R2.fastq.gz	BRA.53a
ERR1725951	BRA.53a_3	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/001/ERR1725951/ERR1725951_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/001/ERR1725951/ERR1725951_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725951/BRA.53a_2.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725951/BRA.53a_2.HR.R2.fastq.gz	BRA.53a
ERR1725954	CAN.22_2	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/004/ERR1725954/ERR1725954_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/004/ERR1725954/ERR1725954_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725954/CAN.22_1.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725954/CAN.22_1.HR.R2.fastq.gz	CAN.22
ERR1725955	CAN.22a_2	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/005/ERR1725955/ERR1725955_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/005/ERR1725955/ERR1725955_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725955/CAN.22a_1.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725955/CAN.22a_1.HR.R2.fastq.gz	CAN.22a
ERR1725957	CAN.22a_4	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/007/ERR1725957/ERR1725957_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/007/ERR1725957/ERR1725957_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725957/CAN.22a_3.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725957/CAN.22a_3.HR.R2.fastq.gz	CAN.22a
ERR1725958	CAN.22a_5	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/008/ERR1725958/ERR1725958_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/008/ERR1725958/ERR1725958_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725958/CAN.22a_4.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725958/CAN.22a_4.HR.R2.fastq.gz	CAN.22a
ERR1725959	CAN.22b_2	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/009/ERR1725959/ERR1725959_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/009/ERR1725959/ERR1725959_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725959/CAN.22b_1.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725959/CAN.22b_1.HR.R2.fastq.gz	CAN.22b
ERR1725960	CAN.22b_3	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/000/ERR1725960/ERR1725960_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/000/ERR1725960/ERR1725960_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725960/CAN.22b_2.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725960/CAN.22b_2.HR.R2.fastq.gz	CAN.22b
ERR1725962	CHE.67_3	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/002/ERR1725962/ERR1725962_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/002/ERR1725962/ERR1725962_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725962/CHE.67_2.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725962/CHE.67_2.HR.R2.fastq.gz	CHE.67
ERR1725965	CIV.13_2	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/005/ERR1725965/ERR1725965_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/005/ERR1725965/ERR1725965_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725965/CIV.13_1.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725965/CIV.13_1.HR.R2.fastq.gz	CIV.13
ERR1725966	CZE.23_2	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/006/ERR1725966/ERR1725966_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/006/ERR1725966/ERR1725966_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725966/CZE.23_1.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725966/CZE.23_1.HR.R2.fastq.gz	CZE.23
ERR1725971	ESP.75_4	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/001/ERR1725971/ERR1725971_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/001/ERR1725971/ERR1725971_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725971/ESP.75_3.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725971/ESP.75_3.HR.R2.fastq.gz	ESP.75
ERR1725972	ESP.75_5	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/002/ERR1725972/ERR1725972_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/002/ERR1725972/ERR1725972_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725972/ESP.75_4.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725972/ESP.75_4.HR.R2.fastq.gz	ESP.75
ERR1725973	FIN.25_2	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/003/ERR1725973/ERR1725973_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/003/ERR1725973/ERR1725973_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725973/FIN.25_1.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725973/FIN.25_1.HR.R2.fastq.gz	FIN.25
ERR1725975	GEO.59_3	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/005/ERR1725975/ERR1725975_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/005/ERR1725975/ERR1725975_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725975/GEO.59_2.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725975/GEO.59_2.HR.R2.fastq.gz	GEO.59
ERR1725976	HRV.68_2	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/006/ERR1725976/ERR1725976_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/006/ERR1725976/ERR1725976_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725976/HRV.68_1.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725976/HRV.68_1.HR.R2.fastq.gz	HRV.68
ERR1725979	IRL.68_2	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/009/ERR1725979/ERR1725979_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/009/ERR1725979/ERR1725979_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725979/IRL.69_1.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725979/IRL.69_1.HR.R2.fastq.gz	IRL.69
ERR1725980	IRL.69_3	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/000/ERR1725980/ERR1725980_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/000/ERR1725980/ERR1725980_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725980/IRL.69_2.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725980/IRL.69_2.HR.R2.fastq.gz	IRL.69
ERR1725984	ISR.29_3	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/004/ERR1725984/ERR1725984_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/004/ERR1725984/ERR1725984_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725984/ISR.29_2.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725984/ISR.29_2.HR.R2.fastq.gz	ISR.29
ERR1725987	LVA.31_2	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/007/ERR1725987/ERR1725987_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/007/ERR1725987/ERR1725987_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725987/LVA.31_1.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725987/LVA.31_1.HR.R2.fastq.gz	LVA.31
ERR1725989	MDA.65_3	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/009/ERR1725989/ERR1725989_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/009/ERR1725989/ERR1725989_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725989/MDA.65_2.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725989/MDA.65_2.HR.R2.fastq.gz	MDA.65
ERR1725992	MLT.63_2	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/002/ERR1725992/ERR1725992_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/002/ERR1725992/ERR1725992_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725992/MLT.63_1.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725992/MLT.63_1.HR.R2.fastq.gz	MLT.63
ERR1725994	MYS.54_2	PAIRED	2019-01-31	2018-11-16	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/004/ERR1725994/ERR1725994_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR172/004/ERR1725994/ERR1725994_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725994/MYS.54_1.HR.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1725994/MYS.54_1.HR.R2.fastq.gz	MYS.54
