taxonomy_id	name	rank	USA.74g_ERR1713404_db6.diamond	USA.74f_ERR1713403_db6.diamond	USA.74e_ERR1713402_db6.diamond	USA.74i_ERR1713406_db6.diamond	USA.74h_ERR1713405_db6.diamond
809	Chlamydiaceae	family	0	0	0	2	0
1429076	Actinomadura rayongensis	species	0	0	0	9	0
1873416	Streptomyces sp. gCLA4	species	0	0	0	1	0
1703256	Pseudoalteromonas gelatinilytica	species	0	0	0	6	4
3365889	Streptomyces sp. NPDC088757	species	0	0	0	25	0
146786	Thermosynechococcus vestitus	species	0	0	0	2	0
575200	Corynebacterium maris	species	0	0	0	11	0
1713	Oerskovia turbata	species	0	0	0	1	0
2854780	Enterobacter sp. ENT03	species	0	0	0	9	1
1280637	Saccharothrix carnea	species	0	0	0	21	1
2530383	Nonomuraea terrae	species	0	0	0	3	1
89053	Gordonia amicalis	species	0	0	0	25	6
3144843	Blastococcus sp. HT6-30	species	0	0	0	15	0
1655439	Micromonospora craterilacus	species	0	0	0	6	0
2651972	Mycoavidus sp. B2-EB	species	0	0	0	23	0
1906274	Microbacterium sp. JZ31	species	0	0	0	14	0
748652	Thioalkalivibrio sp. ALJ15	species	0	0	0	14	2
3231893	Nocardioides imazamoxiresistens	species	0	0	0	26	1
1441875	Sphaerisporangium corydalis	species	0	0	0	16	0
2640896	unclassified Halobaculum	no rank	0	0	0	7	0
714136	Nonomuraea endophytica	species	0	0	0	19	0
2816958	Pseudomonas sp. NFX15	species	0	0	0	8	3
2936990	Aliiroseovarius sp. S1339	species	0	0	0	2	1
3345947	Streptomyces sp. NPDC056796	species	0	0	0	1	0
3393424	Streptomyces sp. DT203	species	0	0	0	2	0
406432	Stackebrandtia albiflava	species	0	0	0	11	1
2382165	Nocardia yunnanensis	species	0	0	0	5	0
324058	Mycobacterium alsense	species	0	0	0	11	2
304901	Actinospica robiniae	species	0	0	0	22	2
3273416	Paenibacillus sp. GCM10028914	species	0	0	0	2	4
641806	Streptomyces fractus	species	0	0	0	19	0
579446	Isoptericola chiayiensis	species	0	0	0	27	0
3162492	Paenarthrobacter sp. AMU7	species	0	0	0	2	0
2792048	Pseudoalteromonas sp. NSLLW218	species	0	0	0	1	0
553384	Alishewanella agri	species	0	0	0	2	3
2996755	Peribacillus sp. AS_2	species	0	0	0	1	0
1826872	Candidatus Nitrosocosmicus hydrocola	species	0	0	0	7	14
1817406	Streptomyces marianii	species	0	0	0	10	0
3346893	Kitasatospora sp. NPDC059646	species	0	0	0	7	0
85034	Glycomycetaceae	family	0	0	0	57	1
3346280	Oerskovia sp. NPDC057915	species	0	0	0	32	0
1870820	Paenibacillus ihbetae	species	0	0	0	4	2
2823280	Microbacterium sp. BLY	species	0	0	0	2	0
2812955	Natronospirillum sp.	species	0	0	0	22	4
2903531	Streptomyces sp. IBSBF 2435	species	0	0	0	6	2
3075221	Halomonas sp. PAMB 3232	species	0	0	0	2	0
3140368	Roseovarius sp. CAU 1744	species	0	0	0	6	2
1882772	Phyllobacterium sp. OV277	species	0	0	0	4	0
3155746	Streptomyces sp. NPDC047976	species	0	0	0	3	0
2759037	Kordia aestuariivivens	species	0	0	0	10	8
3066149	Wolbachia endosymbiont (group E) of Neria commutata	species	0	0	0	3	0
2861282	Massilia sp. NP310	species	0	0	0	15	6
911205	Eilatimonas milleporae	species	0	0	0	24	6
3365109	Streptomyces sp. NPDC021020	species	0	0	0	16	0
2282738	Streptomyces paludis	species	0	0	0	1	1
3097960	Nonomuraea sp. LP-02	species	0	0	0	7	1
2834433	Bifidobacterium saguinibicoloris	species	0	0	0	2	0
3453886	Microbacterium sp. 22179	species	0	0	0	4	0
1549854	Rhodobaculum claviforme	species	0	0	0	22	4
1849383	Psychrobacter sp. SHUES1	species	0	0	0	12	4
3363903	Actinoplanes sp. NPDC049599	species	0	0	0	23	0
3436238	Shewanella sp. HL-SH2	species	0	0	0	1	0
1255669	Brevibacterium sp. Mu109	species	0	0	0	13	2
3366102	Streptomyces sp. NPDC100445	species	0	0	0	7	0
1723647	Prochlorococcus sp. MIT 1303	species	0	0	0	27	1
3233023	Terriglobus sp. 2YAB30_2	species	0	0	0	6	0
2592813	Microbispora sp. CSR-4	species	0	0	0	3	0
3120520	Georgenia sp. M64	species	0	0	0	65	11
3154256	Nocardioides sp. NPDC000441	species	0	0	0	3	0
999544	Salinispora vitiensis	species	0	0	0	30	1
2058327	Moritella sp. Urea-trap-13	species	0	0	0	32	0
3383128	Kineococcus sp. SYSU DK007	species	0	0	0	10	1
2775910	Limosilactobacillus sp. c10Ua_36	species	0	0	0	2	0
1898731	Curtobacterium sp. MCBA15_001	species	0	0	0	4	1
2676837	Desertihabitans	genus	0	0	0	19	1
2689107	Polynucleobacter sp. MWH-CaK5	species	0	0	0	1	3
3031113	Sphaerisporangium sp. TRM90804	species	0	0	0	7	3
405551	Saccharopolyspora halophila	species	0	0	0	3	1
2047937	Bacteroidetes bacterium endosymbiont of Geopemphigus sp.	species	0	0	0	4	2
2640868	unclassified Acidiferrobacter	no rank	0	0	0	26	0
144022	Maricaulis virginensis	species	0	0	0	1	0
2956848	Mesorhizobium sp. M0027	species	0	0	0	9	0
2017484	Brachybacterium vulturis	species	0	0	0	8	2
3391826	Microbacterium sp. I2	species	0	0	0	4	2
2903697	Streptomyces sp. NBC_00963	species	0	0	0	5	0
3049801	Corynebacterium suedekumii	species	0	0	0	23	0
1161389	uncultured Weeksella sp.	species	0	0	0	2	1
3273379	Arthrobacter sp. GCM10027362	species	0	0	0	12	1
2683706	Bradyrhizobium acaciae	species	0	0	0	3	0
3155185	Actinoplanes sp. NPDC089786	species	0	0	0	3	0
46178	Nonomuraea recticatena	species	0	0	0	1	0
3031131	Streptomyces sp. VNUA24	species	0	0	0	2	0
375674	Paraferrimonas sedimenticola	species	0	0	0	4	4
2921778	Caballeronia sp. ATUFL_M1_KS5A	species	0	0	0	11	5
2709664	Myxococcus vastator	species	0	0	0	8	1
2921732	Microbacterium sp. CFH 31415	species	0	0	0	2	6
1834147	Mycobacterium sp. E342	species	0	0	0	2	0
1869	Actinoplanes utahensis	species	0	0	0	10	3
236510	Streptantibioticus ferralitis	species	0	0	0	7	4
858428	Bradyrhizobium sp. CCBAU 45384	species	0	0	0	2	1
1485586	Streptomyces calidiresistens	species	0	0	0	10	0
2079793	Aeromicrobium chenweiae	species	0	0	0	8	1
2587037	Pseudomonas sp. OG7	species	0	0	0	14	0
2975972	Kribbella sp. NBC_00709	species	0	0	0	13	2
3155499	Catellatospora sp. NPDC049133	species	0	0	0	9	1
3364192	Microbacterium sp. NPDC087591	species	0	0	0	15	5
2484964	Leptospira noumeaensis	species	0	0	0	10	1
1962156	Streptomyces sp. NRRL B-24572	species	0	0	0	2	0
526944	Tetragenococcus osmophilus	species	0	0	0	1	2
3160583	Winogradskyella sp. Asnod2-B02-A	species	0	0	0	3	6
1576550	Candidatus Kinetoplastidibacterium kentomonadis	species	0	0	0	4	0
2984495	Streptomyces beihaiensis	species	0	0	0	9	1
3103149	Oceanococcaceae	family	0	0	0	4	0
2800130	Parapedobacter sp. ISTM3	species	0	0	0	5	9
620910	Luteimicrobium subarcticum	species	0	0	0	35	1
1777	Mycobacterium gastri	species	0	0	0	14	0
46353	Agrococcus jenensis	species	0	0	0	1	1
233181	Candidatus Kinetoplastidibacterium blastocrithidiae	species	0	0	0	1	3
2954806	Oscillatoria sp. HE19RPO	species	0	0	0	21	0
1927959	Dyella choica	species	0	0	0	7	5
3137396	Thiocapsa sp. C3-sup	species	0	0	0	26	0
2785297	Savagea serpentis	species	0	0	0	2	2
1169350	Citrobacter sp. KTE32	species	0	0	0	1	2
2831894	Serratia sp. JSRIV002	species	0	0	0	2	4
2931398	Cellulosimicrobium sp. MI9406	species	0	0	0	3	0
112904	Enterococcus villorum	species	0	0	0	2	7
103728	Actinokineospora diospyrosa	species	0	0	0	9	1
3155116	Streptomyces sp. NPDC007883	species	0	0	0	2	0
3043850	Pseudomonas sp. OTU5201	species	0	0	0	11	4
2926403	Marinobacter sp. S6332	species	0	0	0	6	4
3047092	Rhodococcus sp. IEGM 1305	species	0	0	0	3	0
2678690	Pseudomonas sp. MAG002Y	species	0	0	0	22	0
2035204	Acidovorax sp. 59	species	0	0	0	5	10
90736	Moritella marina	species	0	0	0	1	3
2699193	Aeromonas sp. 1HA1	species	0	0	0	2	22
2972477	Rhodococcus sp. PAE-6	species	0	0	0	1	1
68199	Streptomyces flavochromogenes	species	0	0	0	1	1
1387313	Streptantibioticus rubrisoli	species	0	0	0	13	1
2821095	Shimia sp. R10_1	species	0	0	0	2	2
3364003	Gordonia sp. NPDC062954	species	0	0	0	35	0
531310	Marinactinospora thermotolerans	species	0	0	0	12	2
1890449	Microcystaceae	family	0	0	0	7	2
2637483	unclassified Actinophytocola	no rank	0	0	0	15	0
2921771	Caballeronia sp. AAUFL_F1_KS47	species	0	0	0	16	0
407022	Olivibacter domesticus	species	0	0	0	5	7
2879618	Arthrobacter sp. FW306-2-2C-D06B	species	0	0	0	5	0
2962860	Micromonospora sp. BRA006-A	species	0	0	0	5	0
3159663	Salmonella sp. s54234	species	0	0	0	1	1
3346901	Kitasatospora sp. NPDC059673	species	0	0	0	8	0
619730	Terrabacter carboxydivorans	species	0	0	0	10	2
686796	Algoriphagus faecimaris	species	0	0	0	4	11
2633198	unclassified Luminiphilus	no rank	0	0	0	10	2
3365514	Streptomyces sp. NPDC048202	species	0	0	0	2	0
2975981	Micromonospora sp. NBC_00898	species	0	0	0	8	0
3365845	Streptomyces sp. NPDC088252	species	0	0	0	16	0
2058892	Arthrobacter sp. B1805	species	0	0	0	2	3
3347089	Promicromonospora sp. NPDC060271	species	0	0	0	6	0
3047867	Polynucleobacter sp. HIN8	species	0	0	0	4	0
3383126	Kineococcus sp. SYSU DK005	species	0	0	0	19	0
2696567	Kineococcus siccus	species	0	0	0	74	0
3364818	Streptomyces sp. NPDC008163	species	0	0	0	18	0
2483363	Marichromatium sp. AB32	species	0	0	0	2	3
1305829	Streptomyces sp. Amel2xB2	species	0	0	0	3	0
3439530	Kitasatospora sp. McL0602	species	0	0	0	22	1
67381	Streptomyces violascens	species	0	0	0	8	1
2921765	Caballeronia sp. ATUFL_F2_KS42	species	0	0	0	4	3
1822214	Halioglobus sp. HI00S01	species	0	0	0	44	9
2071994	Corynebacterium sp. 13CS0277	species	0	0	0	12	0
2795031	Rhodococcus sp. P-2	species	0	0	0	4	0
3160862	Actinopolymorpha sp. B11F2	species	0	0	0	12	0
2735259	Alloalcanivorax profundimaris	species	0	0	0	9	6
2499163	Flagellimonas oceanensis	species	0	0	0	3	5
2663838	Bradyrhizobium sp. CIR3A	species	0	0	0	42	3
3232991	Paenibacillus sp. 2RAB27	species	0	0	0	2	1
2793282	Rheinheimera maricola	species	0	0	0	13	3
2663873	Bosea sp. OAE752	species	0	0	0	19	3
1775880	Glutamicibacter mishrai	species	0	0	0	5	47
3082444	Niallia sp. XMNu-256	species	0	0	0	1	3
661182	Perlucidibaca	genus	0	0	0	6	3
2078691	Streptomyces sp. CB01881	species	0	0	0	12	0
450798	Catenulispora subtropica	species	0	0	0	20	1
1736380	Rhizobium sp. Leaf453	species	0	0	0	10	0
652787	Mucilaginibacter mallensis	species	0	0	0	8	12
1748220	Ornithinicoccus halotolerans	species	0	0	0	21	2
1564160	Geodermatophilus bullaregiensis	species	0	0	0	18	2
2763503	Paenibacillus terricola	species	0	0	0	6	4
2576838	Pseudarthrobacter sp. NamE2	species	0	0	0	18	0
3023517	Brachybacterium sp. GPGPB12	species	0	0	0	5	0
2876561	Methylophilus sp. Leaf408	species	0	0	0	7	3
2747811	Thermosynechococcus sp. M98_K2018_005	species	0	0	0	15	0
2639107	unclassified Roseitalea	no rank	0	0	0	6	0
3364625	Streptomyces sp. NPDC001930	species	0	0	0	1	0
1851	Saccharomonospora	genus	0	0	0	58	6
2697319	Pseudooceanicola aestuarii	species	0	0	0	21	2
2530200	Flagellimonas alvinocaridis	species	0	0	0	3	8
1945592	Lagierella	genus	0	0	0	1	1
40318	Streptomyces nodosus	species	0	0	0	2	0
46171	Nonomuraea africana	species	0	0	0	11	0
3364321	Nocardia sp. NPDC050630	species	0	0	0	34	0
3365686	Streptomyces sp. NPDC052236	species	0	0	0	10	0
3346441	Cellulomonas sp. NPDC058312	species	0	0	0	34	1
3117021	Bradyrhizobium sp. AZCC 2230	species	0	0	0	4	0
3436929	Yinghuangia sp. YIM S09857	species	0	0	0	31	3
158627	Pseudomonas graminis	species	0	0	0	8	4
1947361	Psychrobacter sp. UBA6766	species	0	0	0	13	2
293075	Leptospira terpstrae	species	0	0	0	21	3
1587523	Microbacterium sp. MEJ108Y	species	0	0	0	2	2
2162892	Muricauda brasiliensis	species	0	0	0	1	1
2807673	Bradyrhizobium sp. JYMT SZCCT0428	species	0	0	0	15	4
1188745	Nonomuraea thailandensis	species	0	0	0	32	1
416872	Halomonas saccharevitans	species	0	0	0	4	4
1632025	Aliiroseovarius zhejiangensis	species	0	0	0	3	1
1844999	Listeria sp. PSOL-1	species	0	0	0	3	2
2769272	Pseudomonas sp. PDM19	species	0	0	0	9	0
2811394	Acerihabitans sp.	species	0	0	0	1	6
927787	Microbulbifer mangrovi	species	0	0	0	2	1
3109595	Novosphingobium sp. RL4	species	0	0	0	6	3
1638981	Demequina phytophila	species	0	0	0	4	2
1259199	Cryobacterium tagatosivorans	species	0	0	0	15	3
3159886	Salmonella sp. SAL4431	species	0	0	0	7	0
1312954	Arthrobacter sp. Br18	species	0	0	0	4	1
633440	Nonomuraea jiangxiensis	species	0	0	0	14	1
1534743	Vibrio hyugaensis	species	0	0	0	4	1
3038653	Rossellomorea sp. DA94	species	0	0	0	1	1
1544730	Kribbella qitaiheensis	species	0	0	0	32	5
1834081	Mycobacterium sp. 1482292.6	species	0	0	0	2	0
2058657	Zhihengliuella sp. ISTPL4	species	0	0	0	4	0
2847985	Synechococcus sp. CS-197	species	0	0	0	14	0
3154564	Streptomyces sp. NPDC005708	species	0	0	0	9	1
2954492	Klenkia sp. PcliD-1-E	species	0	0	0	24	1
111804	Actinomadura oligospora	species	0	0	0	13	0
3046304	Streptomyces sp. H27-D2	species	0	0	0	7	1
2957008	Mesorhizobium sp. M0830	species	0	0	0	31	5
3457322	Jeotgalibaca sp. A122	species	0	0	0	8	40
2817442	Burkholderia sp. BCC1985	species	0	0	0	1	2
2795429	unclassified Novipirellula	no rank	0	0	0	8	0
3416658	Gordonia sp. DT219	species	0	0	0	2	1
3114695	Turicibacter sp. KK003	species	0	0	0	1	0
3075523	Streptomyces mooreae	species	0	0	0	2	0
1570137	Arthrobacter sp. B6	species	0	0	0	3	0
421122	Microbacterium sp. H6	species	0	0	0	2	2
1874630	Clavibacter capsici	species	0	0	0	16	0
2828862	Arthrobacter sp. Helios	species	0	0	0	1	2
3075482	Brucella sp. NBRC 13694	species	0	0	0	1	0
3368597	Sulfitobacter sp. 1A13679	species	0	0	0	4	0
2979865	Nesterenkonia marinintestina	species	0	0	0	6	1
2859226	Mycetocola spongiae	species	0	0	0	5	2
1337874	Catellatospora aurea	species	0	0	0	3	0
3154410	Streptomyces sp. NPDC002138	species	0	0	0	4	0
1649464	Litoribrevibacter	genus	0	0	0	3	0
563162	Novosphingobium sediminicola	species	0	0	0	9	1
419477	Nocardia speluncae	species	0	0	0	4	0
2485186	Cellulomonas sp. PhB143	species	0	0	0	45	0
2058900	Arthrobacter sp. ZGTC412	species	0	0	0	2	0
3364397	Peribacillus sp. NPDC097198	species	0	0	0	1	3
33925	Entomoplasmataceae	family	0	0	0	2	2
2871706	Devosia sp. BK	species	0	0	0	6	1
2591108	Actinomadura sp. WMMA1423	species	0	0	0	7	0
3346286	Microbacterium sp. NPDC057944	species	0	0	0	1	4
2879620	Arthrobacter sp. FW306-05-C	species	0	0	0	7	1
1128664	Amycolatopsis cihanbeyliensis	species	0	0	0	5	1
2873700	Robertkochia aurantiaca	species	0	0	0	3	3
3115651	Gordonia prachuapensis	species	0	0	0	7	0
2706021	Streptomyces sp. SID10362	species	0	0	0	4	0
3020892	Streptomyces sp. HD	species	0	0	0	1	0
3155036	Promicromonospora sp. NPDC050262	species	0	0	0	4	1
56142	Metamycoplasma faucium	species	0	0	0	1	2
3159898	Salmonella sp. SAL4443	species	0	0	0	3	0
3157226	Kitasatospora sp. NPDC097605	species	0	0	0	2	0
1888910	Roseovarius aestuariivivens	species	0	0	0	2	1
1873524	Halodesulfurarchaeum formicicum	species	0	0	0	2	0
1501269	Prochlorococcus sp. MIT 0801	species	0	0	0	1	0
1817495	Agromyces binzhouensis	species	0	0	0	8	2
1397108	Celeribacter marinus	species	0	0	0	3	1
3364560	Streptomyces sp. NPDC001307	species	0	0	0	11	0
3364216	Micromonospora sp. NPDC000316	species	0	0	0	8	0
69373	Curtobacterium pusillum	species	0	0	0	2	6
2986147	Mycobacterium sp. 94-17	species	0	0	0	5	1
2819979	Cellulomonas dongxiuzhuiae	species	0	0	0	26	1
1621260	Streptomyces sp. NBRC 110028	species	0	0	0	6	0
3064525	Paenibacillus lacisoli	species	0	0	0	4	7
2249762	Nonomuraea lactucae	species	0	0	0	9	0
312286	Trueperella bonasi	species	0	0	0	9	4
3351545	Coleofasciculus sp. H7-2	species	0	0	0	13	1
2721165	Streptomyces sp. MNP-20	species	0	0	0	9	0
1532557	Achromobacter sp. RTa	species	0	0	0	6	1
3040014	Rhizobium sp. BR 315	species	0	0	0	3	0
104205	Streptomonospora salina	species	0	0	0	5	1
2950024	Leptospira paudalimensis	species	0	0	0	11	0
1463632	Nesterenkonia sedimenti	species	0	0	0	13	1
2511203	Rahnella sp. CFA14(1/10)	species	0	0	0	2	0
3364357	Nonomuraea sp. NPDC049714	species	0	0	0	3	2
3028648	Streptomyces sp. AK02-01A	species	0	0	0	4	0
1605990	Actinorugispora endophytica	species	0	0	0	12	0
1352928	Haloactinomyces albus	species	0	0	0	5	2
46163	Actinomadura luteofluorescens	species	0	0	0	6	2
1519494	Nocardiopsis sp. NRRL B-16309	species	0	0	0	7	0
2741721	Nonomuraea montanisoli	species	0	0	0	5	1
2954046	Wolbachia endosymbiont (group A) of Philonthus cognatus	species	0	0	0	1	0
37333	Nocardia transvalensis	species	0	0	0	40	3
732241	Neomicrococcus lactis	species	0	0	0	7	2
1977088	Streptomyces ficellus	species	0	0	0	8	0
3050188	Corynebacterium sp. MSK008	species	0	0	0	1	0
3154729	Nonomuraea sp. NPDC049504	species	0	0	0	8	0
1761745	Arthrobacter sp. ok362	species	0	0	0	6	0
2907215	Saccharothrix sp. S26	species	0	0	0	27	0
2164099	Chitinophaga deserti	species	0	0	0	13	9
3016093	Verrucosispora sp. WMMD1129	species	0	0	0	6	0
3364347	Nonomuraea sp. NPDC048826	species	0	0	0	8	0
1660153	Variovorax sp. SCN 67-20	species	0	0	0	27	4
1128665	Lentzea nigeriaca	species	0	0	0	4	1
3028693	Streptomyces sp. ND04-05B	species	0	0	0	3	0
2807616	Polycladomyces zharkentensis	species	0	0	0	3	2
3030993	Microtetraspora sp. NBRC 16547	species	0	0	0	6	0
2981529	Staphylococcus marylandisciuri	species	0	0	0	1	0
1381751	Brevibacterium sp. VCM10	species	0	0	0	1	4
524884	Saccharopolyspora rosea	species	0	0	0	4	1
182710	Oceanobacillus iheyensis	species	0	0	0	3	4
240125	Mycobacterium parascrofulaceum	species	0	0	0	9	0
3346385	Kitasatospora sp. NPDC058218	species	0	0	0	6	1
3351349	Herpetosiphon sp. NSE202	species	0	0	0	28	5
1933817	Kribbella sp. ALI-6-A	species	0	0	0	2	0
2908644	Actinotalea sp. C106	species	0	0	0	12	0
915325	Nostoc sp. LEGE 06077	species	0	0	0	4	2
2903599	Sphaerisporangium sp. NBC_01403	species	0	0	0	3	0
2838874	Streptomyces sp. CYG21	species	0	0	0	4	0
1259159	Cryobacterium sp. Hh7	species	0	0	0	19	0
2697563	Brevibacterium atlanticum	species	0	0	0	3	0
84632	Kineosporia succinea	species	0	0	0	57	3
2645703	unclassified Actinocorallia	no rank	0	0	0	6	0
3070660	Mangrovimonas sp. YM274	species	0	0	0	2	5
453573	Actinomadura bangladeshensis	species	0	0	0	8	4
2811421	Rhodococcus pseudokoreensis	species	0	0	0	1	1
3346576	Streptomyces sp. NPDC058653	species	0	0	0	1	0
1288362	Actinoplanes sp. ATCC 53533	species	0	0	0	21	6
2033033	Aeromonas sp. CU5	species	0	0	0	2	7
2664261	Leptodesmis	genus	0	0	0	32	2
480520	Myroides profundi	species	0	0	0	2	8
3155413	Kribbella sp. NPDC051770	species	0	0	0	8	1
67364	Streptomyces sioyaensis	species	0	0	0	19	1
1945855	Rhodanobacter sp. C05	species	0	0	0	6	4
3420440	Janibacter sp. G1551	species	0	0	0	7	1
2603896	Methylobacterium sp. WL19	species	0	0	0	5	1
3346190	Streptomyces sp. NPDC057638	species	0	0	0	7	0
2607833	Moorena sp. SIO3I8	species	0	0	0	4	1
2767878	Bombilactobacillus	genus	0	0	0	1	26
2792056	Salinibacterium sp. SWN248	species	0	0	0	11	0
2956968	Mesorhizobium sp. M0598	species	0	0	0	21	1
3435883	Lentzea xerophila	species	0	0	0	7	1
370766	Vreelandella gomseomensis	species	0	0	0	2	1
3366097	Streptomyces sp. NPDC098781	species	0	0	0	1	0
3062624	Psychrobium sp. 1_MG-2023	species	0	0	0	9	4
3346201	Nocardia sp. NPDC057663	species	0	0	0	3	0
2782609	Bradyrhizobium sp. 131	species	0	0	0	2	0
1938367	Pseudoalteromonas sp. SK20	species	0	0	0	8	0
2896847	Streptacidiphilus sp. ASG 303	species	0	0	0	5	0
3346046	Kitasatospora sp. NPDC057198	species	0	0	0	3	0
430685	Actinomadura miaoliensis	species	0	0	0	13	2
3156760	Streptomyces sp. NPDC006368	species	0	0	0	6	0
476552	Streptomyces milbemycinicus	species	0	0	0	12	0
1660183	Kineococcus mangrovi	species	0	0	0	6	2
1783348	Corynebacterium guangdongense	species	0	0	0	5	1
173560	Saccharothrix algeriensis	species	0	0	0	16	1
37484	Nonomuraea helvata	species	0	0	0	12	1
68217	Kitasatospora herbaricolor	species	0	0	0	6	0
3365645	Streptomyces sp. NPDC051218	species	0	0	0	1	0
2789283	Amycolatopsis sp. lyj-23	species	0	0	0	12	0
2792053	Salinibacterium sp. SWN1162	species	0	0	0	9	0
2975961	Embleya sp. NBC_00896	species	0	0	0	13	1
1651781	Nocardioides conyzicola	species	0	0	0	28	3
1804986	Amycolatopsis albispora	species	0	0	0	3	2
1856638	Streptococcus bovimastitidis	species	0	0	0	1	1
3364221	Micromonospora sp. NPDC001898	species	0	0	0	5	0
3155178	Kitasatospora sp. NPDC086791	species	0	0	0	37	1
2903883	Streptomyces sp. NBC_01483	species	0	0	0	6	1
1805827	Rhodococcus sp. MTM3W5.2	species	0	0	0	1	1
3364414	Pseudarthrobacter sp. NPDC092419	species	0	0	0	1	0
2975423	Stenotrophomonas sp. GD04028	species	0	0	0	2	3
165814	Agromyces aurantiacus	species	0	0	0	24	2
3154460	Kitasatospora sp. NPDC004799	species	0	0	0	9	0
3095076	Nocardioides bizhenqiangii	species	0	0	0	33	3
85682	Anaerobacillus arseniciselenatis	species	0	0	0	6	1
3346622	Streptomyces sp. NPDC058746	species	0	0	0	1	0
1958950	Pseudomonas floridensis	species	0	0	0	6	0
683318	Frankia sp. KB5	species	0	0	0	12	0
515440	Oceanotoga teriensis	species	0	0	0	1	3
333138	Halalkalibacter okhensis	species	0	0	0	3	1
3155666	Streptomyces sp. NPDC051051	species	0	0	0	6	0
2620028	unclassified Dinoroseobacter	no rank	0	0	0	5	0
3364292	Mycobacterium sp. NPDC048908	species	0	0	0	22	0
2629395	unclassified Jatrophihabitans	no rank	0	0	0	10	1
187303	Methylocystis sp. SC2	species	0	0	0	12	2
1566827	Aquisalinus luteolus	species	0	0	0	4	4
1855909	Polynucleobacter sp. MWH-Svant-W18	species	0	0	0	3	0
1736232	Arthrobacter sp. Leaf69	species	0	0	0	6	1
2725264	Devosia sp. MC1541	species	0	0	0	3	0
413810	Halalkalicoccus jeotgali	species	0	0	0	4	1
2723403	Paeniglutamicibacter terrestris	species	0	0	0	3	16
365617	Paenibacillus sabinae	species	0	0	0	1	1
3234143	Pseudomonas sp. WC2401	species	0	0	0	1	0
2746738	Myroides sp. R163-1	species	0	0	0	1	3
3156762	Streptomyces sp. NPDC006386	species	0	0	0	2	0
453851	Henriciella marina	species	0	0	0	5	1
3133280	Sorangium sp. So ce124	species	0	0	0	35	1
2917746	Mycolicibacterium sp. OfavD-34-C	species	0	0	0	26	0
3346269	Streptomyces sp. NPDC057877	species	0	0	0	3	0
2847979	Synechococcus sp. CS-1325	species	0	0	0	3	0
498199	Dietzia cercidiphylli	species	0	0	0	27	1
3034163	Gordonia sp. N1V	species	0	0	0	7	5
2951405	Methylocystis suflitae	species	0	0	0	4	0
3155747	Actinomadura sp. NPDC048032	species	0	0	0	5	0
1500894	Massilia sp. 9096	species	0	0	0	3	4
1266600	Glaciihabitans tibetensis	species	0	0	0	14	2
85991	Chlamydia pecorum	species	0	0	0	3	2
3346093	Streptomyces sp. NPDC057301	species	0	0	0	3	1
2769067	Paramicrobacterium chengjingii	species	0	0	0	7	4
3015172	Mesorhizobium sp. Cs1299R1N1	species	0	0	0	3	0
3364372	Nonomuraea sp. NPDC051191	species	0	0	0	8	0
1938617	Rathayibacter sp. VKM Ac-2630	species	0	0	0	10	0
2854029	Hasllibacter sp. MH4015	species	0	0	0	4	1
2662259	Pseudomonas sp. SZ57	species	0	0	0	2	1
2890835	Halomonas dongshanensis	species	0	0	0	3	1
2025606	Synechococcus sp. 8F6	species	0	0	0	9	0
2529859	Agromyces sp. H66	species	0	0	0	42	4
3155592	Streptomyces sp. NPDC005813	species	0	0	0	7	0
3453903	Microbacterium sp. 22296	species	0	0	0	6	0
2624628	unclassified Sagittula	no rank	0	0	0	2	1
2562453	Methylorubrum sp. Q1	species	0	0	0	6	0
1442551	Synechococcus sp. BMK-MC-1	species	0	0	0	7	2
1437817	Methylopila sp. Yamaguchi	species	0	0	0	4	4
2729112	Microbispora sp. H13382	species	0	0	0	2	0
3240029	Sphaerimonospora sp. CA-214678	species	0	0	0	1	0
1259183	Cryobacterium algoricola	species	0	0	0	12	2
2759956	Streptomyces cupreus	species	0	0	0	19	0
2624132	unclassified Draconibacterium	no rank	0	0	0	1	0
1933778	Saccharothrix sp. ALI-22-I	species	0	0	0	9	1
86796	Nocardioides aurantiacus	species	0	0	0	71	3
1708751	Nitrincola tapanii	species	0	0	0	25	10
3457442	Psychrobacter sp. 1Y7	species	0	0	0	6	1
935837	Bacillus sp. J37	species	0	0	0	1	0
3047091	Rhodococcus sp. IEGM 1307	species	0	0	0	14	0
2975642	Streptomyces sp. NBC_00076	species	0	0	0	5	0
2964767	Rhodalgimonas zhirmunskyi	species	0	0	0	2	2
2762236	Microbacterium pullorum	species	0	0	0	10	2
3155761	Streptomyces sp. NPDC048623	species	0	0	0	3	0
1890	Streptomyces antibioticus	species	0	0	0	6	1
2903581	Kribbella sp. NBC_01510	species	0	0	0	22	1
3058598	Ralstonia psammae	species	0	0	0	2	2
2487416	Streptomyces sp. WAC06614	species	0	0	0	42	1
1638980	Demequina gelatinilytica	species	0	0	0	9	3
2512215	Kribbella caucasensis	species	0	0	0	64	3
2782669	Bradyrhizobium sp. 30	species	0	0	0	5	1
1765960	Streptococcus penaeicida	species	0	0	0	15	2
3154976	Aeromicrobium sp. NPDC092404	species	0	0	0	2	0
479117	Brevibacterium ravenspurgense	species	0	0	0	8	3
2861750	Amycolatopsis sp. TNS106	species	0	0	0	4	0
2922868	Streptomyces marispadix	species	0	0	0	3	0
2593535	Aliidiomarina halalkaliphila	species	0	0	0	3	1
