	ALB.17_ERR1713331_db11.ganon_report.tre	AUS.18_ERR1713332_db11.ganon_report.tre	AUS.18a_ERR1713333_db11.ganon_report.tre	AUT.70_ERR1713334_db11.ganon_report.tre	BGR.66_ERR1713335_db11.ganon_report.tre	BRA.53_ERR1713336_db11.ganon_report.tre	BRA.53a_ERR1713337_db11.ganon_report.tre	BWA.19_ERR1713338_db11.ganon_report.tre	CAN.22_ERR1713339_db11.ganon_report.tre	CAN.22a_ERR1713340_db11.ganon_report.tre	CAN.22b_ERR1713341_db11.ganon_report.tre	CAN.22c_ERR1713342_db11.ganon_report.tre	CHE.67_ERR1713343_db11.ganon_report.tre	CHN.64_ERR1713344_db11.ganon_report.tre	CIV.13_ERR1713345_db11.ganon_report.tre	COL.2_ERR1713346_db11.ganon_report.tre	CZE.23_ERR1713347_db11.ganon_report.tre	DEU.27_ERR1713348_db11.ganon_report.tre	DNK.71_RA_ERR1713349_db11.ganon_report.tre	DNK.71_RD_ERR1713350_db11.ganon_report.tre	DNK.71_RL_ERR1713351_db11.ganon_report.tre	ECU.14_ERR1713352_db11.ganon_report.tre	ECU.14a_ERR1713353_db11.ganon_report.tre	ESP.75_ERR1713354_db11.ganon_report.tre	ETH.24_ERR1713355_db11.ganon_report.tre	FIN.25_ERR1713356_db11.ganon_report.tre	GEO.59_ERR1713357_db11.ganon_report.tre	GHA.4_ERR1713358_db11.ganon_report.tre	HRV.68_ERR1713360_db11.ganon_report.tre	HUN.61_ERR1713361_db11.ganon_report.tre	IND.11_ERR1713362_db11.ganon_report.tre	IRL.69_ERR1713363_db11.ganon_report.tre	IRN.12_ERR1713364_db11.ganon_report.tre	ISL.28_ERR1713365_db11.ganon_report.tre	ISR.29_ERR1713366_db11.ganon_report.tre	ITA.30_ERR1713367_db11.ganon_report.tre	KAZ.6_ERR1713368_db11.ganon_report.tre	KEN.72_ERR1713369_db11.ganon_report.tre	KHM.21_ERR1713370_db11.ganon_report.tre	LKA.40_ERR1713371_db11.ganon_report.tre	LUX.32_ERR1713372_db11.ganon_report.tre	LVA.31_ERR1713373_db11.ganon_report.tre	MDA.65_ERR1713374_db11.ganon_report.tre	MKD.62_ERR1713375_db11.ganon_report.tre	MLT.63_ERR1713376_db11.ganon_report.tre	MYS.54_ERR1713377_db11.ganon_report.tre	NGA.50_ERR1713378_db11.ganon_report.tre	NLD.43_ERR1713379_db11.ganon_report.tre	NOR.34_ERR1713380_db11.ganon_report.tre	NPL.33_ERR1713381_db11.ganon_report.tre	NZL.56_ERR1713382_db11.ganon_report.tre	PAK.7_ERR1713384_db11.ganon_report.tre	PER.35_ERR1713385_db11.ganon_report.tre	POL.36_ERR1713383_db11.ganon_report.tre	SEN.8_ERR1713386_db11.ganon_report.tre	SGP.52_ERR1713387_db11.ganon_report.tre	SRB.37_ERR1713388_db11.ganon_report.tre	SVK.9_ERR1713389_db11.ganon_report.tre	SVN.38_ERR1713390_db11.ganon_report.tre	SWE.41_ERR1713391_db11.ganon_report.tre	SWE.41a_ERR1713392_db11.ganon_report.tre	TCD.1_ERR1713393_db11.ganon_report.tre	TGO.44_ERR1713394_db11.ganon_report.tre	TUR.46_ERR1713395_db11.ganon_report.tre	TZA.15_ERR1713396_db11.ganon_report.tre	USA.74_ERR1713397_db11.ganon_report.tre	USA.74a_ERR1713398_db11.ganon_report.tre	USA.74b_ERR1713399_db11.ganon_report.tre	USA.74c_ERR1713400_db11.ganon_report.tre	USA.74d_ERR1713401_db11.ganon_report.tre	USA.74e_ERR1713402_db11.ganon_report.tre	USA.74f_ERR1713403_db11.ganon_report.tre	USA.74g_ERR1713404_db11.ganon_report.tre	USA.74h_ERR1713405_db11.ganon_report.tre	USA.74i_ERR1713406_db11.ganon_report.tre	VNM.48_ERR1713407_db11.ganon_report.tre	XK.60_ERR1713408_db11.ganon_report.tre	ZAF.39_ERR1713409_db11.ganon_report.tre	ZMB.49_ERR1713410_db11.ganon_report.tre	ZMB.49b_ERR1713411_db11.ganon_report.tre
Shirevirus	2	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	2	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Efemunavirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0	0	1	0	0	0	0	0	15	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Baihuvirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0
Mimivirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Palleronia	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0
Halorarum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Bodocaedibacter	1	0	0	0	5	0	4	0	0	1	0	0	0	5	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	2	2	0	3	0	3	2	0	0	0	10	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	3	1	0	2	0	0	0	0	0	1	0	1	0	1	1	2	1	1	0	1	0	0	0
Methylibium	50	33	9	89	131	32	45	173	31	12	59	163	190	411	130	4	78	76	347	280	201	32	38	169	136	91	4	255	104	20	34	104	75	437	7	223	122	60	55	4	325	72	132	91	93	42	260	32	85	24	29	123	222	747	136	184	167	96	156	258	221	1	122	32	86	131	25	97	112	27	114	24	20	309	88	23	109	137	98	59
Leadbetterella	22	13	2	22	13	4	9	2	0	1	8	24	15	35	28	0	13	8	30	45	21	94	2	6	5	109	79	27	27	2	43	74	15	151	4	51	63	5	1	5	71	14	8	18	12	7	6	0	31	11	56	44	10	19	4	8	21	13	1000	80	86	3	14	103	10	11	3	1	13	5	9	4	2	13	11	38	17	3	5	5
Helcococcus	0	0	1	1	0	3	0	5	0	0	1	2	0	3	7	2	0	0	0	0	0	1	1	0	13	3	0	0	0	0	2	0	0	0	1	0	0	11	0	1	0	0	0	0	10	1	4	0	0	26	0	6	11	140	1	0	1	0	11	8	1	2	0	0	8	0	0	0	4	2	4	0	0	2	0	0	0	3	2	0
Aminobacter	402	394	91	457	288	290	143	301	89	52	288	1569	187	159	105	186	282	289	560	776	371	316	265	355	1720	375	18	67	253	52	73	1247	145	140	35	694	277	389	66	20	1557	174	238	227	542	120	96	36	374	161	595	119	287	264	219	235	295	448	590	601	289	2	95	269	128	913	463	150	608	505	676	202	42	1220	1551	112	551	780	464	172
Myxococcus	1	0	0	1	1	0	5	4	0	0	1	2	0	2	2	0	2	1	4	0	4	1	5	0	1	0	0	12	0	0	0	1	2	0	0	0	3	1	10	1	8	0	4	1	0	0	10	0	1	5	0	2	5	5	3	0	0	2	5	3	3	0	0	0	3	0	0	1	5	0	0	1	0	0	1	0	9	1	4	0
Burkholderia	125	51	138	308	112	159	792	229	10	3	180	4187	196	182	1691	62	176	71	418	401	206	113	73	131	120	258	13	199	137	22	809	297	90	144	19	222	172	142	76	176	1052	53	89	91	103	97	200	21	287	31	247	402	148	41	80	692	259	130	261	448	393	3	35	164	501	1536	272	102	308	1796	289	40	35	650	363	263	330	50	250	68
Thiomonas	52	38	15	23	39	16	205	19	212	3	19	133	19	93	37	4	19	15	180	202	97	29	14	61	276	65	2	8	16	10	43	49	22	17	4	66	31	59	18	80	65	29	22	46	26	29	16	5	93	3	38	463	257	53	57	61	50	119	31	132	66	0	7	119	70	116	31	23	290	69	102	23	16	407	25	123	92	12	230	137
Iodobacter	0	0	2	0	0	0	2	0	0	0	1	0	0	6	0	0	2	1	1	1	0	1	0	1	3	0	0	0	2	1	5	1	0	1	0	4	0	3	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	3	0	2	0	0	0	1	0	1	1	0	0	0	0	0	7	0	1	0	0	2	0
Neoasaia	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Leptotrichia	177	37	44	81	38	1025	42	61	15	11	255	312	32	50	523	33	711	77	336	582	121	80	32	212	658	147	16	3	135	26	41	70	253	17	22	69	244	463	19	24	122	154	231	266	200	187	147	9	60	83	91	1083	823	92	172	147	153	135	137	341	68	0	3	12	132	291	132	44	113	253	62	14	29	731	184	9	440	163	299	109
Sebaldella	13120	20343	47947	9558	3155	34691	1374	33868	11976	2632	29043	44502	7498	1084	11184	13804	20280	11334	14071	21565	9501	17767	8010	48270	600796	11734	785	1389	20882	2793	1146	3684	46499	1634	7117	12506	19126	57684	1857	1027	9934	13448	24322	12167	108643	1045	12140	1079	1771	22906	2685	17656	268365	15315	19946	2087	16108	20199	27221	67449	6260	274	1040	1809	4649	66527	3557	2420	229827	23358	138730	49400	35642	497555	78998	998	21694	25807	41962	20029
Sphaerisporangium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Rothia	250	42	44	106	36	105	49	118	10	13	123	497	63	42	253	76	115	46	117	260	132	7	936	93	179	100	10	17	43	15	81	119	48	23	15	39	71	203	188	25	330	39	105	46	19	67	1022	4	47	995	23	183	524	88	290	70	230	47	464	328	77	0	7	6	87	365	94	51	191	243	140	31	9	505	79	26	487	474	337	161
Kingella	7	51	10	13	25	417	13	346	5	0	13	43	6	33	165	0	45	13	43	56	56	8	11	6	63	30	6	13	21	6	36	18	27	17	10	33	51	65	7	5	53	16	32	27	54	33	25	5	16	9	8	56	95	12	27	71	48	24	38	128	41	0	9	11	62	43	9	4	153	15	65	9	7	61	31	3	37	231	65	13
Coralliovum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sanyastnella	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Okeanomitos	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paramixta	1	0	1	0	1	2	0	0	0	0	1	2	0	2	0	0	0	1	0	3	1	0	0	1	2	0	0	0	0	0	5	1	1	0	0	0	0	0	1	6	0	0	0	0	1	2	0	0	0	0	0	1	1	0	3	4	1	0	0	0	2	1	1	1	6	1	0	0	4	0	1	0	0	2	0	9	0	0	1	2
Dokdonella	2	48	5	17	9	3	5	5	4	3	8	22	28	10	5	0	60	22	236	46	20	3	0	13	4	17	2	3	5	2	5	47	3	4	1	115	3	3	2	0	44	9	5	4	4	11	4	16	44	3	26	12	7	7	1	56	8	17	11	62	39	0	8	1	2	35	7	19	6	4	2	7	3	46	7	3	9	4	7	7
Metallumcola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pontibacter	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	2	0	0	1	0	0	4	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
Shinella	2739	2450	826	3255	1625	1618	515	2226	314	138	1765	7183	643	1285	982	536	2666	1554	1335	2470	1278	1719	4422	1061	2088	5267	75	369	1359	448	502	2891	1481	526	332	1459	2068	1637	858	206	6871	1994	2397	1150	276	3615	2682	59	1231	3071	1196	1447	1693	2059	2354	2484	3394	1853	4762	4463	3016	15	400	723	570	10493	2285	289	2956	4796	4417	1618	313	4043	3227	629	3873	4640	1655	944
Aquipseudomonas	1931	1615	191	2658	3246	3556	1218	1289	466	146	4472	1671	1121	3873	10502	111	3334	1734	5697	7178	5867	404	2438	680	1555	2183	227	340	2344	670	1661	352	2458	2154	109	11865	8586	2538	210	881	2309	5099	7416	3570	665	9380	569	227	1158	110	280	6357	5618	3146	1117	7065	9973	4364	1204	6173	2981	27	4958	160	12560	3196	559	562	4051	487	2076	531	1167	6631	1320	2409	4958	2008	9472	5292
Ectopseudomonas	14854	403	173	7778	1294	396	893	563	697	306	2178	3351	2732	811	2378	206	1500	4928	23946	26655	11932	1129	844	1691	1296	1675	620	800	3289	802	2482	4827	3048	1775	262	7293	7670	2670	368	505	4505	1222	6036	7120	9633	924	1282	493	2093	531	2416	7527	7353	2463	979	831	10670	6510	2753	8186	7047	38	5005	2679	9122	629	344	787	4409	6363	2938	414	911	7969	8675	1065	44510	735	5504	3024
Metapseudomonas	578	57	18	245	160	27	156	46	28	9	96	742	64	68	44	15	126	34	682	881	260	1804	28	41	94	68	796	58	113	13	327	269	38	94	35	423	219	29	63	7036	404	40	119	89	156	44	27	37	255	30	1259	56	74	47	1129	37	98	146	36	271	186	7	283	3577	81	59	200	79	74	87	32	14	16	280	52	239	115	56	70	50
Phytopseudomonas	367	1	1	14	7	3	5	0	2	0	2	11	0	36	1	2	10	0	9	14	12	453	4	3	16	4	51	2	6	0	4	1	3	4	0	21	2	4	2	18	10	2	12	4	11	0	1	0	14	3	9	8	19	1	6	0	5	1	1	3	5	0	6	80	1	3	0	7	3	10	1	1	0	14	3	2	35	0	3	0
Pseudogemmatithrix	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Minisyncoccus	0	0	0	0	1	0	22	0	0	0	0	3	0	10	11	0	2	0	19	1	2	0	0	7	0	1	1	3	0	46	35	0	7	1	0	3	1	0	12	0	0	0	0	1	0	1	1	59	0	1	1	17	0	2	2	16	0	0	0	16	0	0	31	0	3	0	0	166	1	11	1	0	1	119	2	1	1	0	0	2
Candidatus Endomicrobiellum	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermatribacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gammapapillomavirus	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	6	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	3	0	0	0	0	0	0	0	0	15	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	1	2	1	0
Lambdapapillomavirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodococcoides	21	5	3	12	115	4	6	1	1	41	5	868	131	47	9	7	16	5	48	787	66	8	14	13	8	99	2	14	147	5	3	16	6	624	2	14	5	10	2	1	618	9	6	5	0	5	23	1	14	116	11	8	11	23	14	1	134	117	414	24	26	1	0	3	4	7	76	10	7	19	0	4	18	31	2	3	28	15	5	2
Dokdonia	1	3	1	4	1	3	0	0	1	0	3	0	0	0	0	0	1	1	4	1	2	59	0	0	1	1	0	0	5	0	0	0	0	1	0	3	2	0	0	0	0	2	0	1	1	0	0	0	1	3	6	2	0	1	0	0	5	1	1	8	0	0	0	5	1	0	0	0	0	1	4	0	0	8	0	0	5	0	1	0
Halothermothrix	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Candidatus Accumulibacter	234	130	19	60	107	36	148	119	10	5	31	112	36	1295	55	9	169	15	287	197	120	26	40	115	529	160	16	42	160	25	101	60	66	59	6	1497	221	169	20	10	261	31	23	109	41	40	14	2542	63	11	69	163	29	622	26	63	20	144	28	73	118	5	46	8	247	186	30	852	110	44	27	14	30	483	312	23	34	30	224	190
Cohnella	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0
Australozyma	2	0	0	0	1	2	0	1	0	0	1	3	0	1	0	0	2	0	0	0	0	2	0	1	1	0	0	0	0	0	2	0	0	0	0	0	1	2	0	0	2	0	0	0	0	0	2	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	5	11	1	0	0	168	0	0	0	5	0	0	3	0	0	0
Phascolarctobacterium	5379	7654	2280	24166	13639	15565	4855	6570	1480	925	19775	12325	4632	12782	12574	11971	12602	6601	17964	40609	17254	4493	1721	18036	11150	16329	1383	366	6319	2338	12326	14661	17675	3210	1845	6559	11926	28350	36226	3868	33060	6630	15289	20382	24956	18978	6170	357	9001	7190	4948	14080	22246	16073	4431	14476	29108	28583	33891	24706	13904	85	6946	941	11777	5837	15875	9903	35749	39841	25758	3233	5070	35925	16112	3603	18454	17072	63853	38661
Candidozyma	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	1	0
Coprococcus	14787	2196	4002	18366	2772	10979	2653	4779	496	606	8123	13540	4713	1931	7409	9283	9369	4622	16376	32755	15485	934	10280	6092	18651	8290	578	271	3008	1576	6986	21133	6009	3373	4755	2947	3845	20950	1242	837	19065	4958	8871	8798	2711	6508	25868	513	5778	55781	2706	13941	27364	12481	15502	2220	25461	6830	35532	39272	15040	103	644	346	16017	11520	16845	2092	22846	29614	15909	4019	4350	24925	11969	327	48740	22122	26025	5761
Candidatus Kinetoplastidibacterium	0	0	0	0	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	2	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1
Thauera	2267	1351	505	1626	2773	1722	3465	4797	433	130	1156	3734	4168	13266	15779	400	2659	1481	15664	18151	7079	1259	2728	2004	5558	2408	259	135867	2555	1780	3177	2132	4679	1847	221	11738	4469	4809	2075	555	8758	2072	2663	3269	8153	1533	7902	879	1082	1556	944	12148	4037	2966	5167	4375	2690	4701	24369	6296	2575	41	26601	649	10991	1686	562	1713	10929	1412	2969	1211	607	11973	6316	2460	2858	2418	6283	3001
Zymobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	2	0	0	1	1	0	0	0	0	0	1	0	0	1
Alkalibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eremothecium	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	3	0	2	0
Botrytis	64	8	3	31	3	7	34	3	1	1	6	2	15	121	194	26	9	1	17	19	16	12	12	9	18	2	8	21	18	6	23	44	1	33	12	15	5	21	38	0	58	0	24	13	3	4	8	9	7	95	39	60	96	8	43	4	16	27	41	21	35	1	1	0	17	96	206	9	5	17	28	11	5	23	15	7	41	34	21	1
Fluviicola	94	60	5	77	77	11	21	14	5	17	45	670	257	393	3	0	102	11	129	59	75	403	7	97	4	68	229	2	34	14	14	366	21	115	3	407	100	30	5	3	565	21	20	103	20	11	4	125	467	12	511	8	16	51	2	72	57	30	41	217	430	0	33	140	20	378	164	469	11	108	12	5	5	242	203	34	101	5	8	7
Larkinella	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Truepera	0	0	1	5	2	0	0	0	1	0	0	2	2	0	0	0	5	3	78	15	8	0	1	1	0	4	0	0	3	0	0	7	0	1	0	0	2	0	0	0	6	0	0	0	0	5	0	0	3	0	0	0	0	0	0	2	2	0	5	6	9	0	0	0	1	1	1	0	0	1	0	0	0	3	6	1	1	3	0	0
Halovivax	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alphapapillomavirus	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	1
Betapapillomavirus	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	37
Conchiformibius	15	5	9	0	5	94	0	12	4	0	14	12	2	1	45	0	8	9	3	29	19	8	2	25	28	2	0	0	16	2	0	7	12	0	0	0	11	37	0	0	1	2	9	3	27	5	2	1	1	5	2	18	61	1	4	14	14	5	4	16	3	0	1	1	74	3	0	2	118	2	56	9	4	151	19	0	5	60	11	9
Bergeriella	1	1	4	0	0	304	0	37	2	0	13	3	1	0	159	1	0	0	0	4	1	4	0	1	6	0	0	0	3	0	2	0	11	0	4	1	7	51	1	0	2	1	4	0	1	2	5	1	0	1	0	1	97	0	1	3	3	1	3	1	0	1	0	0	58	2	0	0	277	1	205	3	14	5	3	0	1	108	11	9
Mupapillomavirus	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	19	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	2	1	6	0	0	3	0	0	4	0	0	0
Eshraghiella	3402	116	108	1683	248	346	759	114	24	25	454	532	327	197	216	362	309	178	1359	2839	2005	103	501	475	991	556	83	33	138	73	1699	734	574	851	83	348	586	1907	99	168	2089	787	814	1205	386	303	857	52	985	4032	182	975	6051	460	499	57	1481	348	1120	2968	1535	4	488	24	3310	538	603	117	1158	2033	822	148	335	3062	485	21	6657	497	1664	772
Candidatus Southlakia	5	2	0	3	1	6	17	4	0	0	3	5	1	1	27	23	4	2	7	25	8	0	14	1	9	9	0	2	3	0	18	7	2	3	2	1	5	10	28	10	3	4	0	2	2	20	11	0	0	45	1	56	10	12	14	6	3	3	8	19	8	0	3	2	22	12	5	3	18	12	8	4	0	10	5	0	17	6	10	5
Sphingosinicella	851	770	149	695	905	1369	405	1223	73	40	448	1118	336	1323	833	110	622	301	2872	2786	1092	1235	192	423	3964	564	77	2508	803	86	413	1313	1624	185	21	1964	1098	1015	186	122	3884	206	895	988	762	574	1407	53	484	256	635	1108	633	277	783	709	1385	976	448	1179	453	4	2071	1394	1647	1176	134	80	841	639	797	332	200	2467	1454	1144	1631	1399	2241	1033
Thalassovita	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olleya	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	3	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0
