taxonomy_id	name	rank	ISR.29_ERR1713366_db6.diamond	HUN.61_ERR1713361_db6.diamond	HRV.68_ERR1713360_db6.diamond	FIN.25_ERR1713356_db6.diamond	IRN.12_ERR1713364_db6.diamond	ISL.28_ERR1713365_db6.diamond	GEO.59_ERR1713357_db6.diamond	IRL.69_ERR1713363_db6.diamond	IND.11_ERR1713362_db6.diamond	GHA.4_ERR1713358_db6.diamond
3346581	Streptomyces sp. NPDC058659	species	0	0	1	0	0	0	0	0	0	0
1203033	Lactobacillus hominis	species	0	0	1	0	3	4	0	2	4	1
1648492	Ascidiaceihabitans	genus	0	0	1	0	6	2	1	12	0	0
418750	Saccharospirillum salsuginis	species	0	0	1	3	2	1	0	1	13	50
2806299	Vulcanococcus sp. DEBay_Sum22DG08_74	species	0	0	1	2	0	0	0	0	4	0
2605776	Bifidobacterium sp. WCA-178-WT-4B	species	0	0	1	0	0	0	0	5	5	0
502821	Vreelandella stevensii	species	0	0	1	0	1	1	0	0	3	2
3026444	Pseudomonas sp. IT-P176	species	0	0	1	0	0	0	73	0	0	0
459527	Saccharibacillus kuerlensis	species	0	0	1	1	0	0	0	0	1	6
2979990	Natronoglomus mannanivorans	species	0	0	1	0	0	0	0	2	2	13
3415265	Chryseobacterium sp. CBSDS_008	species	0	0	1	2	3	4	12	3	9	3
3373189	Cellulomonas sp. P22	species	0	0	2	0	1	0	0	1	8	9
1524255	Yoonia ponticola	species	0	0	1	1	0	0	0	3	0	0
3140467	Shewanella sp. S1-58-MNA-CIBAN-0166	species	0	0	1	0	0	0	0	0	1	0
3026460	Chryseobacterium sp. IT-36CA2	species	0	0	1	4	2	2	3	0	2	0
1121084	Heyndrickxia acidiproducens	species	0	0	1	4	0	1	0	0	3	12
2485131	Acinetobacter sp. BIGb0102	species	0	0	1	0	0	1	2	0	0	0
1915317	Thioclava sp. F36-7	species	0	0	1	0	0	0	0	0	0	3
3035651	Streptomyces sp. PA5.6	species	0	0	1	0	0	0	0	0	0	0
3156456	Paenarthrobacter sp. 4246	species	0	0	1	0	0	0	0	1	1	3
2589959	Mesorhizobium sp. B2-3-4	species	0	0	1	1	3	3	0	0	5	0
3363999	Glutamicibacter sp. NPDC088455	species	0	0	1	0	0	0	0	0	0	0
2496120	Pseudomonas sp. FSL W7-0098	species	0	0	3	0	1	1	44	2	1	0
3346090	Rhodococcus sp. NPDC057297	species	0	0	1	0	0	0	0	0	0	0
3140245	Bradyrhizobium sp. B124	species	0	0	1	0	0	0	0	0	2	1
3003652	Streptococcus sp. 27098_8_148	species	0	0	1	1	0	0	0	0	0	0
1935994	Gluconacetobacter sp.	species	0	0	1	1	0	0	0	0	3	2
2922724	Geothrix alkalitolerans	species	0	0	1	2	1	3	0	0	76	13
2810368	Paractinoplanes ovalisporus	species	0	0	1	1	0	0	1	0	3	15
314238	Phyllobacterium ifriqiyense	species	0	0	1	0	1	0	0	2	1	0
66896	Peterkaempfera griseoplana	species	0	0	1	0	1	0	0	0	0	4
3114300	Sphingomonas sp. M1-B02	species	0	0	1	6	0	2	0	14	8	7
3155141	Rhodococcus sp. NPDC047139	species	0	0	1	0	0	0	0	0	0	1
2813780	Alcaligenes sp. SORT26	species	0	0	1	4	1	4	1	4	0	2
1928820	Intestinibacillus	genus	0	0	1	12	2	0	0	1	34	2
2795726	Sphingomonas mollis	species	0	0	1	4	0	1	0	2	2	2
1126236	Halobellus inordinatus	species	0	0	2	0	0	0	0	0	1	0
191302	Devosia neptuniae	species	0	0	2	3	1	1	2	8	4	10
3082953	Holzapfeliella saturejae	species	0	0	1	1	0	1	0	1	0	0
430451	Sinorhizobium sp. M14	species	0	0	1	1	0	0	0	2	0	1
521012	Glaciecola siphonariae	species	0	0	1	0	0	0	0	1	6	9
2293001	Clostridium sp. AF17-21AC	species	0	0	1	0	0	0	0	2	2	0
2860199	Qipengyuania pacifica	species	0	0	1	1	2	0	0	4	6	0
1197472	Meridianimaribacter	genus	0	0	2	0	0	0	0	0	0	1
2983832	Campylobacter sp. JMF_01 NE2	species	0	0	1	0	0	0	0	0	0	0
2081042	Polynucleobacter corsicus	species	0	0	1	0	0	0	4	2	0	1
46187	Streptosporangium longisporum	species	0	0	1	0	0	1	0	4	0	4
3364388	Paeniglutamicibacter sp. NPDC012692	species	0	0	1	3	3	0	11	9	5	5
1046114	Pelagibacterium nitratireducens	species	0	0	1	0	0	0	0	0	1	1
3038079	Qipengyuania sp. XHP0211	species	0	0	1	0	0	0	0	1	0	2
2816080	Alicyclobacillus suci	species	0	0	1	1	3	1	0	1	7	12
1218494	Lactobacillus helsingborgensis	species	0	0	1	0	1	0	0	0	3	0
3042291	Pedobacter sp. W3I1	species	0	0	1	1	2	3	4	1	3	14
2957072	Mesorhizobium sp. M1233	species	0	0	1	0	0	0	0	1	0	1
2630894	unclassified Desulfitobacterium	no rank	0	0	1	3	4	1	0	0	24	9
1161401	Euryhalocaulis caribicus	species	0	0	1	0	0	0	0	1	2	0
2249812	Roseovarius sp. TE539	species	0	0	1	0	0	2	0	2	0	4
3154960	Micrococcus sp. NPDC078436	species	0	0	1	3	1	1	1	0	9	1
2171499	Bradyrhizobium sp. WBOS07	species	0	0	1	2	0	0	0	1	16	0
2559572	Halosimplex halophilum	species	0	0	1	0	0	0	0	0	3	6
1404411	Bradyrhizobium septentrionale	species	0	0	1	0	1	0	0	1	10	8
1399419	Bradyrhizobium sacchari	species	0	0	1	0	0	0	0	0	0	0
1736540	Aeromicrobium sp. Root472D3	species	0	0	1	4	0	0	0	1	4	3
3243034	Rhizobium sp. Rhizsp42	species	0	0	2	0	1	0	0	1	0	0
480391	Pediococcus argentinicus	species	0	0	1	0	0	2	0	0	7	1
3041775	Agrobacterium sp. SORGH_AS 787	species	0	0	1	4	1	0	0	0	0	2
2911516	Gordonia zhenghanii	species	0	0	1	3	0	0	0	0	2	3
1104773	Altererythrobacter segetis	species	0	0	1	3	0	2	0	5	7	9
2819289	Bacillus sp. XF8	species	0	0	1	0	1	0	0	0	0	0
391589	Roseobacter sp. GAI101	species	0	0	2	0	0	0	0	0	1	0
3233021	Ensifer sp. 2YAB10	species	0	0	1	0	0	0	1	0	2	0
886343	Mycobacterium spongiae	species	0	0	1	1	0	0	0	0	1	4
2906793	Photobacterium pectinilyticum	species	0	0	1	0	2	0	0	0	0	3
2834349	unclassified Caproicibacterium	no rank	0	0	1	0	0	0	0	0	2	2
3154857	Kribbella sp. NPDC056861	species	0	0	1	2	0	0	0	2	3	1
352869	Nocardia gamkensis	species	0	0	1	0	0	0	0	1	2	1
2866587	Paraeggerthella sp. Marseille-Q4926	species	0	0	1	4	0	0	0	2	3	0
1506582	Pseudomonas sp. 11/12A	species	0	0	1	2	0	1	223	9	0	0
3177516	Microbacterium sp. A1-JK	species	0	0	1	5	1	2	0	1	1	0
351195	Salimicrobium	genus	0	0	1	3	1	0	1	0	9	6
2939494	Rummeliibacillus sp. G93	species	0	0	1	0	0	0	1	1	0	0
1619153	Cohnella sp. LGH	species	0	0	1	1	0	0	0	1	7	12
2184563	Burkholderia sp. Bp9015	species	0	0	1	0	0	0	0	0	0	0
418719	Marinobacter salsuginis	species	0	0	1	0	2	3	0	3	4	8
1778665	Sphingobium aromaticivastans	species	0	0	3	2	0	0	0	4	0	1
452	Legionella spiritensis	species	0	0	1	4	1	3	0	6	3	9
2675333	Sulfitobacter sp. M220	species	0	0	1	0	1	0	0	5	0	0
2587076	Rhizobium sp. BK252	species	0	0	1	0	0	0	0	0	0	0
1714	Cellulomonas uda	species	0	0	1	0	4	3	0	1	6	3
1970399	Microbacterium sp. 13-71-7	species	0	0	1	9	4	0	1	11	4	8
1581127	Brachybacterium sp. HMSC06H03	species	0	0	1	1	1	0	1	0	10	2
1851996	Streptomyces sp. E5N91	species	0	0	1	0	0	0	0	0	0	2
2782536	Planococcus beigongshangi	species	0	0	1	0	1	0	0	0	4	5
2008380	Apilactobacillus timberlakei	species	0	0	2	0	0	0	0	1	0	0
285679	Micromonospora lupini	species	0	0	1	1	0	0	0	0	1	3
3066292	Spiroplasma endosymbiont of Dilophus febrilis	species	0	0	1	0	0	0	0	0	0	0
2820758	Psychrobacter sp. K31L	species	0	0	3	5	26	0	1	71	1	2
89402	Colwellia hornerae	species	0	0	1	0	3	1	0	0	2	2
1259147	Cryobacterium sp. Hb1	species	0	0	1	0	0	0	1	0	0	0
200990	Alkalibacillus filiformis	species	0	0	1	0	0	2	0	0	0	4
386892	Frondihabitans australicus	species	0	0	1	1	0	0	2	0	4	2
3438766	Collinsella sp. LCP19S3_G10	species	0	0	1	4	1	0	0	2	7	0
71235	Stappia stellulata	species	0	0	1	0	0	2	0	8	3	3
110934	Agreia	genus	0	0	1	9	0	9	28	17	3	1
1872531	Anaerotruncus sp.	species	0	0	2	0	0	0	0	1	0	0
2587528	Klebsiella spallanzanii	species	0	0	1	6	6	4	2	11	5	2
2605946	Pukyongiella litopenaei	species	0	0	1	3	2	1	0	1	2	6
2864217	Candidatus Vallotiella sp. (ex Adelges kitamiensis)	species	0	0	1	0	0	0	0	0	0	1
871694	Flavobacterium ginsengisoli	species	0	0	1	1	1	11	3	2	3	1
291188	Bizionia gelidisalsuginis	species	0	0	1	0	1	3	13	3	1	3
3364115	Kribbella sp. NPDC050241	species	0	0	1	0	0	0	0	0	0	1
480814	Modicisalibacter ilicicola	species	0	0	1	2	10	4	2	1	4	16
2854029	Hasllibacter sp. MH4015	species	0	0	1	0	0	0	0	0	2	2
349312	Krasilnikovia	genus	0	0	1	0	0	0	0	0	0	1
2293572	Actinomadura logoneensis	species	0	0	1	0	0	0	0	0	0	0
2870530	Neiella holothuriorum	species	0	0	1	2	3	2	0	3	7	6
1476871	Nocardioides nanhaiensis	species	0	0	1	3	8	1	0	3	3	7
1119533	Marinobacter sp. P4B1	species	0	0	1	1	3	1	0	2	0	42
198483	Macrococcus brunensis	species	0	0	1	2	1	0	0	0	3	3
3114805	Almyronema epifaneia	species	0	0	1	0	1	2	0	0	5	20
3156375	Bradyrhizobium sp. JR7.2	species	0	0	1	0	0	0	0	2	0	0
2954511	Solibacillus sp. FSL H8-0523	species	0	0	1	2	0	0	7	4	3	2
2282132	Haloarcula sp. Atlit-47R	species	0	0	3	1	0	1	0	2	0	0
3242878	Aeromonas sp. S4(2024)	species	0	0	1	0	0	0	2	1	6	0
41980	Metallosphaera	genus	0	0	1	0	1	0	0	0	7	5
3239931	Dactylosporangium sp. CA-139114	species	0	0	1	0	0	0	0	2	2	16
1969459	Litoreibacter sp.	species	0	0	1	0	1	0	0	3	0	0
3138934	Microbacterium rhizophilus	species	0	0	1	3	2	0	0	5	5	30
3156692	Streptomyces sp. NPDC095614	species	0	0	1	0	0	0	0	0	2	0
3366260	Microbacterium sp. P02	species	0	0	1	0	0	0	0	0	0	0
1703339	Croceicoccus mobilis	species	0	0	1	4	3	4	0	2	4	7
3077329	Acinetobacter sp. ESBL14	species	0	0	2	1	4	4	20	52	0	1
2845385	Paenibacillus sp. CECT 9249	species	0	0	1	0	3	0	0	1	6	1
1736366	Chryseobacterium sp. Leaf404	species	0	0	1	1	0	2	11	14	0	0
2898585	Massilia phyllostachyos	species	0	0	1	1	0	4	3	3	6	1
3140451	Psychrobacter sp. GW208-MNA-CIBAN-0184	species	0	0	1	1	0	0	0	1	0	0
2792481	Thiosulfatihalobacter marinus	species	0	0	1	3	3	0	0	2	0	1
501482	Agrococcus versicolor	species	0	0	1	1	0	0	0	3	2	4
3138475	Aeromonas sp. R7-3	species	0	0	1	3	2	7	11	3	3	1
1454066	Flavobacterium sp. WW92	species	0	0	1	0	0	0	0	3	0	0
2689104	Polynucleobacter sp. AP-Kaivos-20-H2	species	0	0	1	2	0	0	0	0	1	1
2804617	Sphingomonas sp. LHG3406-1	species	0	0	1	3	1	1	0	2	7	9
3400914	Hansschlegelia sp. KR7-227	species	0	0	1	4	0	3	0	1	3	4
3413431	Primorskyibacter sp. 2E233	species	0	0	1	0	0	1	0	2	0	6
2724914	Leifsonia sp. PS1209	species	0	0	1	0	0	1	0	0	0	0
3082954	Nicoliella lavandulae	species	0	0	1	2	0	0	0	1	1	2
1945933	Acinetobacter sp. UBA3025	species	0	0	2	0	5	3	11	25	2	0
2493691	Salinicoccus cyprini	species	0	0	1	1	3	3	5	1	1	0
1947008	Oceanicaulis sp. UBA6590	species	0	0	2	0	1	0	0	1	1	0
3390659	Psychrobacter sp. NPDC078370	species	0	0	1	0	1	0	0	2	0	0
3156747	Nocardioides sp. NPDC006303	species	0	0	1	0	0	0	0	0	0	0
3383891	Enterobacter sp. CPE_E195	species	0	0	2	0	0	0	0	0	0	0
1166323	Sphingomonas carotinifaciens	species	0	0	1	1	0	0	0	4	4	4
3053467	Cellulomonas alba	species	0	0	1	0	2	0	0	0	3	11
90736	Moritella marina	species	0	0	1	0	0	0	1	0	2	0
2307229	Teichococcus globiformis	species	0	0	1	1	0	1	0	2	2	5
1259203	Cryobacterium sp. Sr8	species	0	0	1	0	2	0	0	1	1	6
566012	Kineosporia mesophila	species	0	0	1	0	1	0	0	2	0	7
3364463	Pseudomonas sp. NPDC089406	species	0	0	1	0	0	0	3	2	0	2
2305449	Microbacterium sp. K19	species	0	0	2	0	0	1	0	0	0	0
2754044	Selenomonas timonae	species	0	0	1	0	2	0	0	0	4	2
2767320	Aldersonia	genus	0	0	1	0	0	0	0	0	0	1
744227	Thalassospira lohafexi	species	0	0	1	0	0	0	0	0	1	0
1396858	Marinobacter sp. ES-1	species	0	0	1	0	0	0	0	0	0	0
1564114	Rhodococcus sp. B7740	species	0	0	1	0	0	0	0	0	0	0
3259515	Ruoffia sp. FAM 20857	species	0	0	1	11	0	0	0	0	3	2
2633330	unclassified Enterovirga	no rank	0	0	1	0	0	0	0	1	2	0
103729	Actinokineospora globicatena	species	0	0	1	1	0	1	0	3	6	2
3399122	Pseudomonas sp. NFX98	species	0	0	1	0	1	0	23	5	1	0
3049544	Deinococcus rhizophilus	species	0	0	2	1	0	0	0	5	2	11
1739517	Bacteroides sp. HMSC073E02	species	0	0	1	0	0	1	0	3	11	0
545619	Paraoerskovia marina	species	0	0	1	4	1	0	0	1	1	9
178900	Acetobacter cerevisiae	species	0	0	1	1	1	0	0	3	6	3
2080573	Pseudoclavibacter sp. RFBA6	species	0	0	2	1	0	0	0	25	0	6
3413030	Sporosarcina sp. FA9	species	0	0	1	2	0	1	0	0	3	2
3063952	Acidithiobacillus concretivorus	species	0	0	1	5	2	0	1	1	3	6
2608340	Chryseobacterium sp. Tr-659	species	0	0	1	4	5	8	12	15	5	6
2041646	Escherichia sp. E2562	species	0	0	2	0	2	0	2	2	5	0
1912223	uncultured Cutibacterium sp.	species	0	0	1	0	0	0	0	1	2	0
2917712	Jiella sp. LLJ827	species	0	0	1	0	1	1	1	1	2	7
1742396	Dysgonomonas sp. PH5-45	species	0	0	1	4	7	0	0	0	1	56
2364794	Neoactinobaculum massilliense	species	0	0	1	2	1	0	1	1	7	4
3445266	Bacillus cereus group sp. BC87	species	0	0	1	0	0	0	0	0	0	0
352961	uncultured Idiomarina sp.	species	0	0	1	1	0	0	3	0	2	3
2601031	Acinetobacter sp. YH01016	species	0	0	1	0	8	1	1	3	0	0
301967	Natrinema saccharevitans	species	0	0	1	0	0	0	0	0	0	0
1881032	Paenibacillus sp. BC26	species	0	0	1	5	0	0	0	0	2	35
1339232	Enterobacter sp. ZOR0014	species	0	0	1	1	1	0	0	3	8	0
2990486	Aeromonas sp. QDB18	species	0	0	1	4	2	2	6	5	29	0
2675234	Alkalihalobacillus	genus	0	0	1	0	0	1	0	0	4	3
478114	Actinoallomurus purpureus	species	0	0	1	1	0	0	0	0	2	2
2748098	Pikeienuella piscinae	species	0	0	1	2	0	1	0	1	5	17
1736258	Methylobacterium sp. Leaf112	species	0	0	2	0	0	0	0	0	0	0
145483	Frigoribacterium faeni	species	0	0	1	1	0	0	0	2	3	3
1698	Brevibacterium epidermidis	species	0	0	1	0	0	0	0	0	3	6
132920	Exiguobacterium antarcticum	species	0	0	1	1	0	2	3	0	4	0
1287727	Roseovarius azorensis	species	0	0	1	0	0	2	1	0	2	1
2315689	Sphingomonas edaphi	species	0	0	1	4	0	2	1	4	4	7
3402658	Rothia sp. P4278	species	0	0	1	0	0	0	0	1	1	0
3364325	Nocardia sp. NPDC051750	species	0	0	1	0	0	0	0	0	2	1
1216008	Amphibacillus jilinensis	species	0	0	1	0	1	0	0	2	10	12
1566241	Pseudomonas sp. NFACC05-1	species	0	0	1	0	0	0	3	0	0	0
1217694	Acinetobacter sp. CIP 64.2	species	0	0	1	0	0	1	2	1	0	0
2496557	Paenibacillus spiritus	species	0	0	1	2	5	0	0	1	11	3
2745275	Ochrobactrum sp. MYb379	species	0	0	1	0	5	1	0	28	1	1
248552	Nocardia sienata	species	0	0	1	0	0	6	0	0	0	0
3003351	Pseudomonas sp. GXZC	species	0	0	1	0	1	0	42	1	1	0
2760710	Cryobacterium sp. CG_9.6	species	0	0	3	0	0	1	0	0	0	1
563735	Gracilibacillus thailandensis	species	0	0	1	0	1	2	0	0	3	0
1638992	Cellulosimicrobium marinum	species	0	0	1	1	0	0	1	3	0	3
2723096	Paraburkholderia sp. Kb1A	species	0	0	2	0	0	0	0	0	0	0
484498	Thalassolituus maritimus	species	0	0	2	10	1	0	0	2	5	4
1137993	Geodermatophilus africanus	species	0	0	1	1	0	0	0	1	2	1
1496996	Stackebrandtia endophytica	species	0	0	1	2	0	0	0	1	3	3
375549	Sinorhizobium mexicanum	species	0	0	2	1	2	1	0	1	3	4
3062625	Poseidonibacter sp. 1_MG-2023	species	0	0	1	0	0	0	0	0	0	0
1449799	Pseudidiomarina halophila	species	0	0	1	1	0	1	0	1	0	3
2878537	Enterobacter sp. K16B	species	0	0	1	0	1	0	4	1	7	1
1470563	Shimia gijangensis	species	0	0	1	0	0	0	0	2	3	1
413403	Vibrio rarus	species	0	0	1	0	1	0	2	0	0	2
455193	Saccharopolyspora antimicrobica	species	0	0	1	0	0	0	1	0	0	1
2486022	Levilactobacillus fuyuanensis	species	0	0	1	0	0	0	0	0	1	0
1965625	Olsenella sp. An290	species	0	0	1	4	0	1	0	3	20	9
1882343	Maribacter aurantiacus	species	0	0	1	0	0	0	1	0	2	1
568818	Nonomuraea monospora	species	0	0	1	0	0	0	0	0	2	3
1679460	Marinibacterium profundimaris	species	0	0	1	0	2	2	3	4	8	6
3364663	Streptomyces sp. NPDC002742	species	0	0	1	1	3	0	0	0	0	0
2787145	Enterococcus sp. 1001283B150225_161107_E12	species	0	0	2	0	0	0	0	0	1	0
110937	Rathayibacter festucae	species	0	0	1	0	0	0	0	4	3	1
416874	Vreelandella subterranea	species	0	0	1	1	1	0	0	1	0	2
2735435	Sulfitobacter sp. HGT1	species	0	0	1	2	13	0	0	45	3	0
56449	Xanthomonas bromi	species	0	0	1	0	0	0	1	0	1	0
709813	Azospirillum sp. TSA6c	species	0	0	1	0	0	0	0	2	1	2
2972765	Bacteroides sp. BFG-638	species	0	0	1	0	0	0	0	0	1	0
1679169	Bacillus sp. FJAT-27916	species	0	0	1	1	0	0	0	2	5	1
166935	Pseudoalteromonas translucida	species	0	0	1	0	0	1	0	1	1	0
3346198	Microbacterium sp. NPDC057659	species	0	0	1	0	1	0	0	0	0	1
2921393	Lysinibacillus sp. FSL H8-0500	species	0	0	1	1	0	0	0	1	4	1
1775881	Sulfitobacter faviae	species	0	0	1	0	1	0	0	3	3	0
2509721	Arthrobacter sp. S41	species	0	0	1	3	1	0	0	2	1	2
2183996	Rhodococcus sp. AG1013	species	0	0	2	0	0	0	0	0	0	3
1785087	Candidatus Protochlamydia sp. W-9	species	0	0	1	0	2	0	0	0	6	6
3025878	Xenorhabdus yunnanensis	species	0	0	2	2	8	0	1	0	7	1
3378079	Microbacterium sp. ZW T2_14	species	0	0	1	0	0	0	0	3	2	2
2957026	Mesorhizobium sp. M0913	species	0	0	1	0	0	0	0	0	0	0
1331682	Brachybacterium ginsengisoli	species	0	0	1	1	0	0	0	1	0	2
2051	Mobiluncus curtisii	species	0	0	1	3	2	0	0	1	4	5
3390618	Peribacillus sp. NPDC097675	species	0	0	1	1	0	0	0	0	3	4
579563	Pseudoalteromonas sp. S4741	species	0	0	2	0	0	0	0	0	0	0
2911538	Luteibacter aegosomaticola	species	0	0	1	4	0	2	0	3	2	5
3232309	Microbulbifer sp. 2201CG32-9	species	0	0	1	0	3	0	0	2	0	1
2742698	Ensifer oleiphilus	species	0	0	1	0	0	0	0	3	0	1
3235112	Pseudomonas sp. B26140	species	0	0	1	0	1	2	20	4	0	2
3073267	Christiangramia sediminicola	species	0	0	1	1	1	1	2	2	1	2
1232429	Nesterenkonia massiliensis	species	0	0	1	4	2	0	0	1	3	6
1158159	Thioalkalivibrio sp. AKL12	species	0	0	1	0	1	0	0	0	0	3
1411620	Hymenobacter humi	species	0	0	1	0	0	0	0	0	10	11
3412359	Enterobacter cloacae complex sp. IR5403	species	0	0	1	2	1	0	0	4	5	0
2950874	Halomonas sp. H10-59	species	0	0	1	0	0	1	0	0	0	1
3029979	Phaeobacter sp. PT47_59	species	0	0	1	0	1	0	0	0	0	0
573570	Francisella uliginis	species	0	0	2	0	0	1	0	3	2	2
2050894	Sphingobacterium sp. HMA12	species	0	0	1	0	0	0	0	0	2	2
3030652	Stutzerimonas sp. S1	species	0	0	1	1	3	0	1	0	3	9
2608404	Prevotella vespertina	species	0	0	1	4	0	1	0	1	6	0
2733866	Psychrobacter sp. KCTC 72983	species	0	0	1	2	2	0	0	15	0	5
996342	Marivita hallyeonensis	species	0	0	1	1	1	0	0	0	2	6
2907493	Halocatena	genus	0	0	1	0	0	0	0	0	0	0
2219697	Nitrincola tibetensis	species	0	0	1	1	2	4	2	3	4	10
2921503	Oceanobacillus sp. FSL K6-3682	species	0	0	1	0	0	1	0	0	4	0
3415675	Cellulomonas sp. McL0617	species	0	0	1	1	0	0	1	4	4	6
1160091	Alloscardovia macacae	species	0	0	2	3	2	0	0	1	11	1
2036207	Glutamicibacter sp. V16R2B1	species	0	0	1	1	1	0	0	1	0	0
3346134	Nocardia sp. NPDC057440	species	0	0	1	4	0	0	0	0	4	2
2184060	Natronomonas sp.	species	0	0	1	1	1	0	0	1	2	12
1404367	Bradyrhizobium symbiodeficiens	species	0	0	1	2	0	3	0	2	0	1
2234130	Brasilonema sp. UFV-L1	species	0	0	1	2	5	2	1	2	11	18
671216	Peptoniphilus sp. oral taxon 836	species	0	0	1	0	0	0	0	0	0	0
2720031	Meridianimarinicoccus sp. MJW13	species	0	0	1	0	1	0	0	1	0	0
3346599	Streptomyces sp. NPDC058686	species	0	0	1	0	1	0	0	1	0	0
3075199	Actinacidiphila sp. ITFR-21	species	0	0	1	1	6	0	0	3	7	4
3155722	Micromonospora sp. NPDC023956	species	0	0	1	1	0	0	0	0	1	2
2071621	Marinomonas sp. FW-1	species	0	0	1	0	0	0	0	0	0	0
3346454	Microbacterium sp. NPDC058342	species	0	0	1	4	1	0	0	4	13	22
1633874	Acetobacter oryzifermentans	species	0	0	1	2	0	0	0	0	1	0
2826873	Dermacoccus sp. Tok2021	species	0	0	1	0	1	0	0	0	1	0
1365365	Janthinobacterium sp. UMAB-60	species	0	0	1	2	1	4	145	10	0	2
2069341	Verrucosispora sp. ts21	species	0	0	2	0	0	0	0	0	0	0
3036127	Halomonas sp. CKK8	species	0	0	1	0	0	0	0	0	3	0
1381751	Brevibacterium sp. VCM10	species	0	0	1	0	0	0	0	0	2	2
212659	Paenisporosarcina macmurdoensis	species	0	0	1	2	0	0	0	0	4	2
2928857	Pseudomonas sp. MWU12-3103b	species	0	0	1	0	0	0	7	0	0	0
618	Serratia odorifera	species	0	0	1	1	1	0	0	3	1	1
2949630	Bradyrhizobium sp. CCGUVB23	species	0	0	1	2	0	0	0	0	0	8
2576932	Polynucleobacter sp. MG-6-Vaara-E2	species	0	0	1	0	0	0	0	1	4	0
1888195	Streptococcus himalayensis	species	0	0	1	2	21	0	0	0	2	3
3378801	Ornithinimicrobium sp. LYQ121	species	0	0	1	0	0	2	0	2	1	4
1325082	Bradyrhizobium sp. CCBAU 21362	species	0	0	1	0	0	0	0	0	0	1
1922333	Hoeflea prorocentri	species	0	0	1	2	0	1	0	2	1	10
3070682	Neobacillus sp. OS1-32	species	0	0	1	0	0	0	0	0	2	2
1507512	Romboutsia hominis	species	0	0	3	0	2	0	0	1	2	3
2995141	Agrococcus sp. SL85	species	0	0	1	0	2	1	0	0	2	0
1610527	Devosia honganensis	species	0	0	1	8	7	0	0	7	2	9
1902580	Macrococcus epidermidis	species	0	0	1	0	2	0	0	0	0	0
521392	Helcobacillus massiliensis	species	0	0	1	2	0	0	0	0	0	2
1579343	Streptococcus sp. 263_SSPC	species	0	0	1	0	3	0	0	1	1	3
2926319	Absicoccus intestinalis	species	0	0	1	3	1	0	1	0	14	3
1457311	Sinomonas notoginsengisoli	species	0	0	1	3	0	0	0	0	1	0
2666082	Duganella aquatilis	species	0	0	1	0	2	2	1	2	1	3
2774460	Pseudomonas allokribbensis	species	0	0	1	0	0	0	41	8	0	0
499548	Kineosporia babensis	species	0	0	1	4	3	0	1	4	7	14
2891207	Microbacterium sp. cx-59	species	0	0	1	2	1	0	0	5	1	1
2293105	Eubacterium sp. AF17-7	species	0	0	1	4	2	0	0	2	3	0
2664100	Geminocystis sp.	species	0	0	1	1	0	1	3	2	6	12
1566188	Pseudomonas sp. NFACC25	species	0	0	1	0	0	0	18	1	0	0
641148	Neisseria sp. oral taxon 014	species	0	0	1	3	5	0	1	7	1	0
2183901	Microvirgula sp. AG722	species	0	0	1	0	1	0	0	2	14	2
266812	Parasphingorhabdus flavimaris	species	0	0	1	0	0	4	0	5	1	0
3364767	Streptomyces sp. NPDC006879	species	0	0	1	0	0	0	0	0	0	0
3075390	Nostoc sp. DedQUE04	species	0	0	1	0	0	1	0	0	0	1
2813569	Pseudomonas sp. 86_A	species	0	0	1	3	5	0	0	0	0	1
3449428	Pseudomonas sp. N8	species	0	0	1	0	0	0	6	0	0	0
1120623	Achromobacter sp. LC458	species	0	0	1	1	2	0	0	1	4	0
3423949	Duganella sp. P38	species	0	0	1	1	0	0	10	1	2	4
913853	Saccharothrix hoggarensis	species	0	0	1	0	0	1	0	0	1	1
1566023	Flavobacterium sp. KMS	species	0	0	1	6	41	14	11	15	1	17
2200953	Vibrio albus	species	0	0	1	1	1	0	1	1	9	13
575256	Thermolongibacillus altinsuensis	species	0	0	2	2	2	1	0	1	4	26
2812055	Virgibacillus sp. AGTR	species	0	0	1	2	1	0	0	1	4	0
3436799	Neisseria sp. P0019.S003	species	0	0	2	9	4	1	4	2	2	0
2893059	Alkalicoccobacillus	genus	0	0	1	0	0	0	0	1	4	1
502394	Deinococcus gobiensis	species	0	0	1	2	0	0	0	1	3	3
3342298	Pararhizobium sp. LjRoot255	species	0	0	1	0	0	0	1	2	1	2
2836549	Methylobacterium sp. E-005	species	0	0	1	0	2	0	0	0	4	0
3158387	Paenibacillus sp. CCS19	species	0	0	1	1	0	3	0	0	11	24
348442	Georgenia ruanii	species	0	0	1	2	0	0	0	1	2	21
3050127	Massilia sp. YIM B02443	species	0	0	1	3	3	4	16	2	1	3
3046356	Pauljensenia sp. UMB10120	species	0	0	1	1	0	0	0	0	1	1
260084	Asticcacaulis taihuensis	species	0	0	1	2	3	1	0	3	8	3
2883127	Sulfitobacter sp. DSM 110093	species	0	0	1	1	2	0	0	2	0	0
3095283	Lonepinella sp. BR2882	species	0	0	1	0	0	0	0	0	0	0
2876657	Mesorhizobium sp. BR1-1-12	species	0	0	1	0	0	0	0	1	0	0
1313115	Magnetovibrio	genus	0	0	1	1	1	1	0	3	9	17
