taxonomy_id	name	rank	CAN.22a_ERR1713340_db6.diamond	CAN.22_ERR1713339_db6.diamond	AUS.18a_ERR1713333_db6.diamond	AUS.18_ERR1713332_db6.diamond	AUT.70_ERR1713334_db6.diamond	BWA.19_ERR1713338_db6.diamond	BRA.53_ERR1713336_db6.diamond	BGR.66_ERR1713335_db6.diamond	BRA.53a_ERR1713337_db6.diamond	ALB.17_ERR1713331_db6.diamond	DEU.27_ERR1713348_db6.diamond	CHE.67_ERR1713343_db6.diamond	ECU.14a_ERR1713353_db6.diamond	CAN.22b_ERR1713341_db6.diamond	ESP.75_ERR1713354_db6.diamond	COL.2_ERR1713346_db6.diamond	CIV.13_ERR1713345_db6.diamond	DNK.71_RL_ERR1713351_db6.diamond	CAN.22c_ERR1713342_db6.diamond	ETH.24_ERR1713355_db6.diamond	DNK.71_RA_ERR1713349_db6.diamond	CHN.64_ERR1713344_db6.diamond	CZE.23_ERR1713347_db6.diamond	DNK.71_RD_ERR1713350_db6.diamond	ECU.14_ERR1713352_db6.diamond	ISR.29_ERR1713366_db6.diamond	HUN.61_ERR1713361_db6.diamond	HRV.68_ERR1713360_db6.diamond	FIN.25_ERR1713356_db6.diamond	IRN.12_ERR1713364_db6.diamond	ISL.28_ERR1713365_db6.diamond	GEO.59_ERR1713357_db6.diamond	IRL.69_ERR1713363_db6.diamond	IND.11_ERR1713362_db6.diamond	GHA.4_ERR1713358_db6.diamond	LVA.31_ERR1713373_db6.diamond	MDA.65_ERR1713374_db6.diamond	MLT.63_ERR1713376_db6.diamond	MKD.62_ERR1713375_db6.diamond	KAZ.6_ERR1713368_db6.diamond	KEN.72_ERR1713369_db6.diamond	KHM.21_ERR1713370_db6.diamond	LUX.32_ERR1713372_db6.diamond	LKA.40_ERR1713371_db6.diamond	ITA.30_ERR1713367_db6.diamond	NLD.43_ERR1713379_db6.diamond	MYS.54_ERR1713377_db6.diamond	NGA.50_ERR1713378_db6.diamond	POL.36_ERR1713383_db6.diamond	PER.35_ERR1713385_db6.diamond	NOR.34_ERR1713380_db6.diamond	NPL.33_ERR1713381_db6.diamond	PAK.7_ERR1713384_db6.diamond	SEN.8_ERR1713386_db6.diamond	NZL.56_ERR1713382_db6.diamond	TCD.1_ERR1713393_db6.diamond	SVK.9_ERR1713389_db6.diamond	SGP.52_ERR1713387_db6.diamond	SRB.37_ERR1713388_db6.diamond	SVN.38_ERR1713390_db6.diamond	TUR.46_ERR1713395_db6.diamond	SWE.41a_ERR1713392_db6.diamond	TZA.15_ERR1713396_db6.diamond	SWE.41_ERR1713391_db6.diamond	TGO.44_ERR1713394_db6.diamond	USA.74b_ERR1713399_db6.diamond	USA.74a_ERR1713398_db6.diamond	USA.74d_ERR1713401_db6.diamond	USA.74c_ERR1713400_db6.diamond	USA.74_ERR1713397_db6.diamond	USA.74g_ERR1713404_db6.diamond	USA.74f_ERR1713403_db6.diamond	USA.74e_ERR1713402_db6.diamond	USA.74i_ERR1713406_db6.diamond	USA.74h_ERR1713405_db6.diamond	ZAF.39_ERR1713409_db6.diamond	ZMB.49b_ERR1713411_db6.diamond	ZMB.49_ERR1713410_db6.diamond	XK.60_ERR1713408_db6.diamond	VNM.48_ERR1713407_db6.diamond
2883109	Sandaracinobacteroides	genus	17.0	71.0	31.0	151.0	256.0	130.0	47.0	453.0	87.0	478.0	243.0	62.0	332.0	99.0	74.0	87.0	141.0	158.0	253.0	139.0	116.0	232.0	154.0	257.0	218.0	16.0	30.0	75.0	465.0	88.0	45.0	11.0	319.0	459.0	279.0	169.0	185.0	116.0	221.0	166.0	160.0	388.0	552.0	54.0	193.0	7.0	158.0	292.0	146.0	76.0	276.0	133.0	235.0	155.0	155.0	3.0	377.0	214.0	394.0	224.0	62.0	350.0	33.0	424.0	294.0	65.0	52.0	86.0	137.0	227.0	8.0	103.0	93.0	127.0	357.0	181.0	41.0	57.0	383.0	220.0
2883512	Citrifermentans	genus	3.0	1.0	0.0	1.0	2.0	10.0	0.0	4.0	281.0	8.0	0.0	2.0	8.0	1.0	2.0	197.0	15.0	2.0	25.0	4.0	4.0	41.0	4.0	2.0	1.0	0.0	3.0	1.0	2.0	2.0	0.0	0.0	1.0	16.0	33.0	0.0	0.0	2.0	4.0	5.0	8.0	73.0	1.0	4.0	11.0	5.0	4.0	38.0	5.0	1.0	0.0	9.0	13.0	4.0	1.0	0.0	6.0	48.0	1.0	2.0	0.0	1.0	3.0	15.0	9.0	11.0	4.0	2.0	2.0	10.0	3.0	4.0	2.0	8.0	13.0	0.0	2.0	2.0	0.0	4.0
2884243	Musicola	genus	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	3.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0	4.0	0.0	0.0	0.0	12.0	0.0	1.0	2.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	11.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	2.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	1.0	2.0	11.0	0.0	0.0	0.0	1.0	4.0	0.0	1.0	1.0	0.0	0.0
2884326	Aquariibacter	genus	1.0	0.0	0.0	4.0	2.0	4.0	4.0	3.0	7.0	5.0	0.0	3.0	1.0	1.0	0.0	1.0	6.0	4.0	2.0	3.0	16.0	54.0	2.0	10.0	2.0	0.0	0.0	1.0	6.0	2.0	7.0	1.0	1.0	1.0	11.0	0.0	1.0	3.0	2.0	2.0	6.0	7.0	9.0	0.0	12.0	7.0	2.0	4.0	2.0	3.0	15.0	5.0	7.0	2.0	4.0	0.0	4.0	6.0	4.0	8.0	0.0	6.0	3.0	8.0	13.0	15.0	3.0	1.0	4.0	11.0	0.0	1.0	2.0	12.0	2.0	1.0	4.0	6.0	6.0	1.0
2884456	Gallibacter	genus	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	4.0	1.0	0.0	1.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	2.0	0.0	0.0	1.0	2.0	3.0	0.0	0.0	0.0	0.0	1.0	5.0	0.0	2.0	0.0	0.0	0.0	3.0	3.0	0.0	0.0	2.0	0.0	0.0	1.0	2.0	0.0	0.0	4.0	3.0	5.0	1.0	0.0	0.0	0.0	0.0	8.0	0.0	1.0	1.0	0.0	8.0	0.0	0.0	0.0	4.0	7.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
2886347	Allocoleopsis	genus	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	6.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	45.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	8.0	0.0	0.0	0.0	2.0	0.0	3.0	15.0	2.0	2.0	0.0	1.0	0.0	3.0	3.0	0.0	0.0	2.0	14.0	0.0	0.0	0.0	6.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	4.0	0.0	0.0	0.0	3.0	3.0	0.0	2.0	3.0	0.0	0.0
2886823	Desulfosediminicola	genus	6.0	6.0	6.0	7.0	4.0	145.0	13.0	8.0	75.0	16.0	13.0	9.0	60.0	9.0	35.0	139.0	68.0	13.0	49.0	77.0	72.0	87.0	33.0	26.0	0.0	3.0	13.0	20.0	30.0	12.0	18.0	5.0	14.0	43.0	256.0	5.0	9.0	40.0	12.0	29.0	63.0	295.0	40.0	7.0	83.0	26.0	56.0	90.0	36.0	16.0	18.0	56.0	92.0	38.0	11.0	0.0	47.0	72.0	10.0	24.0	3.0	13.0	22.0	36.0	160.0	38.0	9.0	16.0	57.0	38.0	3.0	17.0	21.0	45.0	124.0	22.0	93.0	35.0	7.0	11.0
2886866	Sinanaerobacter	genus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	2.0	1.0	1.0	0.0	2.0	0.0	0.0	1.0	1.0	0.0	2.0	2.0	5.0	1.0	1.0	1.0	0.0	1.0	2.0	2.0	1.0	0.0	0.0	1.0	6.0	23.0	0.0	0.0	1.0	0.0	1.0	3.0	4.0	0.0	0.0	0.0	2.0	2.0	0.0	1.0	0.0	0.0	4.0	5.0	2.0	0.0	0.0	2.0	0.0	2.0	1.0	1.0	1.0	1.0	2.0	78.0	3.0	0.0	1.0	4.0	10.0	0.0	0.0	0.0	1.0	7.0	2.0	1.0	1.0	2.0	0.0
2886871	Thermohalobaculum	genus	0.0	0.0	1.0	0.0	0.0	3.0	2.0	2.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	10.0	1.0	1.0	0.0	2.0	15.0	3.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	1.0	3.0	4.0	0.0	1.0	6.0	1.0	0.0	3.0	0.0	0.0	1.0	0.0	4.0	0.0	2.0	7.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	2.0	2.0	1.0	2.0	0.0	0.0	0.0	1.0	13.0	0.0	1.0	5.0	0.0	0.0	5.0	2.0	2.0	1.0	1.0
2886881	Oceaniferula	genus	6.0	1.0	2.0	2.0	4.0	12.0	2.0	4.0	39.0	3.0	2.0	16.0	6.0	5.0	10.0	20.0	59.0	20.0	48.0	3.0	49.0	69.0	24.0	15.0	3.0	3.0	6.0	3.0	5.0	5.0	3.0	0.0	5.0	22.0	381.0	4.0	4.0	11.0	3.0	6.0	13.0	90.0	8.0	1.0	53.0	23.0	3.0	193.0	28.0	8.0	10.0	12.0	42.0	7.0	4.0	1.0	5.0	15.0	3.0	10.0	3.0	4.0	12.0	36.0	23.0	61.0	10.0	3.0	10.0	16.0	2.0	39.0	1.0	96.0	14.0	1.0	7.0	6.0	1.0	19.0
2886886	Veronia	genus	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	5.0	8.0	0.0	0.0	1.0	1.0	0.0	3.0	1.0	0.0	1.0	5.0	3.0	7.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	3.0	0.0	2.0	1.0	15.0	3.0	2.0	8.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0
2888759	Pacificispira	genus	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	2.0	1.0	1.0	7.0	1.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
2888818	Pengzhenrongella	genus	0.0	0.0	0.0	1.0	2.0	15.0	5.0	5.0	9.0	25.0	2.0	4.0	7.0	4.0	1.0	3.0	19.0	23.0	48.0	5.0	49.0	23.0	40.0	18.0	1.0	0.0	5.0	2.0	7.0	1.0	4.0	1.0	8.0	10.0	243.0	5.0	9.0	3.0	3.0	5.0	12.0	85.0	7.0	1.0	10.0	10.0	5.0	36.0	52.0	6.0	7.0	12.0	33.0	14.0	6.0	2.0	2.0	25.0	2.0	7.0	0.0	8.0	8.0	31.0	8.0	37.0	20.0	2.0	1.0	17.0	3.0	0.0	1.0	751.0	7.0	2.0	5.0	4.0	3.0	8.0
2891294	Nitrogeniibacter	genus	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	2.0	1.0	1.0	2.0	1.0	1.0	2.0	0.0	2.0	5.0	2.0	2.0	5.0	35.0	0.0	1.0	2.0	0.0	0.0	1.0	1.0	0.0	2.0	0.0	2.0	5.0	6.0	0.0	1.0	4.0	0.0	0.0	1.0	2.0	1.0	0.0	9.0	1.0	0.0	4.0	0.0	10.0	3.0	0.0	18.0	0.0	0.0	0.0	1.0	6.0	0.0	0.0	0.0	0.0	3.0	0.0	3.0	3.0	0.0	0.0	3.0	5.0	0.0	1.0	2.0	54.0	12.0	0.0	1.0	3.0	0.0	2.0
2891324	Pseudothauera	genus	0.0	1.0	0.0	0.0	1.0	5.0	3.0	0.0	3.0	3.0	2.0	2.0	2.0	1.0	4.0	0.0	6.0	10.0	0.0	13.0	26.0	21.0	5.0	14.0	3.0	0.0	2.0	5.0	2.0	3.0	5.0	2.0	7.0	15.0	17.0	2.0	1.0	5.0	0.0	16.0	10.0	0.0	2.0	2.0	11.0	4.0	2.0	12.0	1.0	12.0	7.0	1.0	14.0	6.0	1.0	0.0	2.0	8.0	0.0	4.0	0.0	6.0	10.0	6.0	12.0	8.0	3.0	0.0	7.0	7.0	3.0	1.0	3.0	8.0	18.0	2.0	5.0	9.0	2.0	0.0
2892396	Vescimonas	genus	497.0	560.0	1752.0	912.0	10655.0	8113.0	5187.0	3147.0	13120.0	7961.0	3408.0	4600.0	2858.0	5800.0	3089.0	6070.0	16028.0	24521.0	5754.0	38319.0	18929.0	1818.0	6743.0	47215.0	1445.0	1933.0	737.0	1767.0	9733.0	6348.0	2096.0	579.0	6896.0	12698.0	794.0	6794.0	9577.0	6533.0	9188.0	8201.0	20298.0	8357.0	13000.0	2579.0	5623.0	405.0	7881.0	11960.0	11642.0	38977.0	6008.0	51022.0	46881.0	11989.0	3364.0	93.0	4769.0	3754.0	10329.0	21347.0	417.0	13614.0	27092.0	26395.0	8277.0	1510.0	5929.0	12928.0	13324.0	6321.0	1823.0	1391.0	8761.0	10544.0	14232.0	21240.0	12763.0	17114.0	13062.0	431.0
2893050	Alkalihalobacterium	genus	0.0	0.0	0.0	1.0	2.0	2.0	0.0	5.0	3.0	0.0	2.0	2.0	1.0	4.0	1.0	4.0	2.0	2.0	6.0	3.0	5.0	6.0	2.0	2.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	2.0	7.0	0.0	2.0	1.0	2.0	2.0	1.0	12.0	1.0	0.0	6.0	1.0	3.0	0.0	0.0	2.0	1.0	5.0	23.0	2.0	1.0	0.0	0.0	6.0	1.0	6.0	0.0	2.0	5.0	4.0	15.0	1.0	0.0	0.0	2.0	3.0	1.0	0.0	0.0	4.0	4.0	1.0	1.0	6.0	1.0	0.0
2893055	Halalkalibacterium (ex Joshi et al. 2022)	genus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2893056	Halalkalibacter	genus	0.0	0.0	0.0	0.0	3.0	4.0	0.0	1.0	5.0	5.0	1.0	0.0	1.0	0.0	2.0	5.0	4.0	2.0	0.0	6.0	7.0	6.0	2.0	10.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	7.0	15.0	1.0	2.0	2.0	1.0	9.0	3.0	8.0	2.0	2.0	3.0	0.0	1.0	5.0	3.0	5.0	0.0	17.0	10.0	2.0	3.0	0.0	3.0	0.0	2.0	15.0	0.0	1.0	13.0	17.0	107.0	2.0	0.0	4.0	1.0	4.0	1.0	1.0	1.0	3.0	7.0	2.0	1.0	1.0	0.0	0.0
2893057	Shouchella	genus	1.0	1.0	1.0	3.0	7.0	6.0	9.0	5.0	15.0	4.0	1.0	1.0	7.0	6.0	10.0	18.0	8.0	6.0	17.0	14.0	13.0	20.0	13.0	12.0	0.0	4.0	1.0	2.0	4.0	1.0	0.0	1.0	1.0	25.0	54.0	2.0	6.0	5.0	8.0	10.0	8.0	29.0	8.0	4.0	10.0	1.0	2.0	8.0	14.0	6.0	3.0	282.0	20.0	14.0	1.0	0.0	6.0	8.0	8.0	15.0	2.0	2.0	11.0	21.0	36.0	7.0	14.0	5.0	11.0	25.0	0.0	1.0	6.0	8.0	30.0	6.0	2.0	7.0	6.0	2.0
2893058	Pseudalkalibacillus	genus	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	1.0	2.0	1.0	0.0	2.0	0.0	0.0	10.0	0.0	1.0	2.0	3.0	1.0	7.0	1.0	4.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	5.0	5.0	1.0	0.0	3.0	0.0	1.0	3.0	7.0	0.0	0.0	4.0	0.0	0.0	1.0	2.0	2.0	0.0	0.0	10.0	2.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	4.0	4.0	0.0	2.0	0.0	1.0	3.0	0.0	0.0	0.0	3.0	5.0	1.0	6.0	1.0	0.0	0.0
2893059	Alkalicoccobacillus	genus	1.0	0.0	1.0	0.0	1.0	2.0	0.0	2.0	6.0	5.0	0.0	2.0	2.0	2.0	0.0	3.0	4.0	1.0	2.0	3.0	3.0	4.0	0.0	3.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	4.0	1.0	0.0	0.0	0.0	0.0	1.0	5.0	2.0	4.0	1.0	2.0	0.0	0.0	2.0	1.0	3.0	0.0	35.0	4.0	1.0	0.0	0.0	0.0	2.0	0.0	8.0	0.0	2.0	1.0	3.0	3.0	1.0	2.0	0.0	1.0	3.0	0.0	0.0	0.0	5.0	4.0	0.0	3.0	2.0	4.0	0.0
2893060	Alkalihalophilus	genus	0.0	0.0	2.0	0.0	1.0	3.0	4.0	1.0	10.0	0.0	1.0	0.0	1.0	0.0	1.0	7.0	1.0	1.0	2.0	1.0	2.0	13.0	1.0	2.0	0.0	0.0	0.0	1.0	1.0	1.0	3.0	0.0	0.0	8.0	7.0	2.0	0.0	3.0	0.0	0.0	3.0	8.0	1.0	0.0	6.0	3.0	0.0	5.0	2.0	0.0	1.0	4.0	3.0	2.0	2.0	0.0	2.0	4.0	1.0	3.0	0.0	2.0	2.0	2.0	12.0	0.0	3.0	3.0	1.0	3.0	0.0	2.0	2.0	6.0	9.0	2.0	4.0	4.0	8.0	1.0
2893095	Ruminococcoides	genus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2895461	Massiliimalia	genus	1.0	2.0	11.0	4.0	33.0	7.0	11.0	9.0	49.0	23.0	13.0	12.0	7.0	14.0	12.0	32.0	33.0	58.0	34.0	35.0	55.0	21.0	16.0	104.0	0.0	5.0	10.0	12.0	40.0	16.0	24.0	2.0	24.0	39.0	73.0	22.0	29.0	23.0	38.0	26.0	44.0	40.0	34.0	6.0	30.0	3.0	35.0	18.0	53.0	51.0	15.0	90.0	97.0	14.0	4.0	2.0	25.0	10.0	72.0	92.0	2.0	33.0	40.0	76.0	24.0	11.0	22.0	43.0	54.0	71.0	12.0	2.0	18.0	31.0	59.0	26.0	5.0	23.0	44.0	3.0
2895509	Metamycoplasma	genus	0.0	0.0	0.0	0.0	3.0	1.0	8.0	0.0	5.0	9.0	1.0	2.0	0.0	2.0	0.0	2.0	4.0	4.0	6.0	18.0	5.0	1.0	3.0	10.0	0.0	1.0	1.0	3.0	2.0	4.0	0.0	1.0	2.0	5.0	1.0	0.0	2.0	3.0	3.0	2.0	7.0	0.0	5.0	0.0	7.0	0.0	3.0	1.0	9.0	19.0	0.0	11.0	14.0	6.0	0.0	0.0	4.0	1.0	11.0	6.0	1.0	2.0	3.0	9.0	89.0	2.0	3.0	4.0	4.0	21.0	1.0	2.0	8.0	4.0	11.0	0.0	2.0	2.0	23.0	0.0
2896773	Enemella	genus	0.0	0.0	0.0	0.0	1.0	2.0	0.0	1.0	5.0	3.0	1.0	0.0	5.0	1.0	2.0	6.0	12.0	15.0	6.0	1.0	3.0	7.0	11.0	9.0	0.0	0.0	0.0	1.0	7.0	1.0	0.0	1.0	1.0	16.0	17.0	4.0	2.0	0.0	3.0	3.0	10.0	16.0	4.0	1.0	4.0	1.0	1.0	53.0	3.0	6.0	4.0	25.0	13.0	7.0	0.0	0.0	4.0	2.0	1.0	3.0	0.0	8.0	6.0	15.0	2.0	5.0	11.0	6.0	2.0	11.0	0.0	1.0	0.0	14.0	1.0	1.0	0.0	0.0	2.0	3.0
2901164	Stutzerimonas	genus	5.0	32.0	26.0	30.0	175.0	253.0	72.0	163.0	456.0	690.0	56.0	601.0	212.0	68.0	57.0	180.0	1175.0	150.0	161.0	1652.0	372.0	195.0	87.0	291.0	258.0	24.0	18.0	74.0	73.0	166.0	37.0	89.0	184.0	402.0	382.0	662.0	100.0	2317.0	114.0	308.0	306.0	233.0	307.0	499.0	185.0	17.0	160.0	1032.0	154.0	2417.0	73.0	522.0	649.0	2898.0	163.0	8.0	212.0	109.0	111.0	140.0	1383.0	80.0	614.0	178.0	289.0	33.0	37.0	113.0	136.0	92.0	25.0	22.0	67.0	202.0	474.0	177.0	597.0	750.0	256.0	1030.0
2901189	Halopseudomonas	genus	2.0	6.0	6.0	5.0	19.0	29.0	13.0	54.0	57.0	37.0	10.0	16.0	18.0	10.0	11.0	20.0	62.0	62.0	999.0	38.0	116.0	76.0	30.0	106.0	41.0	4.0	5.0	19.0	33.0	16.0	16.0	18.0	32.0	47.0	156.0	17.0	24.0	339.0	19.0	40.0	81.0	64.0	78.0	17.0	71.0	10.0	21.0	37.0	33.0	69.0	34.0	46.0	101.0	44.0	35.0	2.0	45.0	39.0	36.0	42.0	60.0	24.0	155.0	30.0	210.0	32.0	13.0	63.0	21.0	39.0	12.0	14.0	7.0	80.0	73.0	8.0	49.0	30.0	37.0	2069.0
2901261	Denitrificimonas	genus	6.0	44.0	4.0	7.0	169.0	4.0	15.0	132.0	23.0	108.0	51.0	27.0	2.0	46.0	107.0	4.0	88.0	314.0	162.0	546.0	1384.0	161.0	101.0	752.0	163.0	19.0	47.0	149.0	415.0	68.0	26.0	12.0	154.0	11.0	124.0	180.0	90.0	3022.0	50.0	102.0	1315.0	5.0	199.0	10.0	21.0	48.0	13.0	37.0	567.0	317.0	125.0	551.0	158.0	291.0	172.0	3.0	239.0	21.0	39.0	171.0	1074.0	318.0	708.0	2189.0	211.0	107.0	40.0	386.0	68.0	37.0	65.0	12.0	16.0	75.0	3245.0	17.0	24.0	30.0	124.0	21.0
2901382	Sabulicella	genus	1.0	2.0	3.0	17.0	5.0	16.0	5.0	20.0	63.0	6.0	8.0	5.0	96.0	2.0	4.0	11.0	39.0	7.0	16.0	6.0	17.0	51.0	8.0	23.0	5.0	1.0	0.0	4.0	35.0	9.0	18.0	0.0	13.0	24.0	71.0	16.0	5.0	2.0	5.0	12.0	42.0	114.0	27.0	18.0	6.0	1.0	30.0	22.0	4.0	1.0	15.0	55.0	14.0	10.0	6.0	0.0	36.0	22.0	14.0	8.0	1.0	27.0	10.0	28.0	248.0	3.0	9.0	7.0	0.0	16.0	1.0	1.0	2.0	18.0	10.0	5.0	9.0	38.0	5.0	10.0
2901416	Atopomonas	genus	0.0	3.0	0.0	1.0	0.0	0.0	1.0	6.0	3.0	1.0	0.0	2.0	4.0	1.0	1.0	2.0	0.0	8.0	8.0	4.0	46.0	19.0	2.0	29.0	16.0	3.0	1.0	0.0	3.0	2.0	7.0	1.0	15.0	1.0	1.0	0.0	0.0	4.0	2.0	2.0	1.0	1.0	9.0	0.0	5.0	2.0	0.0	2.0	0.0	0.0	5.0	0.0	1.0	1.0	11.0	0.0	4.0	2.0	0.0	2.0	5.0	2.0	5.0	5.0	0.0	2.0	1.0	3.0	0.0	6.0	0.0	1.0	1.0	18.0	17.0	0.0	4.0	4.0	1.0	10.0
2903061	Phosphitispora	genus	1.0	1.0	0.0	1.0	7.0	5.0	3.0	2.0	35.0	8.0	4.0	2.0	6.0	4.0	5.0	22.0	11.0	6.0	7.0	7.0	10.0	21.0	6.0	16.0	0.0	0.0	1.0	1.0	6.0	3.0	1.0	0.0	1.0	18.0	30.0	0.0	1.0	9.0	2.0	2.0	11.0	27.0	5.0	3.0	13.0	3.0	2.0	20.0	26.0	4.0	3.0	12.0	36.0	6.0	1.0	0.0	3.0	9.0	4.0	31.0	3.0	3.0	3.0	11.0	61.0	2.0	3.0	7.0	7.0	6.0	1.0	7.0	5.0	5.0	9.0	5.0	8.0	4.0	4.0	0.0
2903106	Haploplasma	genus	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	3.0	6.0	1.0	3.0	0.0	8.0	0.0	3.0	5.0	3.0	3.0	3.0	7.0	3.0	1.0	11.0	3.0	1.0	18.0	0.0	0.0	0.0	0.0	0.0	4.0	1.0	3.0	0.0	1.0	7.0	5.0	2.0	10.0	0.0	3.0	2.0	2.0	8.0	1.0	0.0	5.0	48.0	0.0	14.0	7.0	1.0	0.0	0.0	2.0	1.0	4.0	26.0	0.0	2.0	5.0	2.0	543.0	2.0	13.0	3.0	1.0	8.0	0.0	0.0	0.0	3.0	13.0	0.0	1.0	1.0	0.0	0.0
2903107	Paracholeplasma	genus	5.0	5.0	1.0	4.0	1137.0	5.0	1657.0	1489.0	2770.0	42.0	2.0	1131.0	5.0	30.0	1804.0	13.0	195.0	1802.0	53.0	34.0	3014.0	2000.0	13.0	1551.0	3.0	4.0	499.0	5037.0	10.0	33.0	41.0	2184.0	2414.0	28.0	670.0	10.0	1651.0	1720.0	1165.0	9.0	1718.0	43.0	61.0	3.0	40.0	2490.0	1693.0	1887.0	100.0	145.0	3.0	114.0	693.0	20.0	3492.0	0.0	56.0	2576.0	24.0	222.0	2589.0	2616.0	36.0	6840.0	3437576.0	2629.0	1862.0	2091.0	1519.0	2290.0	1893.0	1180.0	3546.0	1876.0	2843.0	13.0	2297.0	1977.0	1393.0	2829.0
2903120	Pinibacter	genus	2.0	0.0	4.0	9.0	10.0	20.0	2.0	8.0	50.0	4.0	4.0	24.0	13.0	5.0	8.0	148.0	30.0	19.0	21.0	3.0	14.0	293.0	50.0	15.0	7.0	0.0	4.0	4.0	7.0	8.0	7.0	8.0	3.0	26.0	294.0	7.0	3.0	0.0	7.0	8.0	15.0	76.0	12.0	2.0	109.0	36.0	9.0	28.0	22.0	5.0	61.0	5.0	70.0	6.0	17.0	0.0	12.0	29.0	5.0	17.0	6.0	13.0	14.0	20.0	92.0	57.0	33.0	6.0	4.0	30.0	0.0	8.0	3.0	24.0	31.0	3.0	12.0	7.0	4.0	3.0
