taxonomy_id	name	rank	TCD.1_ERR1713393_db6.diamond	SVK.9_ERR1713389_db6.diamond	SGP.52_ERR1713387_db6.diamond	SRB.37_ERR1713388_db6.diamond	SVN.38_ERR1713390_db6.diamond	TUR.46_ERR1713395_db6.diamond	SWE.41a_ERR1713392_db6.diamond	TZA.15_ERR1713396_db6.diamond	SWE.41_ERR1713391_db6.diamond	TGO.44_ERR1713394_db6.diamond
2738828	Pseudomonas sp. K5002	species	0	0	0	0	0	31	0	0	4	0
239175	uncultured Serratia sp.	species	0	0	0	0	0	1	0	1	0	0
2485142	Pseudomonas sp. 460	species	0	0	0	0	0	28	0	0	0	1
2949091	Pseudomonas sp. AKS31	species	0	0	0	0	0	8	0	0	0	0
1288385	Yersinia pekkanenii	species	0	0	0	0	0	5	1	1	2	0
2947700	Salmonella sp. NW1263	species	0	0	0	0	0	5	0	0	1	0
2070653	Pseudomonas sp. FW306-02-F02-AB	species	0	0	0	0	0	2	0	0	0	2
2070632	Pseudomonas sp. GW456-L14	species	0	0	0	0	0	13	0	0	0	0
3453880	Agrobacterium sp. 22117	species	0	0	0	0	0	1	0	0	0	2
1872640	Arsenophonus sp.	species	0	0	0	0	0	1	0	0	3	0
3233035	Pseudomonas sp. KB_15	species	0	0	0	0	0	8	3	2	2	0
2719587	Pseudomonas sp. AN3A02	species	0	0	0	0	0	6	0	0	0	0
2774694	Enterococcus sp. DIV0724b	species	0	0	0	0	0	1	2	1	0	0
118613	Pseudomonas sp. B10	species	0	0	0	0	0	12	0	0	0	0
2448262	Pseudomonas sp. Sample_14	species	0	0	0	0	0	32	0	0	3	0
3449429	Pseudomonas sp. L1(2025)	species	0	0	0	0	0	33	0	1	0	0
336474	Pseudomonas sp. 2	species	0	0	0	0	0	5	0	0	0	0
2832406	Pseudomonas sp. A-B-26	species	0	0	0	0	0	17	0	0	2	0
2135751	Pseudomonas sp. GV047	species	0	0	0	0	0	5	0	0	0	0
2769267	Pseudomonas sp. PDM02	species	0	0	0	0	0	16	0	0	1	1
3055791	Agrobacterium sp. CR_3	species	0	0	0	0	0	1	0	0	0	0
3365545	Streptomyces sp. NPDC048410	species	0	0	0	0	0	1	0	0	0	0
3141539	Pseudomonas sp. F3-2	species	0	0	0	0	0	1	0	0	0	0
2991940	Shewanella sp. DAU305	species	0	0	0	0	0	4	0	9	0	1
3043448	Pseudomonas sp. P9_31	species	0	0	0	0	0	13	0	2	2	0
2854771	Pseudomonas sp. PDM29	species	0	0	0	0	0	12	0	0	1	0
2665482	Pseudomonas sp. PA-6-1H	species	0	0	0	0	0	2	0	0	0	0
2864101	Pseudomonas sp. So3.2b	species	0	0	0	0	0	25	0	0	0	0
1144339	Pseudomonas sp. GM80	species	0	0	0	0	0	14	1	0	0	0
1661051	Pseudomonas sp. NBRC 111136	species	0	0	0	0	0	1	0	0	0	0
2735314	Arthrobacter sp. 260	species	0	0	0	0	0	7	0	1	3	1
2572895	Pseudomonas sp. SJZ131	species	0	0	0	0	0	3	1	0	0	0
2597350	Pseudomonas sp. ANT_H4	species	0	0	0	0	0	8	0	0	1	0
2775286	Pseudomonas sp. CFBP 8758	species	0	0	0	0	0	10	0	1	0	0
2792053	Salinibacterium sp. SWN1162	species	0	0	0	0	0	1	1	1	0	1
2854778	Pseudomonas sp. PDM31	species	0	0	0	0	0	4	0	1	1	0
2723078	Janthinobacterium sp. S3M3	species	0	0	0	0	0	2	0	0	0	0
2954084	Pseudomonas sp. FP198	species	0	0	0	0	0	17	0	0	0	0
3453921	Chryseobacterium sp. 22458	species	0	0	0	0	0	3	0	2	1	0
1144334	Pseudomonas sp. GM60	species	0	0	0	0	0	17	0	0	0	0
3026440	Pseudomonas sp. IT-196MI5	species	0	0	0	0	0	4	0	0	1	1
3378862	Pseudomonas sp. 2024-210	species	0	0	0	0	0	4	0	0	0	0
1969833	Cobetia sp. QF-1	species	0	0	0	0	0	1	0	1	0	2
2723079	Janthinobacterium sp. S3T4	species	0	0	0	0	0	12	1	0	14	0
2802569	Pseudomonas sp. MWU318	species	0	0	0	0	0	10	1	1	0	0
2052956	Pseudomonas sp. ACM7	species	0	0	0	0	0	29	0	0	0	0
3140423	Pseudoalteromonas sp. 24-MNA-CIBAN-0067	species	0	0	0	0	0	2	0	1	3	0
2712040	Aeromonas sp. 602200	species	0	0	0	0	0	1	0	1	0	3
3063537	Shewanella sp. SP1S2-4	species	0	0	0	0	0	8	0	3	0	3
3073639	Xanthomonas sp. WCS2017Cala2-12	species	0	0	0	0	0	1	0	0	2	1
360962	Pseudomonas sp. B7	species	0	0	0	0	0	6	0	0	0	0
2479849	Pseudomonas sp. v388	species	0	0	0	0	0	4	2	0	0	1
1078355	Pseudomonas sp. MIACH	species	0	0	0	0	0	3	0	0	0	0
2058311	Pseudomonas sp. Choline-3u-10	species	0	0	0	0	0	2	0	0	1	0
2070568	Pseudomonas sp. GP01-A3	species	0	0	0	0	0	8	0	0	0	0
2073078	Pseudomonas sp. DTU12.3	species	0	0	0	0	0	17	2	0	0	0
546160	Dietzia lutea	species	0	0	0	0	0	1	0	0	4	0
3078458	Pseudomonas sp. BIC9C	species	0	0	0	0	0	21	0	0	0	0
2609257	Rathayibacter sp. VKM Ac-2804	species	0	0	0	0	0	6	0	0	0	0
2921607	Paenibacillus sp. FSL L8-0689	species	0	0	0	0	0	3	0	0	0	0
2292261	Pseudomonas sp. 91RF	species	0	0	0	0	0	7	0	0	2	0
2795985	unclassified Aureibaculum	no rank	0	0	0	0	0	2	0	0	0	7
2479854	Pseudomonas sp. p106	species	0	0	0	0	0	2	0	0	0	0
3364627	Streptomyces sp. NPDC001978	species	0	0	0	0	0	8	0	0	0	0
3345847	Rhodococcus sp. NPDC056516	species	0	0	0	0	0	2	0	0	0	0
3068639	Pseudomonas sp. NY8896	species	0	0	0	0	0	4	0	0	0	0
2739431	Shewanella sp. DC2-4	species	0	0	0	0	0	15	0	0	0	0
3363888	Achromobacter sp. NPDC008082	species	0	0	0	0	0	4	1	0	2	1
2817893	Pseudomonas sp. S3E17	species	0	0	0	0	0	9	0	0	0	0
2986836	Flavobacterium sp. N501239	species	0	0	0	0	0	1	0	0	0	0
2817993	Gilliamella sp. B3493	species	0	0	0	0	0	3	0	0	0	0
2211215	Vibrio sp. 11986-1-5	species	0	0	0	0	0	1	0	0	0	0
291169	Methylophaga muralis	species	0	0	0	0	0	2	0	1	1	1
3118751	Pseudomonas sp. MS646	species	0	0	0	0	0	2	0	0	0	0
3156451	Pseudomonas sp. 2835	species	0	0	0	0	0	6	0	1	1	1
3344563	Pseudomonas sp. KCJK9058	species	0	0	0	0	0	9	0	0	1	0
2009053	Pseudomonas sp. Irchel s3a18	species	0	0	0	0	0	8	0	0	1	0
3156425	Rahnella sp. 2050	species	0	0	0	0	0	4	1	0	0	0
3398358	Pseudomonas lyxosi	species	0	0	0	0	0	9	0	2	20	0
2832364	Pseudomonas sp. BF-R-05	species	0	0	0	0	0	17	1	0	0	0
2804631	Pseudomonas sp. TWP3-1	species	0	0	0	0	0	5	0	0	8	0
3049542	Pseudomonas sp. P105	species	0	0	0	0	0	3	0	0	0	0
394908	Shewanella sp. BF02_Schw	species	0	0	0	0	0	1	1	2	0	0
3097455	Pseudomonas sp. W5-36	species	0	0	0	0	0	4	0	1	0	0
2511203	Rahnella sp. CFA14(1/10)	species	0	0	0	0	0	2	2	0	0	0
2817411	Pseudomonas sp. Z3-6	species	0	0	0	0	0	3	0	0	0	0
2867006	Glycomyces sp. TRM65418	species	0	0	0	0	0	3	0	1	1	2
2769254	Pseudomonas sp. PDM20	species	0	0	0	0	0	15	0	0	1	0
2916654	Pseudomonas sp. KSR10	species	0	0	0	0	0	8	0	0	0	1
2576762	Pantoea sp. Aalb	species	0	0	0	0	0	15	0	0	0	2
3445774	Arthrobacter sp. KN11-1C	species	0	0	0	0	0	1	1	1	0	0
3048583	Pseudomonas sp. 10S4	species	0	0	0	0	0	17	0	4	0	0
2769276	Ensifer sp. ENS06	species	0	0	0	0	0	4	1	0	1	0
3229678	Vibrio sp. 10N.261.51.F11	species	0	0	0	0	0	1	1	1	0	0
2009000	Pseudomonas sp. Irchel 3F3	species	0	0	0	0	0	6	0	0	0	0
2832392	Pseudomonas sp. GL-R-26	species	0	0	0	0	0	3	0	0	0	1
2777367	Pseudomonas sp. OST1909	species	0	0	0	0	0	5	0	0	0	0
2508300	Pandoraea morbifera	species	0	0	0	0	0	1	2	0	1	2
2730424	Pseudomonas mucoides	species	0	0	0	0	0	3	1	0	0	2
2662200	Pseudomonas sp. FSL R10-2245	species	0	0	0	0	0	13	1	0	0	0
2563964	Mesorhizobium sp. M8A.F.Ca.ET.182.01.1.1	species	0	0	0	0	0	2	0	0	0	0
2967214	Pseudomonas sp. 8209	species	0	0	0	0	0	1	0	0	1	0
3075219	Pseudomonas sp. HTZ1	species	0	0	0	0	0	8	0	0	0	0
2912803	Shewanella sp. SM65	species	0	0	0	0	0	1	0	0	0	0
3097255	Pseudomonas sp. AK181	species	0	0	0	0	0	15	0	0	0	0
1981691	Pseudomonas sp. R31(2017)	species	0	0	0	0	0	1	0	0	0	0
3086079	Pseudomonas sp. NLJ1	species	0	0	0	0	0	1	0	0	0	0
2498848	Pseudomonas sp. MPC6	species	0	0	0	0	0	3	0	0	0	0
2835862	Flagellimonas sp. 389	species	0	0	0	0	0	2	1	0	1	5
2954080	Pseudomonas sp. FP1762	species	0	0	0	0	0	2	0	0	0	0
1715160	Corynebacterium sp. HMSC064H12	species	0	0	0	0	0	1	0	0	1	0
2866807	Pseudomonas sp. MM213	species	0	0	0	0	0	22	0	0	3	3
3235112	Pseudomonas sp. B26140	species	0	0	0	0	0	33	1	1	2	0
2626393	unclassified Bizionia	no rank	0	0	0	0	0	1	2	0	1	1
2760962	Shewanella sp. SG44-2	species	0	0	0	0	0	1	0	0	35	0
2135759	Pseudomonas sp. GV105	species	0	0	0	0	0	5	0	0	1	0
2956945	Mesorhizobium sp. M0437	species	0	0	0	0	0	1	0	0	0	0
3424776	Pseudomonas sp. ES3	species	0	0	0	0	0	16	0	0	0	0
2565557	Psychrobacter sp. PAMC27889	species	0	0	0	0	0	10	0	0	0	0
3344550	Yersinia sp. HM-2024	species	0	0	0	0	0	3	0	0	0	2
3026458	Pseudomonas sp. IT-347P	species	0	0	0	0	0	7	0	0	0	0
3040315	Pseudomonas sp. lyk4-R2A-10	species	0	0	0	0	0	5	0	0	0	1
3040309	Pseudomonas sp. efr-133-TYG-23	species	0	0	0	0	0	1	0	0	1	0
1661059	Pseudomonas sp. NBRC 111144	species	0	0	0	0	0	5	0	1	0	0
2075553	Pseudomonas sp. GW531-T4	species	0	0	0	0	0	16	0	0	0	0
1602529	Pseudomonas sp. R1-1	species	0	0	0	0	0	2	0	1	0	0
2775056	Janthinobacterium sp. EB271-G4-7A	species	0	0	0	0	0	9	1	0	12	0
2878092	Pseudomonas sp. MWU16-30322	species	0	0	0	0	0	12	0	0	1	0
2893881	Achromobacter sp. JD417	species	0	0	0	0	0	7	0	0	0	1
446374	Vibrio artabrorum	species	0	0	0	0	0	1	1	0	0	3
3390191	Pseudomonas sp. S1(2024)	species	0	0	0	0	0	7	0	2	0	0
1566238	Pseudomonas sp. NFACC08-1	species	0	0	0	0	0	6	0	0	0	0
2921521	Lysinibacillus sp. FSL L8-0312	species	0	0	0	0	0	1	0	0	0	0
396712	Gordonia sp. YY1	species	0	0	0	0	0	1	0	3	0	1
2817412	Pseudomonas sp. Z3-8	species	0	0	0	0	0	6	0	0	0	0
2720636	Streptomyces sp. NEAU-H3	species	0	0	0	0	0	2	0	0	0	0
1144333	Pseudomonas sp. GM55	species	0	0	0	0	0	32	4	1	3	0
2586984	Rhizobium sp. BK538	species	0	0	0	0	0	1	0	0	0	0
1661057	Pseudomonas sp. NBRC 111142	species	0	0	0	0	0	1	0	0	0	0
3390198	Pseudomonas sp. SMN5	species	0	0	0	0	0	8	1	0	0	0
2816854	Roseibaca sp. Y0-43	species	0	0	0	0	0	1	0	0	1	7
3453870	Ralstonia sp. 22086	species	0	0	0	0	0	1	0	0	0	3
1220495	Phytopseudomonas punonensis	species	0	0	0	0	0	17	2	2	3	3
720605	Halomonas smyrnensis	species	0	0	0	0	0	2	0	1	1	1
1857011	Lysinibacter	genus	0	0	0	0	0	1	2	0	0	1
3126385	Pseudomonas sp. CCNWLW23	species	0	0	0	0	0	5	0	0	1	0
3128901	Agrobacterium sp. CMT1	species	0	0	0	0	0	2	0	0	0	0
2954096	Pseudomonas sp. FP597	species	0	0	0	0	0	8	0	0	0	0
272772	Pseudomonas pudica	species	0	0	0	0	0	15	0	0	0	0
88373	Agromyces luteolus	species	0	0	0	0	0	1	1	0	0	1
1945865	Pseudomonas sp. A25(2017)	species	0	0	0	0	0	1	0	0	1	0
2494698	Pseudomonas sp. PB103	species	0	0	0	0	0	25	0	0	1	0
2926021	Pseudomonas sp. Pse35	species	0	0	0	0	0	20	0	0	4	1
579575	Pseudomonas sp. S191	species	0	0	0	0	0	2	0	0	0	0
3142840	Morganella sp. Je.2.23	species	0	0	0	0	0	7	0	3	1	0
2954077	Pseudomonas sp. FP1154	species	0	0	0	0	0	2	0	0	0	0
2914043	Pseudomonas sp. B14(2022)	species	0	0	0	0	0	4	0	0	0	0
1478215	Nocardiopsis algeriensis	species	0	0	0	0	0	1	1	0	3	0
1283293	Pseudomonas sp. URIL14HWK12:I6	species	0	0	0	0	0	12	0	0	1	0
351674	Xenorhabdus miraniensis	species	0	0	0	0	0	2	0	9	1	1
1733110	Pseudomonas sp. JV414	species	0	0	0	0	0	4	0	0	1	0
2070595	Pseudomonas sp. MPR-E5	species	0	0	0	0	0	2	0	0	0	0
2901168	uncultured Stutzerimonas sp.	species	0	0	0	0	0	4	1	0	2	0
2651835	Aliiroseovarius sp. xm-v-208	species	0	0	0	0	0	1	1	0	0	2
2009043	Pseudomonas sp. Irchel 3H9	species	0	0	0	0	0	6	0	0	1	0
2070609	Pseudomonas sp. FW306-1C-G01A	species	0	0	0	0	0	1	0	0	0	0
3062660	Shewanella sp. 6_MG-2023	species	0	0	0	0	0	4	0	0	0	0
665914	Mixta gaviniae	species	0	0	0	0	0	2	0	2	0	0
2601137	Acinetobacter sp. YH12157	species	0	0	0	0	0	4	1	0	0	0
2927787	Comamonas sp. 7D-2evo1	species	0	0	0	0	0	1	0	0	1	1
2898587	Pseudomonas sp. C3-2018	species	0	0	0	0	0	14	0	0	1	0
3349325	Pseudomonas sp. BT76 TE3572	species	0	0	0	0	0	1	0	0	2	0
1723759	Pseudoalteromonas sp. P1-26	species	0	0	0	0	0	1	0	0	0	0
2895483	Pseudomonas sp. B21-032	species	0	0	0	0	0	10	0	0	0	0
3234143	Pseudomonas sp. WC2401	species	0	0	0	0	0	7	0	0	0	0
3364463	Pseudomonas sp. NPDC089406	species	0	0	0	0	0	1	1	3	0	4
2817408	Pseudomonas sp. Z1-12	species	0	0	0	0	0	5	0	0	0	0
1692239	Microbacterium sp. GCS4	species	0	0	0	0	0	1	0	1	3	0
2832391	Pseudomonas sp. GL-R-19	species	0	0	0	0	0	1	0	0	0	0
1217722	Pseudomonas sp. S13.1.2	species	0	0	0	0	0	14	0	0	1	1
2055850	Aquicoccus	genus	0	0	0	0	0	2	0	2	0	1
3377117	Methylophilus sp. 'Pure River'	species	0	0	0	0	0	5	2	3	0	0
2093746	Pseudomonas sp. F16(2018)	species	0	0	0	0	0	1	0	1	0	0
1043587	Bradyrhizobium sp. 45	species	0	0	0	0	0	1	0	0	0	0
2995658	Pseudomonas lijiangensis	species	0	0	0	0	0	7	0	0	0	0
53410	Pseudomonas ficuserectae	species	0	0	0	0	0	30	0	0	1	0
2854773	Pseudomonas sp. PDM30	species	0	0	0	0	0	8	1	0	0	0
2745496	Pseudomonas zanjanensis	species	0	0	0	0	0	4	0	0	0	0
3364465	Pseudomonas sp. NPDC089408	species	0	0	0	0	0	6	0	0	2	0
3158559	Pseudomonas sp. PvP001	species	0	0	0	0	0	3	0	0	0	0
2135621	Flavobacterium sp. 81	species	0	0	0	0	0	5	0	0	0	0
2910253	Vibrio lamellibrachiae	species	0	0	0	0	0	2	0	1	0	1
2745511	Pseudomonas tensinigenes	species	0	0	0	0	0	3	0	0	5	0
2078787	Pseudomonas sp. JV551A1	species	0	0	0	0	0	3	1	0	0	0
3016341	Pseudomonas sp. PSE14	species	0	0	0	0	0	1	0	1	0	1
3071568	Pseudomonas sp. 102515	species	0	0	0	0	0	7	0	2	1	0
3027852	Pseudomonas sp. SBT1-2	species	0	0	0	0	0	14	0	0	0	0
2767436	Delftia sp. S65	species	0	0	0	0	0	3	0	0	0	0
3088701	Pseudomonas sp. RA_105y_Pfl2_P56	species	0	0	0	0	0	6	0	0	0	0
2729387	Actinomycetospora sp. TBRC 11914	species	0	0	0	0	0	1	0	1	4	0
2760952	Pseudoalteromonas sp. SR41-1	species	0	0	0	0	0	1	0	0	0	0
2839032	Pseudomonas sp. MG-9	species	0	0	0	0	0	2	0	0	0	0
2034520	Zobellia sp. OII3	species	0	0	0	0	0	8	0	0	0	4
2895495	Pseudomonas sp. B21-056	species	0	0	0	0	0	5	0	0	0	0
2745501	Pseudomonas sp. SWRI154	species	0	0	0	0	0	2	0	1	0	53
3383676	Serratia sp. CY74664	species	0	0	0	0	0	2	1	0	2	0
2895470	Pseudomonas sp. B21-009	species	0	0	0	0	0	12	1	0	1	0
2738985	Chryseobacterium sp. C-204	species	0	0	0	0	0	3	2	0	0	0
2597357	Rhodococcus sp. ANT_H53B	species	0	0	0	0	0	1	0	0	1	1
3088688	Pseudomonas sp. EA_35y_Pfl1_P108	species	0	0	0	0	0	2	0	0	0	0
2654188	Pantoea sp. BAV 3049	species	0	0	0	0	0	1	1	8	0	3
1566195	Pseudomonas sp. NFACC39-1	species	0	0	0	0	0	3	0	0	0	0
28224	Mesoplasma seiffertii	species	0	0	0	0	0	1	0	1	0	6
3235108	Pseudomonas sp. B16120	species	0	0	0	0	0	6	0	0	1	2
2842353	Pseudomonas ekonensis	species	0	0	0	0	0	14	1	2	0	0
1664318	Chryseobacterium sp. MOF25P	species	0	0	0	0	0	3	0	0	0	0
3088686	Pseudomonas sp. EA_15y_Pfl1_P104	species	0	0	0	0	0	20	0	0	0	0
2791990	Streptomyces sp. MUM 203J	species	0	0	0	0	0	2	0	0	3	0
1500687	Pseudomonas sp. St29	species	0	0	0	0	0	3	0	0	0	0
1736226	Pseudomonas sp. Leaf58	species	0	0	0	0	0	9	0	2	0	1
2823142	Pseudomonas sp. 14A	species	0	0	0	0	0	4	0	0	0	0
3367263	Pseudomonas sp. zjy_13	species	0	0	0	0	0	2	0	0	0	0
2854769	Pseudomonas sp. PDM27	species	0	0	0	0	0	11	0	0	0	0
1566201	Pseudomonas sp. NFACC45	species	0	0	0	0	0	8	0	0	0	0
3119833	Candidatus Puniceispirillaceae	family	0	0	0	0	0	1	0	2	2	0
2760950	Pseudoalteromonas sp. SR41-4	species	0	0	0	0	0	1	0	0	1	0
3364933	Streptomyces sp. NPDC014983	species	0	0	0	0	0	1	0	1	0	0
3075197	Streptomyces sp. ITFR-6	species	0	0	0	0	0	1	0	1	1	0
2784346	Actinacidiphila acididurans	species	0	0	0	0	0	2	2	0	0	1
2926023	Pseudomonas sp. Pse79	species	0	0	0	0	0	4	0	1	1	0
911244	Pseudomonas sp. CFT9	species	0	0	0	0	0	2	0	0	0	0
2699195	Aeromonas sp. 2MA4	species	0	0	0	0	0	4	0	0	0	0
2972785	Yersinia sp. Marseille-Q5920	species	0	0	0	0	0	1	0	0	0	0
3364429	Pseudomonas sp. NPDC085632	species	0	0	0	0	0	8	0	0	3	0
1451377	Pseudomonas sp. FBF18	species	0	0	0	0	0	8	0	0	0	0
2009045	Pseudomonas sp. Irchel s3a10	species	0	0	0	0	0	5	0	0	0	0
3424177	Pseudomonas sp. SM4	species	0	0	0	0	0	12	0	0	2	0
3088704	Pseudomonas sp. RA_15y_Pfl2_54	species	0	0	0	0	0	9	1	0	0	0
3372858	Curtobacterium sp. KT1	species	0	0	0	0	0	2	1	0	0	0
3449428	Pseudomonas sp. N8	species	0	0	0	0	0	5	0	0	0	0
2775285	Pseudomonas sp. CFBP 8771	species	0	0	0	0	0	4	0	0	0	0
3027162	Spiroplasma sp. AdecLV25b	species	0	0	0	0	0	4	1	0	3	180
3112938	Janthinobacterium sp. P210005	species	0	0	0	0	0	13	0	0	6	0
2563088	Buttiauxella sp. A111	species	0	0	0	0	0	1	0	0	0	1
1261629	Pseudomonas sp. URMO17WK12:I6	species	0	0	0	0	0	3	0	0	0	0
3241600	Pseudomonas sp. KT_2_4	species	0	0	0	0	0	5	0	0	0	0
3243003	Pseudomonas sp. Pseusp11	species	0	0	0	0	0	4	0	0	0	1
2985515	Pseudomonas sp. TB1-B1	species	0	0	0	0	0	7	0	0	1	0
2860318	Pseudomonas sp. HD6422	species	0	0	0	0	0	7	0	0	0	0
2876556	Pseudomonas sp. Leaf59	species	0	0	0	0	0	4	1	1	0	0
66431	Streptomyces thioluteus	species	0	0	0	0	0	3	1	0	1	0
3453868	Pseudomonas sp. 22082	species	0	0	0	0	0	9	0	0	2	0
3367180	Pseudomonas sp. GLN_2	species	0	0	0	0	0	5	1	1	0	0
3120262	Gilliamella sp. wkB292	species	0	0	0	0	0	2	0	0	0	0
2717491	Pseudomonas sp. WS 5059	species	0	0	0	0	0	41	0	0	0	0
2745513	Pseudomonas sp. SWRI22	species	0	0	0	0	0	10	0	0	0	0
1620788	Pseudomonas sp. M5	species	0	0	0	0	0	2	0	0	0	0
1173288	Pseudomonas sp. R4-39-08	species	0	0	0	0	0	10	1	0	1	0
2908652	Pseudomonas sp. AA27	species	0	0	0	0	0	2	0	0	0	0
2911609	Campylobacter sp. CNRCH_2016_3089	species	0	0	0	0	0	1	6	0	2	0
1855322	Bradyrhizobium sp. Rc3b	species	0	0	0	0	0	1	0	0	1	0
882651	Roseobacter sp. OBYS 0001	species	0	0	0	0	0	1	0	0	1	1
2923086	Enterobacter sp. JH8	species	0	0	0	0	0	3	0	0	0	0
1736463	Microbacterium sp. Root1433D1	species	0	0	0	0	0	2	0	0	0	0
2861775	Pseudomonas sp. YeP6b	species	0	0	0	0	0	14	0	0	0	0
2767798	Pseudomonas sp. N40(2020)	species	0	0	0	0	0	8	1	0	2	0
3153479	Klebsiella sp. GG_Kp168	species	0	0	0	0	0	1	0	0	0	0
2804656	Pseudomonas sp. PWP3-1b2	species	0	0	0	0	0	3	0	2	0	0
2675224	Pseudomonas sp. REB1044	species	0	0	0	0	0	3	0	0	1	0
574929	Streptomyces abyssomicinicus	species	0	0	0	0	0	1	0	2	0	0
1947327	Pseudomonas sp. UBA6310	species	0	0	0	0	0	4	2	0	2	1
3373072	Acinetobacter sp. ULE_I068	species	0	0	0	0	0	1	0	0	1	0
3230490	Pseudomonas sp. HT11	species	0	0	0	0	0	1	0	0	1	0
1735795	Pseudomonas sp. GBPI_506	species	0	0	0	0	0	5	0	0	1	0
3140454	Psychrobacter sp. CAL495-MNA-CIBAN-0180	species	0	0	0	0	0	4	0	0	0	0
702110	Pseudomonas retamae	species	0	0	0	0	0	5	0	0	0	0
3154123	Pseudomonas sp. SB113	species	0	0	0	0	0	4	0	0	1	0
2871493	Pseudomonas sp. SC3(2021)	species	0	0	0	0	0	4	0	1	0	0
712215	Capnocytophaga sp. oral taxon 335	species	0	0	0	0	0	1	1	0	1	0
2917727	Rhizobium sp. C104	species	0	0	0	0	0	2	0	0	0	0
3027850	Pseudomonas sp. LA5	species	0	0	0	0	0	1	0	0	0	0
311207	Gaetbulibacter	genus	0	0	0	0	0	2	1	0	2	7
3156888	Streptomyces sp. NPDC005571	species	0	0	0	0	0	2	0	0	0	0
2803906	Pseudomonas sp. 008	species	0	0	0	0	0	9	1	0	0	0
911243	Pseudomonas sp. CFII68	species	0	0	0	0	0	7	0	0	0	0
3041758	Microbacterium sp. SORGH_AS_0454	species	0	0	0	0	0	2	0	0	0	0
3399573	Pseudomonas sp. NFX183	species	0	0	0	0	0	13	0	0	0	0
2940607	Pseudomonas sp. BIGb0278	species	0	0	0	0	0	1	1	0	0	1
1973141	Haladaptatus sp.	species	0	0	0	0	0	1	0	0	0	0
2578139	Pseudomonas sp. ef1	species	0	0	0	0	0	2	0	0	0	2
3232999	Microbacterium sp. 2RAF4	species	0	0	0	0	0	1	0	0	0	0
1736603	Terrabacter sp. Root85	species	0	0	0	0	0	1	0	0	0	0
3040937	Raoultella scottii	species	0	0	0	0	0	1	0	3	0	0
3026454	Pseudomonas sp. IT-P294	species	0	0	0	0	0	8	1	0	1	1
3236655	Geopseudomonas	genus	0	0	0	0	0	5	0	12	0	80
2767439	Klebsiella sp. S69	species	0	0	0	0	0	3	0	2	0	0
2822693	Bacillus sp. WL1	species	0	0	0	0	0	1	0	0	2	0
2662033	Pseudomonas sp. NY5710	species	0	0	0	0	0	1	0	0	0	5
3048627	Pseudomonas sp. MH10	species	0	0	0	0	0	1	0	0	0	0
2903587	Micromonospora sp. NBC_00617	species	0	0	0	0	0	1	0	0	0	1
2895496	Pseudomonas sp. B21-059	species	0	0	0	0	0	5	0	0	1	0
1844102	Pseudomonas sp. 34 E 7	species	0	0	0	0	0	9	1	0	0	0
3453938	Chryseobacterium sp. 22532	species	0	0	0	0	0	5	0	2	1	0
1577902	Leisingera sp. ANG-M7	species	0	0	0	0	0	1	2	0	3	2
3157051	Micromonospora sp. NPDC005710	species	0	0	0	0	0	1	0	0	1	0
2751271	Exiguobacterium sp. s34	species	0	0	0	0	0	1	1	0	1	0
1986222	Paenibacillus sp. VTT E-133280	species	0	0	0	0	0	1	1	0	1	3
2075552	Pseudomonas sp. FW507-12TSA	species	0	0	0	0	0	4	0	0	0	0
3040318	Pseudomonas sp. MEB105	species	0	0	0	0	0	3	0	0	0	0
3240373	Bradyrhizobium sp. 63_E2_N1_3	species	0	0	0	0	0	2	0	0	0	0
2813773	Leucobacter sp. CX87	species	0	0	0	0	0	6	3	0	0	2
3077328	Achromobacter sp. ESBL13	species	0	0	0	0	0	7	1	0	2	8
2663236	Chryseobacterium sp. JV558	species	0	0	0	0	0	5	3	0	4	22
3064348	Pseudomonas boreofloridensis	species	0	0	0	0	0	1	0	0	0	0
1961714	Pseudomonas sp. SCPG-7	species	0	0	0	0	0	2	0	0	0	0
2745503	Pseudomonas iranensis	species	0	0	0	0	0	12	1	0	0	0
1736273	Arthrobacter sp. Leaf141	species	0	0	0	0	0	2	1	0	0	0
387343	Halopiger xanaduensis	species	0	0	0	0	0	1	0	0	0	0
1844098	Pseudomonas sp. 28 E 9	species	0	0	0	0	0	2	0	0	0	0
2793997	Pseudomonas sp. PAGU 2196	species	0	0	0	0	0	9	0	1	0	0
1470593	Pseudomonas sp. RIT357	species	0	0	0	0	0	9	0	0	0	1
2971912	Pseudomonas sp. CBS	species	0	0	0	0	0	3	0	1	3	0
2009042	Pseudomonas sp. Irchel 3H7	species	0	0	0	0	0	1	0	0	0	0
3079593	Pseudomonas syringae group sp. 243L2	species	0	0	0	0	0	4	1	0	3	0
1541805	Arsenophonus endosymbiont of Apis mellifera	species	0	0	0	0	0	1	0	0	0	0
3059675	Pseudomonas sp. rhizo25	species	0	0	0	0	0	3	0	0	0	0
2724878	Vibrio sp. Of14-4	species	0	0	0	0	0	1	1	0	1	1
2170733	Pseudomonas sp. NDM	species	0	0	0	0	0	4	1	0	2	0
3390647	Pseudomonas sp. NPDC086566	species	0	0	0	0	0	3	0	0	0	0
2950873	Halomonas sp. H33-56	species	0	0	0	0	0	1	0	0	1	0
2921518	Pseudomonas sp. FSL L8-0168	species	0	0	0	0	0	11	1	1	1	1
