taxonomy_id	name	rank	NLD.43_ERR1713379_db6.diamond	MYS.54_ERR1713377_db6.diamond	NGA.50_ERR1713378_db6.diamond	POL.36_ERR1713383_db6.diamond	PER.35_ERR1713385_db6.diamond	NOR.34_ERR1713380_db6.diamond	NPL.33_ERR1713381_db6.diamond	PAK.7_ERR1713384_db6.diamond	SEN.8_ERR1713386_db6.diamond	NZL.56_ERR1713382_db6.diamond
2675782	Enterobacteriaceae endosymbiont of Donacia proxima	species	0	0	0	0	0	0	0	2	0	0
3365824	Streptomyces sp. NPDC088115	species	0	0	0	0	0	0	0	1	0	0
2070368	Nonomuraea aridisoli	species	0	0	0	0	0	0	0	5	2	0
1048758	Candidatus Moranella endobia	species	0	0	0	0	0	0	0	2	0	0
3422309	Paenibacillus sp. DRB1-1	species	0	0	0	0	0	0	0	3	0	0
2949906	Providencia sp. PROV209	species	0	0	0	0	0	0	0	1	0	0
3093720	Thalassospira sp. MIT1370	species	0	0	0	0	0	0	0	1	0	0
3383314	Streptomyces sp. Inha503	species	0	0	0	0	0	0	0	1	1	0
67314	Streptomyces lavendofoliae	species	0	0	0	0	0	0	0	3	0	0
2991500	Erwinia sp. INIA01	species	0	0	0	0	0	0	0	1	4	0
3364806	Streptomyces sp. NPDC008079	species	0	0	0	0	0	0	0	2	11	0
1947338	Pseudomonas sp. UBA7336	species	0	0	0	0	0	0	0	1	0	0
2649852	unclassified Actibacterium	no rank	0	0	0	0	0	0	0	1	0	0
3155492	Streptomyces sp. NPDC048680	species	0	0	0	0	0	0	0	1	0	0
3345755	Streptomyces sp. NPDC056231	species	0	0	0	0	0	0	0	1	0	0
3446117	Haloarchaeobius sp. DYHT-AS-18	species	0	0	0	0	0	0	0	2	0	0
2480805	Alteromonas sp. KUL150	species	0	0	0	0	0	0	0	1	1	0
2898677	Mammaliicoccus sp. D-M17	species	0	0	0	0	0	0	0	2	0	0
2910234	Photobacterium makurazakiensis	species	0	0	0	0	0	0	0	1	0	0
2794583	Bacillus cereus group sp. N6	species	0	0	0	0	0	0	0	2	0	1
2903558	Amycolatopsis sp. NBC_00438	species	0	0	0	0	0	0	0	1	0	0
3365931	Streptomyces sp. NPDC090052	species	0	0	0	0	0	0	0	1	0	0
2903568	Kitasatospora sp. NBC_00458	species	0	0	0	0	0	0	0	3	0	0
3085900	Plantactinospora sp. KLBMP9567	species	0	0	0	0	0	0	0	3	0	0
3365674	Streptomyces sp. NPDC051815	species	0	0	0	0	0	0	0	1	0	0
3158261	Pseudarthrobacter sp. B907	species	0	0	0	0	0	0	0	1	0	0
2591015	Vibrio sp. 2-2(9)	species	0	0	0	0	0	0	0	1	0	0
329524	Streptomyces albidochromogenes	species	0	0	0	0	0	0	0	2	0	0
283737	Fructobacillus durionis	species	0	0	0	0	0	0	0	3	2	0
3154581	Streptomyces sp. NPDC006195	species	0	0	0	0	0	0	0	1	0	0
2954739	Paenibacillus sp. FSL H7-0943	species	0	0	0	0	0	0	0	1	0	0
3240052	Streptomyces sp. CA-142005	species	0	0	0	0	0	0	0	1	0	0
2493107	Thiomonas sp. OC7	species	0	0	0	0	0	0	0	6	0	0
3155547	Kitasatospora sp. NPDC096128	species	0	0	0	0	0	0	0	2	0	0
3409688	Haloarcula sp. NS06	species	0	0	0	0	0	0	0	2	0	0
3230983	Candidatus Pelagibacter sp. Uisw_104	species	0	0	0	0	0	0	0	1	0	0
2601123	Acinetobacter sp. YH12139	species	0	0	0	0	0	0	0	1	2	0
3345974	Brevibacterium sp. NPDC056947	species	0	0	0	0	0	0	0	1	0	0
3042279	Streptomyces sp. V3I8	species	0	0	0	0	0	0	0	2	0	0
519453	Pseudidiomarina maritima	species	0	0	0	0	0	0	0	1	0	0
3154405	Streptomyces sp. NPDC001982	species	0	0	0	0	0	0	0	4	0	0
2699439	Candidatus Cardinium sp. cByotN1	species	0	0	0	0	0	0	0	3	0	0
3461496			0	0	0	0	0	0	0	2	0	0
3002748	Stenotrophomonas sp. Sm3212	species	0	0	0	0	0	0	0	2	0	0
2847984	Synechococcus sp. CS-205	species	0	0	0	0	0	0	0	1	1	1
3384159	Natrinema sp. 74	species	0	0	0	0	0	0	0	7	0	0
2992143	Halomonas sp. BDJS001	species	0	0	0	0	0	0	0	1	0	0
2601137	Acinetobacter sp. YH12157	species	0	0	0	0	0	0	0	1	10	0
3436671	Neisseria sp. P0004.S007	species	0	0	0	0	0	0	0	1	0	0
3347042	Streptomyces sp. NPDC060030	species	0	0	0	0	0	0	0	1	0	0
1848596	Arthrobacter sp. MYb214	species	0	0	0	0	0	0	0	1	0	0
1745382	Frankia sp. CcI49	species	0	0	0	0	0	0	0	4	0	1
3346757	Streptomyces sp. NPDC059175	species	0	0	0	0	0	0	0	3	0	0
2949754	Providencia sp. PROV019	species	0	0	0	0	0	0	0	1	0	0
3418997	Aliinostoc sp. HNIBRCY26	species	0	0	0	0	0	0	0	2	0	0
2267618	Klebsiella sp. P1CD1	species	0	0	0	0	0	0	0	1	0	0
3412684	Promicromonospora sp. MS192	species	0	0	0	0	0	0	0	1	0	0
3364749	Streptomyces sp. NPDC006527	species	0	0	0	0	0	0	0	1	0	1
1947653	Thalassolituus sp. UBA1505	species	0	0	0	0	0	0	0	2	0	0
3026452	Pseudomonas sp. IT-P100	species	0	0	0	0	0	0	0	1	1	382
2954650	Geobacillus sp. FSL W8-1251	species	0	0	0	0	0	0	0	1	0	0
1380432	Halorhabdus sp. CBA1104	species	0	0	0	0	0	0	0	1	0	0
1536775	Paenibacillus sp. FSL H7-0737	species	0	0	0	0	0	0	0	1	0	0
66900	Streptomyces lanatus	species	0	0	0	0	0	0	0	1	0	0
1123755	Yoonia litorea	species	0	0	0	0	0	0	0	1	0	0
2906764	Caballeronia sp. CLC5	species	0	0	0	0	0	0	0	1	0	0
82789	Agrobacterium sp. ATCC 31749	species	0	0	0	0	0	0	0	1	1	0
1591201	Xanthomonas sp. SHU 308	species	0	0	0	0	0	0	0	1	0	0
2907159	Synechococcus sp. NB0720_010	species	0	0	0	0	0	0	0	2	0	0
2878563	Nocardia rosealba	species	0	0	0	0	0	0	0	2	0	0
2485168	Methylosinus sp. sav-2	species	0	0	0	0	0	0	0	1	0	1
1987921	Candidatus Profftia lariciata	species	0	0	0	0	0	0	0	1	0	0
3346065	Streptomyces sp. NPDC057245	species	0	0	0	0	0	0	0	1	0	0
375919	Wolbachia endosymbiont of Drosophila pseudotakahashii	species	0	0	0	0	0	0	0	1	0	0
2726980	Pseudomonas sp. D2002	species	0	0	0	0	0	0	0	1	56	43
3445252	Bacillus cereus group sp. Bce009	species	0	0	0	0	0	0	0	1	1	0
1163710	Cronobacter condimenti	species	0	0	0	0	0	0	0	1	1	0
3364288	Micromonospora sp. NPDC051925	species	0	0	0	0	0	0	0	1	0	0
2584615	Akkermansia sp. BIOML-A59	species	0	0	0	0	0	0	0	1	0	0
2816475	Haloterrigena alkaliphila	species	0	0	0	0	0	0	0	4	0	0
3415413	Candidatus Pelagibacter sp. HIMB123	species	0	0	0	0	0	0	0	3	0	0
3243511	Bartonella sp. CB14SXKL	species	0	0	0	0	0	0	0	2	0	0
3041780	Rhodococcus sp. SORGH_AS_0301	species	0	0	0	0	0	0	0	1	0	0
2879618	Arthrobacter sp. FW306-2-2C-D06B	species	0	0	0	0	0	0	0	1	1	1
2056843	Pseudomonas sp. HMWF006	species	0	0	0	0	0	0	0	2	16	49
307119	Micromonospora chaiyaphumensis	species	0	0	0	0	0	0	0	3	0	0
2292355	Exiguobacterium sp. AM39-5BH	species	0	0	0	0	0	0	0	2	0	0
3155523	Streptomyces sp. NPDC051920	species	0	0	0	0	0	0	0	2	0	0
2626393	unclassified Bizionia	no rank	0	0	0	0	0	0	0	4	0	11
1736340	Agreia sp. Leaf335	species	0	0	0	0	0	0	0	1	0	0
1981704	Pseudomonas sp. R16(2017)	species	0	0	0	0	0	0	0	1	1	1
1946732	Lactococcus sp. UBA7065	species	0	0	0	0	0	0	0	1	0	0
31962	Actinomadura rifamycini	species	0	0	0	0	0	0	0	2	0	0
3138481	Aeromonas sp. s11	species	0	0	0	0	0	0	0	1	0	0
84158	Oceanimonas doudoroffii	species	0	0	0	0	0	0	0	2	1	0
3154285	Streptomyces sp. NPDC004667	species	0	0	0	0	0	0	0	1	0	0
3079339	Amycolatopsis sp. FBCC-B4732	species	0	0	0	0	0	0	0	2	0	0
1562106	Sediminibacillus terrae	species	0	0	0	0	0	0	0	2	0	0
3068310	Salinirarus marinus	species	0	0	0	0	0	0	0	1	1	0
2070630	Pseudomonas sp. MPR-R5B	species	0	0	0	0	0	0	0	1	2	0
1400865	Synechococcus sp. BIOS-U3-1	species	0	0	0	0	0	0	0	2	1	0
1177216	Candidatus Profftia tarda	species	0	0	0	0	0	0	0	1	0	0
3365687	Streptomyces sp. NPDC052301	species	0	0	0	0	0	0	0	2	0	0
3364920	Streptomyces sp. NPDC014806	species	0	0	0	0	0	0	0	1	0	0
2920360	Bacillus cereus group sp. BfR-BA-01491	species	0	0	0	0	0	0	0	1	0	0
3155144	Micromonospora sp. NPDC047527	species	0	0	0	0	0	0	0	1	0	0
3016008	Bacteroides sp. 47	species	0	0	0	0	0	0	0	1	0	0
3024576	Paenibacillus sp. PK4536	species	0	0	0	0	0	0	0	1	0	0
871006	Acidilobales	order	0	0	0	0	0	0	0	1	0	0
2729544	Pseudoalteromonas sp. NEC-BIFX-2020_015	species	0	0	0	0	0	0	0	1	2	1
3398359	Aeromonas sp. A04	species	0	0	0	0	0	0	0	3	0	0
2806299	Vulcanococcus sp. DEBay_Sum22DG08_74	species	0	0	0	0	0	0	0	1	0	1
1794809	Idiomarina sp. T82-3	species	0	0	0	0	0	0	0	1	0	0
3154812	Streptomyces sp. NPDC047453	species	0	0	0	0	0	0	0	1	0	0
53451	Streptomyces rutgersensis	species	0	0	0	0	0	0	0	1	0	0
2493108	Thiomonas sp. Bio17B3	species	0	0	0	0	0	0	0	2	0	0
3364737	Streptomyces sp. NPDC005931	species	0	0	0	0	0	0	0	1	0	0
3365826	Streptomyces sp. NPDC088131	species	0	0	0	0	0	0	0	1	0	0
2831520	Paraburkholderia sp. XV	species	0	0	0	0	0	0	0	1	0	0
2203202	Streptomyces sp. WAC 01325	species	0	0	0	0	0	0	0	1	1	0
1045009	Citricoccus sp. CH26A	species	0	0	0	0	0	0	0	1	0	0
1813676	Rhodococcus sp. EPR-147	species	0	0	0	0	0	0	0	1	0	0
85701	Bartonella tribocorum	species	0	0	0	0	0	0	0	1	0	0
1917972	Labrys sp. (in: a-proteobacteria)	species	0	0	0	0	0	0	0	1	0	0
2766982	Chlamydia crocodili	species	0	0	0	0	0	0	0	1	0	0
2823688	Streptomyces sp. AC555_RSS877	species	0	0	0	0	0	0	0	1	0	0
690137	Pseudomonas sp. M3	species	0	0	0	0	0	0	0	2	0	0
2697655	Acidithiobacillus sp. HP-6	species	0	0	0	0	0	0	0	4	0	0
2876631	Mesorhizobium sp. CO1-1-8	species	0	0	0	0	0	0	0	2	1	1
1715114	Corynebacterium sp. HMSC035E02	species	0	0	0	0	0	0	0	1	0	0
3141184	Faecalibacterium sp. i21-0019-B1	species	0	0	0	0	0	0	0	2	0	0
1637845	Burkholderia sp. RF4-BP95	species	0	0	0	0	0	0	0	1	1	0
1715692	Ruegeria denitrificans	species	0	0	0	0	0	0	0	2	1	0
56807	Brumicola pallidula	species	0	0	0	0	0	0	0	1	0	0
2957054	Mesorhizobium sp. M1076	species	0	0	0	0	0	0	0	1	1	0
3349878	Noviherbaspirillum sp. ST 5-3	species	0	0	0	0	0	0	0	1	2	0
2975795	Streptomyces sp. NBC_00645	species	0	0	0	0	0	0	0	1	0	0
1292021	Kocuria sp. UCD-OTCP	species	0	0	0	0	0	0	0	1	0	0
3230065	Corynebacterium sp. CTNIH14	species	0	0	0	0	0	0	0	1	0	0
2268449	Actinokineospora sp. UTMC 2448	species	0	0	0	0	0	0	0	2	0	0
3074086	Thermosynechococcus sp. PKX82	species	0	0	0	0	0	0	0	4	0	0
2921641	Paenibacillus sp. FSL R5-0470	species	0	0	0	0	0	0	0	2	0	0
2563103	Streptomyces sp. A1277	species	0	0	0	0	0	0	0	1	0	0
2071683	Pantoea sp. ICBG 985	species	0	0	0	0	0	0	0	2	0	0
2949657	Parabacteroides sp. B2-S-102	species	0	0	0	0	0	0	0	1	0	0
1739537	Anaerococcus sp. HMSC075B03	species	0	0	0	0	0	0	0	1	0	0
394505	Salirhabdus	genus	0	0	0	0	0	0	0	1	0	0
2724897	Nitratiruptor sp. YY08-10	species	0	0	0	0	0	0	0	1	0	0
2760968	Pseudoalteromonas sp. SG43-5	species	0	0	0	0	0	0	0	1	0	0
83556	Chlamydia felis	species	0	0	0	0	0	0	0	2	0	0
2510956	Exiguobacterium sp. SH3S2	species	0	0	0	0	0	0	0	1	0	0
3103149	Oceanococcaceae	family	0	0	0	0	0	0	0	1	0	0
2648843	unclassified Planctomyces	no rank	0	0	0	0	0	0	0	1	0	0
2947539	Salmonella sp. NW1100	species	0	0	0	0	0	0	0	1	0	0
3099057	unclassified Candidatus Nardonella	no rank	0	0	0	0	0	0	0	1	0	0
3240368	Bradyrhizobium sp. 521_C7_N1_3	species	0	0	0	0	0	0	0	1	0	0
2953987	Wolbachia endosymbiont (group A) of Bibio marci	species	0	0	0	0	0	0	0	1	0	0
3066313	Spiroplasma endosymbiont of Zeiraphera isertana	species	0	0	0	0	0	0	0	1	0	0
3423365	Leptolyngbya sp. AN10	species	0	0	0	0	0	0	0	2	0	0
2584092	Enterobacter sp. EC_64	species	0	0	0	0	0	0	0	1	1	0
1198295	Halopenitus salinus	species	0	0	0	0	0	0	0	2	1	0
3057323	Bradyrhizobium sp. SZCCHNS3055	species	0	0	0	0	0	0	0	1	0	0
3404052	Streptomyces sp. R-07	species	0	0	0	0	0	0	0	1	0	0
3155172	Agromyces sp. NPDC052230	species	0	0	0	0	0	0	0	1	0	0
1641878	Bradyrhizobium sp. CCBAU 45321	species	0	0	0	0	0	0	0	1	2	0
3066259	Candidatus Tisiphia endosymbiont of Empis tessellata	species	0	0	0	0	0	0	0	2	0	0
3040011	Rhizobium sp. BR 249	species	0	0	0	0	0	0	0	1	0	0
1239396	Metasolibacillus fluoroglycofenilyticus	species	0	0	0	0	0	0	0	1	0	0
3154525	Streptomyces sp. NPDC001795	species	0	0	0	0	0	0	0	1	0	0
1761744	Arthrobacter sp. cf158	species	0	0	0	0	0	0	0	1	0	1
3397230	Enterobacter sp. PA-016-I-ECC	species	0	0	0	0	0	0	0	1	1	0
1805827	Rhodococcus sp. MTM3W5.2	species	0	0	0	0	0	0	0	2	0	0
1909457	Salinivibrio sp. MA607	species	0	0	0	0	0	0	0	3	0	0
909626	Streptomyces dysideae	species	0	0	0	0	0	0	0	2	0	0
3026438	Bacillus sp. IT-79MI2	species	0	0	0	0	0	0	0	4	0	0
2594454	Streptomyces sp. RLB1-9	species	0	0	0	0	0	0	0	2	0	0
3155743	Streptomyces sp. NPDC047860	species	0	0	0	0	0	0	0	1	0	0
3157021	Streptomyces sp. NPDC005202	species	0	0	0	0	0	0	0	1	0	0
3135777	Pseudoalteromonas sp. AS71	species	0	0	0	0	0	0	0	1	0	0
230089	Photorhabdus thracensis	species	0	0	0	0	0	0	0	1	1	0
2769339	Erwinia sp. S43	species	0	0	0	0	0	0	0	2	1	0
1316593	Capnocytophaga sp. oral taxon 864	species	0	0	0	0	0	0	0	6	0	1
3346715	Streptomyces sp. NPDC059072	species	0	0	0	0	0	0	0	1	0	0
3070812	Enterococcus sp. SB12	species	0	0	0	0	0	0	0	4	0	0
2931977	Halorientalis litorea	species	0	0	0	0	0	0	0	2	0	0
2494734	Streptomyces sp. GZWMJZ-114	species	0	0	0	0	0	0	0	1	0	0
2954726	Paenibacillus sp. FSL E2-0201	species	0	0	0	0	0	0	0	2	0	0
3035064	Streptomyces panacea	species	0	0	0	0	0	0	0	1	0	0
1346287	Halomonas sp. A3H3	species	0	0	0	0	0	0	0	1	0	0
196079	Oceanobacter	genus	0	0	0	0	0	0	0	2	1	0
3066324	Spiroplasma endosymbiont of Cleonymus obscurus	species	0	0	0	0	0	0	0	2	0	0
2723308	Escherichia sp. 93.0816	species	0	0	0	0	0	0	0	1	0	0
2832386	Pseudomonas sp. BF-R-24	species	0	0	0	0	0	0	0	1	5	9
1581135	Trueperella sp. HMSC08B05	species	0	0	0	0	0	0	0	1	0	0
393005	Tamlana	genus	0	0	0	0	0	0	0	1	0	0
1420897	Micromonospora sp. S4605	species	0	0	0	0	0	0	0	2	0	0
1685931	Azospirillum sp. Sp 7	species	0	0	0	0	0	0	0	1	0	0
3346597	Streptomyces sp. NPDC058683	species	0	0	0	0	0	0	0	2	0	0
332591	Streptomyces rectiviolaceus	species	0	0	0	0	0	0	0	1	0	0
2315329	Streptomyces sporangiiformans	species	0	0	0	0	0	0	0	3	0	0
3039418	Streptomyces sp. B21-106	species	0	0	0	0	0	0	0	1	0	0
2931981	Exiguobacterium sp. 17-1	species	0	0	0	0	0	0	0	1	0	0
1259236	Cryobacterium sinapicolor	species	0	0	0	0	0	0	0	1	0	1
1904453	Halomonas sp. R1t4	species	0	0	0	0	0	0	0	1	0	0
2723296	Escherichia sp. 11.1597	species	0	0	0	0	0	0	0	1	0	0
3155373	Streptomyces sp. NPDC046727	species	0	0	0	0	0	0	0	4	0	0
3075837	Gordonia sp. w5E2	species	0	0	0	0	0	0	0	1	0	0
3345954	Streptomyces sp. NPDC056831	species	0	0	0	0	0	0	0	1	0	0
29282	Haloarcula japonica	species	0	0	0	0	0	0	0	1	0	0
2984145	Campylobacter sp. CN_NA2	species	0	0	0	0	0	0	0	1	0	0
2939573	Paenibacillus sp. MER TA 81-3	species	0	0	0	0	0	0	0	4	1	0
3015149	Verrucosispora sp. WMMD573	species	0	0	0	0	0	0	0	1	1	0
3120507	Micromonospora palythoicola	species	0	0	0	0	0	0	0	1	0	1
2292282	Bacteroides sp. OM05-10AA	species	0	0	0	0	0	0	0	1	0	0
3365773	Streptomyces sp. NPDC087263	species	0	0	0	0	0	0	0	1	0	1
1806492	Achromobacter sp. 2789STDY5608615	species	0	0	0	0	0	0	0	1	0	0
715473	Amycolatopsis acidiphila	species	0	0	0	0	0	0	0	2	1	1
2699422	Shewanella sp. DW31	species	0	0	0	0	0	0	0	1	0	0
2607610	Vibrio sp. RE88	species	0	0	0	0	0	0	0	1	0	0
2903710	Streptomyces sp. NBC_00996	species	0	0	0	0	0	0	0	2	0	0
462941	Streptomyces sp. MI02-7b	species	0	0	0	0	0	0	0	1	0	0
2921463	Solibacillus sp. FSL K6-1126	species	0	0	0	0	0	0	0	1	1	0
2853165	Kitasatospora sp. DSM 101779	species	0	0	0	0	0	0	0	3	0	0
3365989	Streptomyces sp. NPDC091289	species	0	0	0	0	0	0	0	2	0	0
1946673	Kocuria sp. UBA1838	species	0	0	0	0	0	0	0	1	0	0
1479623	Curtobacterium sp. S6	species	0	0	0	0	0	0	0	2	0	0
2975641	Streptomyces sp. NBC_00075	species	0	0	0	0	0	0	0	1	0	0
299146	Micromonospora narathiwatensis	species	0	0	0	0	0	0	0	1	0	0
1644109	Amycolatopsis nivea	species	0	0	0	0	0	0	0	1	0	0
3450709	Vibrio sp. WXL210	species	0	0	0	0	0	0	0	2	0	0
2908884	Tenacibaculum sp. Cn5-1	species	0	0	0	0	0	0	0	1	0	0
3154472	Nocardiopsis sp. NPDC006198	species	0	0	0	0	0	0	0	3	1	0
3002749	Stenotrophomonas sp. Sm0581	species	0	0	0	0	0	0	0	2	1	0
1450224	Amycolatopsis speibonae	species	0	0	0	0	0	0	0	2	0	0
2796379	Bacillus sp. TH13	species	0	0	0	0	0	0	0	2	0	0
2907545	Streptomyces sp. GQFP	species	0	0	0	0	0	0	0	1	0	0
1118153	Halomonas sp. GFAJ-1	species	0	0	0	0	0	0	0	3	0	0
1834104	Mycobacterium sp. 852002-51613_SCH5001154	species	0	0	0	0	0	0	0	4	1	0
3233046	Paenibacillus sp. MCAF9	species	0	0	0	0	0	0	0	1	0	0
1169146	Microbacterium sp. 11MF	species	0	0	0	0	0	0	0	1	0	0
3365531	Streptomyces sp. NPDC048297	species	0	0	0	0	0	0	0	1	0	0
3155680	Streptomyces sp. NPDC052179	species	0	0	0	0	0	0	0	2	0	0
3345669	Streptomyces sp. NPDC055966	species	0	0	0	0	0	0	0	1	0	0
2496719	Mesorhizobium sp. M7A.F.Ca.CA.001.09.2.1	species	0	0	0	0	0	0	0	2	0	0
3233034	Pseudomonas sp. KB_12	species	0	0	0	0	0	0	0	1	0	6
1918333	Listeria sp. ILCC797	species	0	0	0	0	0	0	0	2	0	0
161482	Streptomyces thermospinosisporus	species	0	0	0	0	0	0	0	1	0	0
58121	Planotetraspora mira	species	0	0	0	0	0	0	0	1	0	1
2745503	Pseudomonas iranensis	species	0	0	0	0	0	0	0	1	1	11
33898	Streptomyces galbus	species	0	0	0	0	0	0	0	1	0	0
2823702	Cyanobium sp. ATX 6F1	species	0	0	0	0	0	0	0	1	0	0
3066296	Spiroplasma endosymbiont of Tricholauxania praeusta	species	0	0	0	0	0	0	0	1	0	0
1179155	Candidatus Photodesmus blepharonis	species	0	0	0	0	0	0	0	1	0	0
1855586	Polynucleobacter hallstattensis	species	0	0	0	0	0	0	0	2	0	0
2767500	Staphylococcus sp. EG-SA-29	species	0	0	0	0	0	0	0	3	0	0
2025606	Synechococcus sp. 8F6	species	0	0	0	0	0	0	0	4	0	0
3047874	Neobacillus sp. YX16	species	0	0	0	0	0	0	0	5	1	1
1904616	Streptomyces fodineus	species	0	0	0	0	0	0	0	1	1	0
2760971	Pseudoalteromonas sp. SG43-1	species	0	0	0	0	0	0	0	2	0	0
3366120	Streptomyces sp. NPDC101166	species	0	0	0	0	0	0	0	1	0	0
3018103	Bacillus cereus group sp. Bc253	species	0	0	0	0	0	0	0	2	0	0
67337	Streptomyces noboritoensis	species	0	0	0	0	0	0	0	2	0	0
141	Borrelia parkeri	species	0	0	0	0	0	0	0	1	0	0
2058088	Vibrio sp. vnigr-6D03	species	0	0	0	0	0	0	0	1	0	0
2642259	unclassified Tepidibacter	no rank	0	0	0	0	0	0	0	1	0	0
1904459	Alteromonas sp. BZK5	species	0	0	0	0	0	0	0	1	0	0
3365894	Streptomyces sp. NPDC088768	species	0	0	0	0	0	0	0	1	0	0
2653200	Streptomyces phaeolivaceus	species	0	0	0	0	0	0	0	1	0	0
2865673	Streptomyces akebiae	species	0	0	0	0	0	0	0	1	0	0
2592815	Tardiphaga sp. vice278	species	0	0	0	0	0	0	0	1	1	1
46234	Anabaena sp. 90	species	0	0	0	0	0	0	0	3	0	0
2967123	Synechococcus sp. R60.3	species	0	0	0	0	0	0	0	1	0	0
3154658	Streptomyces sp. NPDC001833	species	0	0	0	0	0	0	0	1	0	0
2814653	Caballeronia sp. M1242	species	0	0	0	0	0	0	0	1	0	0
2867268	Streptomyces ortus	species	0	0	0	0	0	0	0	1	0	0
2921473	Paenibacillus sp. FSL K6-1558	species	0	0	0	0	0	0	0	1	0	0
2618448	unclassified Oceanotoga	no rank	0	0	0	0	0	0	0	1	0	0
3119833	Candidatus Puniceispirillaceae	family	0	0	0	0	0	0	0	1	2	0
3388994	Salmonella sp. 741265069_HSA	species	0	0	0	0	0	0	0	1	0	0
2954003	Wolbachia endosymbiont (group B) of Emmelina monodactyla	species	0	0	0	0	0	0	0	1	0	0
2821499	Roseofilum sp. SID3	species	0	0	0	0	0	0	0	3	0	0
3028693	Streptomyces sp. ND04-05B	species	0	0	0	0	0	0	0	1	0	0
3026450	Pseudomonas sp. IT-P12	species	0	0	0	0	0	0	0	1	1	2
2751238	Exiguobacterium sp. s28	species	0	0	0	0	0	0	0	2	0	0
3364857	Streptomyces sp. NPDC012935	species	0	0	0	0	0	0	0	1	0	1
1650571	Streptomyces pathocidini	species	0	0	0	0	0	0	0	8	1	0
3415639	Enterobacter cloacae complex sp. 2025EL-00060	species	0	0	0	0	0	0	0	1	0	0
3377036	Cupriavidus sp. CER94	species	0	0	0	0	0	0	0	1	0	0
887462	Streptomyces brevispora	species	0	0	0	0	0	0	0	1	0	0
2898695	Mammaliicoccus sp. I-M36	species	0	0	0	0	0	0	0	5	0	0
1844107	Pseudomonas sp. 58 R 12	species	0	0	0	0	0	0	0	1	2	30
2907242	Pseudoalteromonas sp. PB2-1	species	0	0	0	0	0	0	0	1	0	0
2782568	Qipengyuania soli	species	0	0	0	0	0	0	0	1	0	0
2284	Sulfolobus	genus	0	0	0	0	0	0	0	1	0	0
68229	Streptomyces lomondensis	species	0	0	0	0	0	0	0	1	0	0
1735795	Pseudomonas sp. GBPI_506	species	0	0	0	0	0	0	0	1	2	3
1820337	Haloparvum	genus	0	0	0	0	0	0	0	1	0	0
2957806	Elizabethkingia sp. S0634	species	0	0	0	0	0	0	0	1	0	1
3346947	Streptomyces sp. NPDC059787	species	0	0	0	0	0	0	0	5	0	0
3364672	Streptomyces sp. NPDC002932	species	0	0	0	0	0	0	0	1	0	0
3346299	Streptomyces sp. NPDC058000	species	0	0	0	0	0	0	0	1	0	0
2729718	Micrococcus sp. KRD026	species	0	0	0	0	0	0	0	1	0	0
2498595	Mycoplasma sp. ATU-Cv-703	species	0	0	0	0	0	0	0	1	0	0
1259146	Cryobacterium sp. HLT2-28	species	0	0	0	0	0	0	0	1	0	0
1637970	Burkholderia sp. MSMB1459WGS	species	0	0	0	0	0	0	0	1	0	0
1756403	Pseudomonas sp. UYEF17	species	0	0	0	0	0	0	0	1	2	0
2762618	Gluconobacter sp. P5B12	species	0	0	0	0	0	0	0	1	0	0
1381133	Candidatus Profftella	genus	0	0	0	0	0	0	0	1	0	0
208441	Amycolatopsis decaplanina	species	0	0	0	0	0	0	0	1	0	0
2898664	Mammaliicoccus sp. A-M4	species	0	0	0	0	0	0	0	1	0	0
2771136	Microcystis sp. M095S1	species	0	0	0	0	0	0	0	2	0	0
2712049	Aeromonas sp. 603696	species	0	0	0	0	0	0	0	2	0	1
3346313	Kitasatospora sp. NPDC058048	species	0	0	0	0	0	0	0	1	0	0
3156282	Bacillus sp. RC218	species	0	0	0	0	0	0	0	1	0	0
1437364	Thermosipho sp. 1070	species	0	0	0	0	0	0	0	1	0	0
3066253	Candidatus Tisiphia endosymbiont of Dascillus cervinus	species	0	0	0	0	0	0	0	2	0	0
1715213	Corynebacterium sp. HMSC055D05	species	0	0	0	0	0	0	0	1	2	0
2785791	Streptococcus sp. HF-100	species	0	0	0	0	0	0	0	1	0	0
2048289	Cryobacterium sp. N21	species	0	0	0	0	0	0	0	1	0	0
1050657	Synechococcus sp. A15-62	species	0	0	0	0	0	0	0	1	0	0
2933928	Trichocoleus sp. ST-U1	species	0	0	0	0	0	0	0	1	0	0
1216470	Enterobacter sp. SST3	species	0	0	0	0	0	0	0	1	2	0
2948265	Salmonella sp. NW77	species	0	0	0	0	0	0	0	2	0	1
3025858	Sulfoacidibacillus	genus	0	0	0	0	0	0	0	2	0	0
3395849	Enterobacter cloacae complex sp. 298G2	species	0	0	0	0	0	0	0	2	1	0
3345737	Kitasatospora sp. NPDC056181	species	0	0	0	0	0	0	0	2	0	0
1415755	Halomonas sp. TG39a	species	0	0	0	0	0	0	0	1	0	0
3345662	Streptomyces sp. NPDC055929	species	0	0	0	0	0	0	0	2	0	0
1895754	Devosia sp. 67-54	species	0	0	0	0	0	0	0	1	0	0
2956993	Mesorhizobium sp. M0757	species	0	0	0	0	0	0	0	1	0	0
3154398	Streptomyces sp. NPDC001817	species	0	0	0	0	0	0	0	3	0	0
3154772	Streptomyces sp. NPDC002082	species	0	0	0	0	0	0	0	3	0	0
1739306	Staphylococcus sp. HMSC071G07	species	0	0	0	0	0	0	0	1	0	0
